engagement_id,as_of_date,performance_health,client_feedback_health,milestone_health,utilisation_health,sentiment_health,behs,health_band,churn_next_90d,monthly_contract_value,expected_end_date,remaining_months,contract_exposure,heuristic_risk_probability,risk_adjusted_exposure
ENG-00985,2025-06-01,62.19,63.39,69.59,66.92,41.74,60.53,Watch,1,1004841.0,2025-12-01,6,6029046.0,0.39469999999999994,2379664.4561999994
ENG-00563,2025-06-01,77.81,84.82,81.06,76.73,62.65,76.67,Watch,0,1014168.37,2025-06-01,0,0.0,0.23329999999999995,0.0
ENG-00138,2025-06-01,86.96,92.82,100.0,69.65,78.86,86.52,Healthy,0,810745.56,2025-06-01,0,0.0,0.13480000000000003,0.0
ENG-00762,2025-06-01,65.67,76.84,80.89,69.0,48.74,68.06,Watch,0,2091864.1,2025-06-01,0,0.0,0.3194,0.0
ENG-00357,2025-06-01,80.43,79.19,79.18,70.82,52.59,72.92,Watch,0,2749511.18,2025-06-01,0,0.0,0.27079999999999993,0.0
ENG-00057,2025-06-01,77.14,79.1,75.99,70.25,57.17,72.28,Watch,0,1345079.51,2025-06-01,0,0.0,0.2772,0.0
ENG-00653,2025-06-01,69.55,60.13,72.81,71.02,40.46,62.72,Watch,0,3162850.18,2025-06-01,0,0.0,0.3728,0.0
ENG-00715,2025-06-01,83.21,89.3,91.13,66.32,70.0,80.84,Healthy,0,1264651.03,2025-06-01,0,0.0,0.1916,0.0
ENG-00051,2025-06-01,84.09,97.03,95.15,82.24,58.84,83.56,Healthy,0,1385968.3,2025-06-01,0,0.0,0.1644,0.0
ENG-00663,2025-06-01,68.12,56.56,65.52,62.61,38.83,58.61,Critical,1,1830985.21,2025-08-01,2,3661970.42,0.41390000000000005,1515689.5568380002
ENG-00761,2025-06-01,59.82,41.88,64.37,66.79,13.42,48.91,Critical,1,1771986.83,2026-01-01,7,12403907.81,0.5109,6337156.500129
ENG-00218,2025-06-01,80.45,84.17,74.54,74.36,61.05,75.22,Watch,0,1332220.64,2025-06-01,0,0.0,0.24780000000000002,0.0
ENG-00719,2025-06-01,78.51,88.49,94.99,79.41,67.65,81.76,Healthy,0,1519636.77,2025-06-01,0,0.0,0.1823999999999999,0.0
ENG-00977,2025-06-01,78.76,73.76,71.34,69.52,53.83,69.91,Watch,0,1120572.98,2025-06-01,0,0.0,0.30090000000000006,0.0
ENG-01115,2025-06-01,80.08,84.27,100.0,80.09,56.61,80.21,Healthy,0,1427002.75,2025-06-01,0,0.0,0.19790000000000008,0.0
ENG-01190,2025-06-01,74.1,80.88,89.95,68.81,55.91,74.2,Watch,0,1576445.51,2025-06-01,0,0.0,0.258,0.0
ENG-00492,2025-06-01,85.94,80.96,95.4,72.34,68.52,81.31,Healthy,0,1053280.77,2025-06-01,0,0.0,0.18689999999999996,0.0
ENG-00064,2025-06-01,63.49,59.57,69.44,71.07,24.04,57.14,Critical,1,2886973.54,2025-08-01,2,5773947.08,0.4286,2474713.718488
ENG-00646,2025-06-01,65.57,71.13,71.67,72.36,41.47,64.1,Watch,1,2912973.42,2025-10-01,4,11651893.68,0.3590000000000001,4183029.831120001
ENG-00382,2025-06-01,76.08,80.87,79.03,75.76,53.03,72.97,Watch,0,1878088.03,2025-06-01,0,0.0,0.2703,0.0
ENG-00130,2025-06-01,71.33,72.14,85.55,69.37,47.5,69.28,Watch,0,1402200.14,2025-06-01,0,0.0,0.30720000000000003,0.0
ENG-00550,2025-06-01,84.77,81.67,72.21,75.88,66.47,76.65,Watch,0,1504019.35,2025-06-01,0,0.0,0.23349999999999993,0.0
ENG-00980,2025-06-01,74.78,75.42,62.83,54.69,52.32,65.01,Watch,0,1836305.97,2025-06-01,0,0.0,0.3499,0.0
ENG-01060,2025-06-01,88.22,89.73,95.41,71.82,73.34,84.53,Healthy,0,2285677.26,2025-06-01,0,0.0,0.15469999999999995,0.0
ENG-00854,2025-06-01,77.34,80.46,81.13,68.21,72.53,76.39,Watch,0,1735271.41,2025-06-01,0,0.0,0.23609999999999998,0.0
ENG-00189,2025-06-01,67.46,65.44,50.86,62.92,43.02,58.16,Critical,1,1010941.04,2025-11-01,5,5054705.2,0.4184,2114888.65568
ENG-01052,2025-07-01,64.96,52.41,52.05,64.6,28.18,52.46,Critical,1,799398.96,2025-11-01,4,3197595.84,0.47540000000000004,1520137.0623360001
ENG-00704,2025-07-01,80.43,89.26,67.16,75.21,68.2,76.31,Watch,0,781441.24,2025-07-01,0,0.0,0.2369,0.0
ENG-01048,2025-07-01,76.78,79.09,90.24,76.3,62.43,76.99,Watch,0,3451517.98,2025-07-01,0,0.0,0.23010000000000008,0.0
ENG-00638,2025-07-01,77.15,78.62,100.0,66.07,57.07,76.34,Watch,0,2236906.13,2025-07-01,0,0.0,0.23659999999999992,0.0
ENG-00760,2025-07-01,76.93,78.04,93.86,73.77,66.0,77.88,Watch,0,892805.2,2025-07-01,0,0.0,0.22120000000000006,0.0
ENG-01089,2025-07-01,72.02,75.55,93.6,78.09,64.58,76.47,Watch,0,2368597.89,2025-07-01,0,0.0,0.23530000000000006,0.0
ENG-00736,2025-07-01,57.89,42.78,32.14,52.4,14.68,40.25,Critical,1,2120337.64,2025-09-01,2,4240675.28,0.5974999999999999,2533803.4798
ENG-00642,2025-07-01,78.72,78.9,94.75,70.49,58.13,76.61,Watch,0,2281194.04,2025-07-01,0,0.0,0.2339,0.0
ENG-00645,2025-07-01,65.4,62.48,85.34,69.22,49.41,66.18,Watch,0,1052326.49,2025-07-01,0,0.0,0.33819999999999995,0.0
ENG-00885,2025-07-01,76.22,86.21,99.12,77.09,64.26,80.54,Healthy,0,2294310.69,2025-07-01,0,0.0,0.19459999999999988,0.0
ENG-00768,2025-07-01,56.88,51.21,32.04,61.24,28.43,45.74,Critical,1,2445805.61,2025-12-01,5,12229028.049999999,0.5426,6635470.619929999
ENG-00659,2025-07-01,79.5,84.33,88.52,71.96,67.54,78.75,Watch,0,1304622.46,2025-07-01,0,0.0,0.21250000000000002,0.0
ENG-00675,2025-07-01,78.86,79.36,80.33,73.21,43.22,71.28,Watch,0,1557503.94,2025-07-01,0,0.0,0.2872,0.0
ENG-00798,2025-07-01,76.42,72.97,67.17,70.07,49.41,67.52,Watch,0,2280383.87,2025-07-01,0,0.0,0.3248000000000001,0.0
ENG-01065,2025-07-01,82.98,93.42,90.18,78.23,68.46,82.89,Healthy,0,2641725.89,2025-07-01,0,0.0,0.17110000000000003,0.0
ENG-00330,2025-07-01,73.59,66.61,84.19,78.75,45.82,69.53,Watch,0,783429.2,2025-07-01,0,0.0,0.30469999999999997,0.0
ENG-00958,2025-07-01,62.95,63.1,72.48,68.94,49.47,63.09,Watch,1,1475140.99,2025-09-01,2,2950281.98,0.3691,1088949.078818
ENG-00353,2025-07-01,77.28,71.45,71.21,67.01,40.35,65.97,Watch,0,938081.2,2025-07-01,0,0.0,0.34030000000000005,0.0
ENG-00510,2025-07-01,62.04,52.27,50.48,59.26,31.69,51.29,Critical,1,2563402.05,2025-10-01,3,7690206.149999999,0.4871,3745899.4156649997
ENG-00302,2025-07-01,75.58,73.85,74.34,72.0,53.42,70.02,Watch,0,1407793.57,2025-07-01,0,0.0,0.29980000000000007,0.0
ENG-00317,2025-07-01,80.26,84.11,99.47,81.0,72.52,83.43,Healthy,0,1362067.31,2025-07-01,0,0.0,0.16569999999999996,0.0
ENG-01038,2025-07-01,79.25,86.73,97.17,72.48,59.56,79.38,Watch,0,1488956.7,2025-07-01,0,0.0,0.20620000000000005,0.0
ENG-00320,2025-07-01,77.23,76.41,82.83,73.26,60.57,74.26,Watch,0,1636831.11,2025-07-01,0,0.0,0.25739999999999996,0.0
ENG-00440,2025-07-01,81.68,93.93,87.11,79.1,68.17,82.13,Healthy,0,1475245.25,2025-07-01,0,0.0,0.17870000000000008,0.0
ENG-01002,2025-07-01,71.16,68.97,54.02,73.93,54.45,64.37,Watch,0,1676239.69,2025-07-01,0,0.0,0.35629999999999995,0.0
ENG-01008,2025-07-01,86.93,84.1,96.73,67.6,58.19,79.68,Watch,0,1577326.88,2025-07-01,0,0.0,0.20319999999999994,0.0
ENG-00084,2025-07-01,69.07,77.61,93.1,72.43,61.59,74.59,Watch,0,1155460.63,2025-07-01,0,0.0,0.2541,0.0
ENG-00461,2025-07-01,80.88,73.47,68.44,70.72,58.43,70.89,Watch,0,1522492.36,2025-07-01,0,0.0,0.2911,0.0
ENG-00495,2025-07-01,80.19,86.93,99.95,83.93,69.7,83.95,Healthy,0,2579442.83,2025-07-01,0,0.0,0.16049999999999998,0.0
ENG-00397,2025-07-01,56.7,53.38,42.74,70.17,27.61,49.45,Critical,1,888258.51,2025-11-01,4,3553034.04,0.5055,1796058.7072199997
ENG-00392,2025-07-01,83.18,96.11,100.0,81.64,59.11,84.09,Healthy,0,2675804.6,2025-07-01,0,0.0,0.15910000000000002,0.0
ENG-00477,2025-07-01,77.54,77.21,84.91,80.04,49.07,73.63,Watch,0,2160807.77,2025-07-01,0,0.0,0.26370000000000005,0.0
ENG-01185,2025-07-01,57.14,62.59,55.25,65.05,33.4,54.29,Critical,1,1758963.65,2025-11-01,4,7035854.6,0.45710000000000006,3216089.1376600005
ENG-00099,2025-07-01,83.51,90.55,97.21,74.81,68.31,83.32,Healthy,0,3486547.63,2025-07-01,0,0.0,0.16680000000000006,0.0
ENG-00103,2025-07-01,54.07,55.92,60.86,64.24,31.23,52.76,Critical,1,2559327.99,2025-12-01,5,12796639.950000001,0.47240000000000004,6045132.712380001
ENG-00405,2025-07-01,69.71,69.92,92.68,66.44,47.63,69.44,Watch,0,2351060.33,2025-07-01,0,0.0,0.3056,0.0
ENG-00105,2025-07-01,73.66,66.12,69.35,71.17,52.29,66.64,Watch,0,1792540.57,2025-07-01,0,0.0,0.3336,0.0
ENG-00287,2025-07-01,69.11,64.19,69.97,63.12,48.66,63.31,Watch,0,2372101.63,2025-07-01,0,0.0,0.3669,0.0
ENG-00579,2025-07-01,87.04,85.55,77.97,83.64,70.31,81.07,Healthy,0,2357387.19,2025-07-01,0,0.0,0.18930000000000002,0.0
ENG-00580,2025-07-01,64.08,62.02,82.86,66.43,33.95,61.75,Watch,1,847904.56,2025-10-01,3,2543713.68,0.38249999999999995,972970.4826
ENG-00211,2025-07-01,79.91,84.04,75.76,70.57,65.34,75.59,Watch,0,1205178.31,2025-07-01,0,0.0,0.24409999999999998,0.0
ENG-00263,2025-07-01,80.7,93.83,95.53,76.88,66.31,82.84,Healthy,0,2184494.69,2025-07-01,0,0.0,0.17159999999999997,0.0
ENG-00984,2025-07-01,87.33,83.49,100.0,69.22,69.7,82.86,Healthy,0,1763813.32,2025-07-01,0,0.0,0.1714,0.0
ENG-00233,2025-07-01,70.18,60.51,79.84,67.05,38.75,63.42,Watch,0,2244009.43,2025-07-01,0,0.0,0.3658,0.0
ENG-00222,2025-07-01,83.67,87.4,97.36,71.87,59.19,80.49,Healthy,0,3178268.0,2025-07-01,0,0.0,0.19510000000000005,0.0
ENG-00576,2025-07-01,78.91,91.75,100.0,76.89,66.53,82.92,Healthy,0,2394318.95,2025-07-01,0,0.0,0.17079999999999995,0.0
ENG-00180,2025-07-01,86.01,86.48,76.95,82.29,67.37,80.0,Healthy,0,1079101.02,2025-07-01,0,0.0,0.19999999999999996,0.0
ENG-00027,2025-07-01,74.29,82.56,81.34,75.85,58.59,74.45,Watch,0,1834920.02,2025-07-01,0,0.0,0.25549999999999995,0.0
ENG-00085,2025-08-01,73.46,80.59,84.15,73.24,53.84,73.07,Watch,0,1738047.72,2025-08-01,0,0.0,0.2693000000000001,0.0
ENG-00186,2025-08-01,61.41,54.22,63.57,61.95,29.4,54.08,Critical,1,2248274.4,2026-01-01,5,11241372.0,0.45920000000000005,5162038.0224
ENG-00651,2025-08-01,82.66,85.56,92.24,81.38,61.08,80.65,Healthy,0,811480.27,2025-08-01,0,0.0,0.1934999999999999,0.0
ENG-00091,2025-08-01,78.24,83.25,93.76,75.37,68.39,79.94,Watch,0,1387008.65,2025-08-01,0,0.0,0.2006,0.0
ENG-01171,2025-08-01,67.43,62.82,59.1,62.1,47.09,59.98,Critical,0,3355729.39,2025-08-01,0,0.0,0.4002,0.0
ENG-00669,2025-08-01,54.66,41.94,15.0,64.12,30.85,40.84,Critical,1,1126365.34,2025-11-01,3,3379096.0200000005,0.5915999999999999,1999073.2054319999
ENG-00814,2025-08-01,69.02,76.93,63.73,80.91,58.44,69.21,Watch,0,2620423.13,2025-08-01,0,0.0,0.30790000000000006,0.0
ENG-01030,2025-08-01,60.11,61.37,73.87,74.65,40.47,61.37,Watch,1,2729160.26,2025-10-01,2,5458320.52,0.3863,2108549.2168759997
ENG-00149,2025-08-01,85.87,77.91,85.7,72.94,57.96,76.72,Watch,0,1782973.8,2025-08-01,0,0.0,0.2328,0.0
ENG-00127,2025-08-01,73.87,78.48,59.16,79.51,52.12,68.35,Watch,0,1857810.51,2025-08-01,0,0.0,0.3165,0.0
ENG-00327,2025-08-01,52.84,53.54,57.89,62.66,26.27,50.15,Critical,1,2456590.02,2025-12-01,4,9826360.08,0.49850000000000005,4898440.499880001
ENG-00126,2025-08-01,54.2,43.54,56.08,55.41,17.16,45.22,Critical,1,2124642.35,2025-10-01,2,4249284.7,0.5478000000000001,2327758.15866
ENG-00254,2025-08-01,67.72,56.17,37.91,68.09,31.49,52.26,Critical,1,1318115.18,2025-12-01,4,5272460.72,0.47740000000000005,2517072.747728
ENG-00964,2025-08-01,68.23,66.54,69.39,70.94,35.54,61.99,Watch,1,1074511.21,2025-11-01,3,3223533.63,0.3801,1225265.132763
ENG-00717,2025-08-01,71.24,72.7,82.47,76.59,58.78,72.09,Watch,0,2703767.84,2025-08-01,0,0.0,0.2791,0.0
ENG-01182,2025-08-01,79.9,84.91,96.9,72.15,49.14,76.99,Watch,0,1782142.61,2025-08-01,0,0.0,0.23010000000000008,0.0
ENG-01130,2025-08-01,55.81,50.48,15.0,73.22,22.65,42.56,Critical,1,1941507.96,2026-04-01,8,15532063.68,0.5744,8921617.377792
ENG-00682,2025-08-01,84.41,89.68,84.38,77.25,63.6,80.22,Healthy,0,1714268.18,2025-08-01,0,0.0,0.19779999999999998,0.0
ENG-00797,2025-08-01,76.29,80.61,62.42,76.78,62.45,71.69,Watch,0,2246307.63,2025-08-01,0,0.0,0.2831,0.0
ENG-00951,2025-08-01,74.66,75.17,47.42,76.97,56.25,65.98,Watch,0,3087674.47,2025-08-01,0,0.0,0.34019999999999995,0.0
ENG-01033,2025-08-01,63.35,60.56,70.82,66.5,35.36,59.16,Critical,1,1891391.2,2025-12-01,4,7565564.8,0.4084,3089776.66432
ENG-00343,2025-08-01,75.85,80.31,91.74,71.71,55.35,75.2,Watch,0,1538163.49,2025-08-01,0,0.0,0.248,0.0
ENG-00243,2025-08-01,78.07,77.91,70.98,77.91,57.93,72.57,Watch,0,2114270.64,2025-08-01,0,0.0,0.2743000000000001,0.0
ENG-00558,2025-08-01,73.26,79.12,86.03,70.44,42.73,70.46,Watch,0,2905087.26,2025-08-01,0,0.0,0.2954000000000001,0.0
ENG-01110,2025-08-01,59.58,50.09,55.0,60.35,29.46,50.86,Critical,1,1509913.55,2025-12-01,4,6039654.2,0.49140000000000006,2967886.0738800005
ENG-00030,2025-08-01,79.2,77.34,93.33,67.99,57.51,75.63,Watch,0,1705494.72,2025-08-01,0,0.0,0.24370000000000003,0.0
ENG-00909,2025-08-01,57.66,47.12,53.69,54.5,23.31,47.41,Critical,1,2456047.74,2026-02-01,6,14736286.440000001,0.5259,7749813.038796001
ENG-00527,2025-08-01,64.07,56.75,70.36,68.85,35.02,58.77,Critical,1,1626223.13,2025-12-01,4,6504892.52,0.4123,2681967.1859959997
ENG-00586,2025-08-01,74.08,74.7,99.11,78.92,64.22,77.97,Watch,0,2718074.4,2025-08-01,0,0.0,0.22030000000000005,0.0
ENG-00040,2025-08-01,73.84,73.93,88.35,74.65,49.05,71.93,Watch,0,1093796.94,2025-08-01,0,0.0,0.28069999999999995,0.0
ENG-00456,2025-08-01,78.81,84.13,93.92,75.41,58.29,78.28,Watch,0,3596583.53,2025-08-01,0,0.0,0.21719999999999995,0.0
ENG-00577,2025-08-01,67.8,61.16,67.92,75.9,39.99,62.15,Watch,1,1033667.85,2025-12-01,4,4134671.4,0.37850000000000006,1564973.1249000002
ENG-00631,2025-08-01,74.03,80.21,67.93,77.55,48.5,69.47,Watch,0,2153587.28,2025-08-01,0,0.0,0.3053,0.0
ENG-00139,2025-09-01,77.08,81.63,80.19,80.92,66.39,77.05,Watch,0,1290589.03,2025-09-01,0,0.0,0.22950000000000004,0.0
ENG-00525,2025-09-01,76.01,80.12,88.93,65.81,58.55,74.39,Watch,0,1038322.55,2025-09-01,0,0.0,0.2561,0.0
ENG-00913,2025-09-01,78.59,82.56,96.98,77.67,59.33,79.07,Watch,0,1655209.37,2025-09-01,0,0.0,0.20930000000000004,0.0
ENG-00351,2025-09-01,65.93,78.63,73.59,75.71,53.04,68.89,Watch,0,3045662.94,2025-09-01,0,0.0,0.31110000000000004,0.0
ENG-00895,2025-09-01,78.83,82.26,82.94,71.47,54.8,74.43,Watch,0,1694350.49,2025-09-01,0,0.0,0.2556999999999999,0.0
ENG-00957,2025-09-01,61.38,53.99,45.86,66.77,24.1,50.15,Critical,1,990062.1,2026-02-01,5,4950310.5,0.49850000000000005,2467729.7842500005
ENG-00585,2025-09-01,78.25,77.27,91.66,63.67,52.77,73.45,Watch,0,3280313.81,2025-09-01,0,0.0,0.26549999999999996,0.0
ENG-00584,2025-09-01,76.18,71.33,86.3,74.06,58.63,73.41,Watch,0,2389306.89,2025-09-01,0,0.0,0.2659,0.0
ENG-00215,2025-09-01,80.58,89.49,93.41,79.38,64.57,81.55,Healthy,0,1702056.39,2025-09-01,0,0.0,0.1845,0.0
ENG-00544,2025-09-01,54.94,45.75,58.73,56.23,15.28,46.12,Critical,1,1746851.99,2026-01-01,4,6987407.96,0.5388,3764815.4088479998
ENG-00279,2025-09-01,72.81,69.18,97.45,74.7,46.28,71.99,Watch,0,1923372.38,2025-09-01,0,0.0,0.2801,0.0
ENG-01081,2025-09-01,76.85,77.66,66.41,77.3,49.25,69.47,Watch,0,3431561.74,2025-09-01,0,0.0,0.3053,0.0
ENG-00911,2025-09-01,66.03,60.99,67.54,65.67,36.09,59.28,Critical,1,2680088.75,2026-03-01,6,16080532.5,0.4072,6547992.834
ENG-00032,2025-09-01,73.42,83.56,88.62,71.32,63.69,76.23,Watch,0,1054354.42,2025-09-01,0,0.0,0.2376999999999999,0.0
ENG-01176,2025-09-01,61.06,50.32,27.66,64.45,20.24,44.58,Critical,1,1763142.42,2025-11-01,2,3526284.84,0.5542,1954267.058328
ENG-00018,2025-09-01,70.79,67.82,61.25,71.82,30.11,60.31,Watch,1,2084522.66,2026-02-01,5,10422613.299999999,0.39690000000000003,4136735.2187699997
ENG-00772,2025-09-01,69.38,76.49,90.04,72.86,54.33,72.45,Watch,0,2528134.94,2025-09-01,0,0.0,0.27549999999999997,0.0
ENG-00970,2025-09-01,66.3,64.15,64.68,68.43,43.56,61.32,Watch,1,1983860.77,2025-11-01,2,3967721.54,0.38680000000000003,1534714.691672
ENG-00773,2025-09-01,85.89,83.62,94.74,76.26,71.57,82.9,Healthy,0,2158455.48,2025-09-01,0,0.0,0.17099999999999993,0.0
ENG-00549,2025-09-01,83.7,78.91,95.08,78.09,62.82,80.0,Watch,0,1797593.06,2025-09-01,0,0.0,0.19999999999999996,0.0
ENG-00252,2025-09-01,81.34,84.87,82.58,72.91,76.96,80.15,Healthy,0,1739312.81,2025-09-01,0,0.0,0.1984999999999999,0.0
ENG-00869,2025-09-01,76.48,80.48,69.64,76.52,64.41,73.5,Watch,0,2011064.44,2025-09-01,0,0.0,0.265,0.0
ENG-00391,2025-09-01,80.04,88.7,74.96,82.68,73.59,79.86,Watch,0,3262711.86,2025-09-01,0,0.0,0.20140000000000002,0.0
ENG-00928,2025-09-01,52.09,42.75,46.72,63.13,19.31,44.25,Critical,1,2593632.26,2025-12-01,3,7780896.779999999,0.5575,4337849.954849999
ENG-00949,2025-09-01,82.31,94.66,93.03,73.12,71.91,83.46,Healthy,0,870468.43,2025-09-01,0,0.0,0.1654000000000001,0.0
ENG-00093,2025-09-01,76.15,77.98,83.49,68.87,53.24,72.31,Watch,0,1273463.46,2025-09-01,0,0.0,0.2768999999999999,0.0
ENG-00672,2025-09-01,81.36,88.07,79.19,68.67,54.98,75.09,Watch,0,2132112.02,2025-09-01,0,0.0,0.2491,0.0
ENG-00813,2025-09-01,67.22,77.85,69.9,75.38,49.6,67.58,Watch,0,963301.39,2025-09-01,0,0.0,0.32420000000000004,0.0
ENG-00820,2025-09-01,78.97,84.48,95.04,72.1,64.67,79.39,Watch,0,1072182.12,2025-09-01,0,0.0,0.20609999999999995,0.0
ENG-01191,2025-09-01,78.21,80.11,85.59,70.04,48.11,72.82,Watch,0,2652460.7,2025-09-01,0,0.0,0.27180000000000004,0.0
ENG-01184,2025-09-01,75.63,73.45,95.59,75.59,65.87,77.23,Watch,0,772458.97,2025-09-01,0,0.0,0.2277,0.0
ENG-01186,2025-09-01,84.15,93.83,100.0,78.78,70.64,85.75,Healthy,0,3548148.21,2025-09-01,0,0.0,0.14249999999999996,0.0
ENG-00683,2025-09-01,74.51,59.19,54.1,65.8,36.11,58.38,Critical,1,1209465.35,2025-11-01,2,2418930.7,0.4162,1006758.9573400001
ENG-00500,2025-09-01,76.18,79.64,79.99,67.33,50.63,71.2,Watch,0,2352328.14,2025-09-01,0,0.0,0.2879999999999999,0.0
ENG-00120,2025-09-01,89.5,87.76,98.39,85.11,72.75,86.92,Healthy,0,797438.61,2025-09-01,0,0.0,0.13080000000000003,0.0
ENG-00476,2025-09-01,61.31,58.79,54.35,69.72,30.64,54.54,Critical,1,2576211.63,2026-03-01,6,15457269.78,0.4546,7026874.841988
ENG-00551,2025-10-01,62.33,62.79,67.37,73.95,47.01,62.11,Watch,1,936437.18,2026-02-01,4,3745748.72,0.3789,1419264.1900080002
ENG-00089,2025-10-01,56.28,54.06,46.29,67.69,18.39,47.97,Critical,1,1179882.98,2026-05-01,7,8259180.859999999,0.5203,4297251.801457999
ENG-00258,2025-10-01,63.29,53.17,62.94,67.41,24.14,53.98,Critical,1,2212663.46,2026-01-01,3,6637990.38,0.46020000000000005,3054803.1728760004
ENG-00475,2025-10-01,75.41,81.88,79.79,69.32,50.51,71.69,Watch,0,1028534.17,2025-10-01,0,0.0,0.2831,0.0
ENG-00249,2025-10-01,79.32,83.11,100.0,73.92,67.01,80.94,Healthy,0,2422192.94,2025-10-01,0,0.0,0.1906,0.0
ENG-00265,2025-10-01,63.5,52.73,54.07,72.5,31.83,54.47,Critical,1,1073991.65,2026-02-01,4,4295966.6,0.45530000000000004,1955953.59298
ENG-00250,2025-10-01,76.3,73.34,70.97,71.5,68.67,72.4,Watch,0,1075761.08,2025-10-01,0,0.0,0.2759999999999999,0.0
ENG-00764,2025-10-01,64.29,57.59,47.39,66.25,41.25,55.26,Critical,1,3455831.34,2026-01-01,3,10367494.02,0.4474,4638416.8245480005
ENG-01056,2025-10-01,71.11,73.65,66.26,69.26,50.45,66.24,Watch,0,1005898.97,2025-10-01,0,0.0,0.3376,0.0
ENG-00765,2025-10-01,81.92,76.31,51.0,69.52,47.82,65.93,Watch,0,777786.36,2025-10-01,0,0.0,0.3406999999999999,0.0
ENG-00184,2025-10-01,57.39,54.5,57.18,66.57,33.04,53.28,Critical,1,1670922.35,2026-01-01,3,5012767.050000001,0.46719999999999995,2341964.76576
ENG-00587,2025-10-01,69.47,78.79,84.06,74.58,63.42,73.81,Watch,0,2692202.5,2025-10-01,0,0.0,0.2619,0.0
ENG-00451,2025-10-01,62.27,55.59,63.36,65.06,23.3,53.78,Critical,1,2363878.21,2026-06-01,8,18911025.68,0.46219999999999994,8740676.069295999
ENG-00571,2025-10-01,74.69,78.25,91.52,86.39,58.96,77.38,Watch,0,1075550.33,2025-10-01,0,0.0,0.22620000000000007,0.0
ENG-00771,2025-10-01,79.77,75.29,55.07,66.72,49.79,65.98,Watch,0,1224761.81,2025-10-01,0,0.0,0.34019999999999995,0.0
ENG-00747,2025-10-01,74.63,77.04,65.51,73.05,52.76,68.68,Watch,0,2677475.34,2025-10-01,0,0.0,0.3131999999999999,0.0
ENG-00767,2025-10-01,66.31,62.25,59.94,64.55,34.46,57.59,Critical,1,2194508.09,2025-12-01,2,4389016.18,0.4240999999999999,1861381.7619379996
ENG-01144,2025-10-01,59.77,51.38,66.53,72.13,37.29,56.8,Critical,1,1719812.71,2026-01-01,3,5159438.13,0.43200000000000005,2228877.27216
ENG-00132,2025-10-01,75.55,77.81,100.0,71.02,66.9,78.48,Watch,0,2051957.41,2025-10-01,0,0.0,0.21519999999999995,0.0
ENG-00321,2025-10-01,53.04,49.32,39.0,65.42,22.08,45.16,Critical,1,1898537.74,2025-12-01,2,3797075.48,0.5484,2082316.1932319999
ENG-00131,2025-10-01,89.99,97.46,100.0,75.36,75.72,88.44,Healthy,0,1458559.84,2025-10-01,0,0.0,0.11560000000000004,0.0
ENG-00519,2025-10-01,87.83,87.15,94.14,76.84,67.08,83.16,Healthy,0,1075398.59,2025-10-01,0,0.0,0.1684,0.0
ENG-00354,2025-10-01,79.4,79.17,65.94,73.56,64.48,72.8,Watch,0,1140308.55,2025-10-01,0,0.0,0.272,0.0
ENG-00796,2025-10-01,69.08,67.3,61.87,70.35,52.07,64.07,Watch,1,1361258.6,2026-04-01,6,8167551.600000001,0.35930000000000006,2934601.2898800005
ENG-00048,2025-10-01,83.9,82.84,93.99,72.32,66.65,80.52,Healthy,0,1771166.68,2025-10-01,0,0.0,0.19480000000000008,0.0
ENG-00118,2025-10-01,64.04,54.73,86.45,70.02,30.01,60.75,Watch,1,2089178.26,2026-03-01,5,10445891.3,0.39249999999999996,4100012.33525
ENG-00339,2025-10-01,70.46,82.46,85.92,66.75,62.4,73.78,Watch,0,3221332.75,2025-10-01,0,0.0,0.2622,0.0
ENG-00341,2025-10-01,67.23,58.49,74.86,71.77,45.29,63.3,Watch,0,2092654.36,2025-10-01,0,0.0,0.367,0.0
ENG-00825,2025-10-01,78.04,80.04,89.34,83.46,49.81,75.87,Watch,0,1145498.41,2025-10-01,0,0.0,0.24129999999999996,0.0
ENG-00892,2025-10-01,50.91,48.65,37.46,66.85,9.35,41.85,Critical,1,1193546.45,2026-06-01,8,9548371.6,0.5814999999999999,5552378.085399999
ENG-00711,2025-10-01,72.04,91.11,91.83,64.26,62.53,76.75,Watch,0,1994883.49,2025-10-01,0,0.0,0.23250000000000004,0.0
ENG-00993,2025-10-01,80.84,79.74,99.2,75.66,77.11,82.77,Healthy,0,2385812.45,2025-10-01,0,0.0,0.1723,0.0
ENG-00960,2025-10-01,81.91,92.38,74.97,77.91,67.45,79.12,Watch,0,1787800.48,2025-10-01,0,0.0,0.20879999999999999,0.0
ENG-01043,2025-10-01,63.33,67.3,62.87,72.1,32.48,59.18,Critical,0,2714639.34,2025-10-01,0,0.0,0.4082,0.0
ENG-00670,2025-10-01,74.18,78.07,85.88,71.79,54.79,73.06,Watch,0,1947835.47,2025-10-01,0,0.0,0.2694,0.0
ENG-00142,2025-10-01,59.16,57.86,89.9,67.0,32.58,60.91,Watch,1,2160581.77,2026-01-01,3,6481745.3100000005,0.3909,2533714.241679
ENG-01037,2025-10-01,75.15,67.62,53.66,70.89,43.08,62.29,Watch,0,826154.14,2025-10-01,0,0.0,0.3771,0.0
ENG-00025,2025-11-01,75.31,76.62,90.72,83.95,53.29,75.55,Watch,0,1056323.36,2025-11-01,0,0.0,0.24450000000000005,0.0
