engagement_id,period_start,expected_hours,actual_hours,utilisation_rate
ENG-00522,2025-12-01,160.0,106.25,0.664
ENG-00522,2026-01-01,160.0,118.01,0.7376
ENG-00522,2026-02-01,160.0,102.31,0.6394
ENG-00522,2026-03-01,160.0,154.28,0.9642
ENG-00522,2026-04-01,160.0,104.84,0.6552
ENG-00522,2026-05-01,160.0,125.15,0.7822
ENG-00523,2024-01-01,160.0,85.68,0.5355
ENG-00523,2024-02-01,160.0,99.19,0.6199
ENG-00523,2024-03-01,160.0,78.82,0.4926
ENG-00523,2024-04-01,160.0,117.39,0.7337
ENG-00523,2024-05-01,160.0,103.78,0.6486
ENG-00523,2024-06-01,160.0,98.81,0.6176
ENG-00523,2024-07-01,160.0,55.15,0.3447
ENG-00523,2024-08-01,160.0,106.24,0.664
ENG-00523,2024-09-01,160.0,62.87,0.393
ENG-00524,2025-09-01,160.0,103.72,0.6482
ENG-00524,2025-10-01,160.0,77.59,0.4849
ENG-00524,2025-11-01,160.0,82.45,0.5153
ENG-00524,2025-12-01,160.0,88.89,0.5555
ENG-00524,2026-01-01,160.0,88.07,0.5504
ENG-00524,2026-02-01,160.0,100.49,0.6281
ENG-00524,2026-03-01,160.0,122.21,0.7638
ENG-00524,2026-04-01,160.0,125.77,0.786
ENG-00524,2026-05-01,160.0,94.74,0.5921
ENG-00524,2026-06-01,160.0,77.09,0.4818
ENG-00524,2026-07-01,160.0,113.48,0.7093
ENG-00524,2026-08-01,160.0,110.07,0.688
ENG-00525,2025-02-01,160.0,118.33,0.7396
ENG-00525,2025-03-01,160.0,120.47,0.753
ENG-00525,2025-04-01,160.0,83.15,0.5197
ENG-00525,2025-05-01,160.0,115.58,0.7224
ENG-00525,2025-06-01,160.0,85.48,0.5343
ENG-00525,2025-07-01,160.0,72.84,0.4552
ENG-00525,2025-08-01,160.0,133.66,0.8354
ENG-00525,2025-09-01,160.0,104.78,0.6549
ENG-00526,2026-03-01,160.0,115.73,0.7233
ENG-00526,2026-04-01,160.0,120.76,0.7548
ENG-00526,2026-05-01,160.0,102.21,0.6388
ENG-00526,2026-06-01,160.0,99.83,0.6239
ENG-00526,2026-07-01,160.0,79.53,0.497
ENG-00526,2026-08-01,160.0,102.06,0.6379
ENG-00527,2025-05-01,160.0,105.82,0.6613
ENG-00527,2025-06-01,160.0,126.75,0.7922
ENG-00527,2025-07-01,160.0,109.78,0.6861
ENG-00527,2025-08-01,160.0,120.58,0.7536
ENG-00528,2025-05-01,160.0,126.68,0.7918
ENG-00528,2025-06-01,160.0,113.62,0.7101
ENG-00528,2025-07-01,160.0,114.99,0.7187
ENG-00528,2025-08-01,160.0,110.69,0.6918
ENG-00528,2025-09-01,160.0,120.73,0.7546
ENG-00528,2025-10-01,160.0,105.86,0.6616
ENG-00528,2025-11-01,160.0,88.54,0.5534
ENG-00528,2025-12-01,160.0,108.51,0.6782
ENG-00528,2026-01-01,160.0,111.99,0.6999
ENG-00529,2025-10-01,160.0,112.44,0.7027
ENG-00529,2025-11-01,160.0,98.0,0.6125
ENG-00529,2025-12-01,160.0,101.24,0.6327
ENG-00529,2026-01-01,160.0,104.9,0.6556
ENG-00529,2026-02-01,160.0,107.18,0.6699
ENG-00529,2026-03-01,160.0,85.72,0.5357
ENG-00529,2026-04-01,160.0,102.55,0.6409
ENG-00529,2026-05-01,160.0,108.14,0.6759
ENG-00529,2026-06-01,160.0,101.49,0.6343
ENG-00529,2026-07-01,160.0,106.02,0.6626
ENG-00529,2026-08-01,160.0,138.33,0.8646
ENG-00530,2024-12-01,160.0,109.57,0.6848
ENG-00530,2025-01-01,160.0,95.72,0.5982
ENG-00530,2025-02-01,160.0,105.81,0.6613
ENG-00530,2025-03-01,160.0,103.22,0.6451
ENG-00530,2025-04-01,160.0,128.56,0.8035
ENG-00530,2025-05-01,160.0,109.46,0.6841
ENG-00530,2025-06-01,160.0,85.72,0.5358
ENG-00530,2025-07-01,160.0,92.12,0.5757
ENG-00530,2025-08-01,160.0,99.52,0.622
ENG-00530,2025-09-01,160.0,148.68,0.9292
ENG-00530,2025-10-01,160.0,122.03,0.7627
ENG-00530,2025-11-01,160.0,101.74,0.6358
ENG-00530,2025-12-01,160.0,112.9,0.7056
ENG-00531,2026-04-01,160.0,97.23,0.6077
ENG-00531,2026-05-01,160.0,98.21,0.6138
ENG-00531,2026-06-01,160.0,101.71,0.6357
ENG-00531,2026-07-01,160.0,115.17,0.7198
ENG-00531,2026-08-01,160.0,90.12,0.5633
ENG-00532,2024-01-01,160.0,116.06,0.7254
ENG-00532,2024-02-01,160.0,103.16,0.6447
ENG-00532,2024-03-01,160.0,102.02,0.6376
ENG-00532,2024-04-01,160.0,85.44,0.534
ENG-00532,2024-05-01,160.0,95.68,0.598
ENG-00533,2024-03-01,160.0,97.07,0.6067
ENG-00533,2024-04-01,160.0,100.25,0.6266
ENG-00533,2024-05-01,160.0,96.19,0.6012
ENG-00533,2024-06-01,160.0,97.43,0.6089
ENG-00533,2024-07-01,160.0,125.18,0.7823
ENG-00533,2024-08-01,160.0,147.62,0.9226
ENG-00533,2024-09-01,160.0,98.67,0.6167
ENG-00533,2024-10-01,160.0,120.69,0.7543
ENG-00533,2024-11-01,160.0,113.05,0.7066
ENG-00533,2024-12-01,160.0,100.6,0.6288
ENG-00533,2025-01-01,160.0,93.82,0.5864
ENG-00533,2025-02-01,160.0,129.73,0.8108
ENG-00534,2026-07-01,160.0,90.96,0.5685
ENG-00534,2026-08-01,160.0,103.67,0.6479
ENG-00535,2024-05-01,160.0,125.62,0.7851
ENG-00535,2024-06-01,160.0,107.32,0.6708
ENG-00535,2024-07-01,160.0,116.75,0.7297
ENG-00535,2024-08-01,160.0,127.92,0.7995
ENG-00535,2024-09-01,160.0,105.14,0.6571
ENG-00535,2024-10-01,160.0,135.5,0.8469
ENG-00535,2024-11-01,160.0,92.78,0.5799
ENG-00535,2024-12-01,160.0,95.25,0.5953
ENG-00536,2025-01-01,160.0,145.22,0.9076
ENG-00536,2025-02-01,160.0,101.52,0.6345
ENG-00536,2025-03-01,160.0,124.85,0.7803
ENG-00536,2025-04-01,160.0,136.88,0.8555
ENG-00536,2025-05-01,160.0,100.98,0.6311
ENG-00536,2025-06-01,160.0,98.85,0.6178
ENG-00536,2025-07-01,160.0,114.79,0.7174
ENG-00536,2025-08-01,160.0,102.16,0.6385
ENG-00536,2025-09-01,160.0,108.62,0.6789
ENG-00536,2025-10-01,160.0,107.79,0.6737
ENG-00536,2025-11-01,160.0,95.55,0.5972
ENG-00536,2025-12-01,160.0,91.87,0.5742
ENG-00537,2026-04-01,160.0,118.93,0.7433
ENG-00537,2026-05-01,160.0,86.89,0.5431
ENG-00537,2026-06-01,160.0,93.69,0.5856
ENG-00537,2026-07-01,160.0,98.88,0.618
ENG-00537,2026-08-01,160.0,109.86,0.6866
ENG-00538,2025-09-01,160.0,119.99,0.7499
ENG-00538,2025-10-01,160.0,104.03,0.6502
ENG-00538,2025-11-01,160.0,106.31,0.6644
ENG-00538,2025-12-01,160.0,112.81,0.7051
ENG-00538,2026-01-01,160.0,115.68,0.723
ENG-00538,2026-02-01,160.0,110.45,0.6903
ENG-00538,2026-03-01,160.0,122.25,0.7641
ENG-00538,2026-04-01,160.0,109.9,0.6869
ENG-00538,2026-05-01,160.0,129.21,0.8076
ENG-00538,2026-06-01,160.0,113.68,0.7105
ENG-00538,2026-07-01,160.0,150.66,0.9416
ENG-00539,2025-03-01,160.0,126.66,0.7916
ENG-00539,2025-04-01,160.0,107.44,0.6715
ENG-00539,2025-05-01,160.0,103.29,0.6456
ENG-00539,2025-06-01,160.0,125.96,0.7872
ENG-00539,2025-07-01,160.0,129.19,0.8074
ENG-00539,2025-08-01,160.0,104.89,0.6556
ENG-00539,2025-09-01,160.0,125.75,0.7859
ENG-00539,2025-10-01,160.0,114.97,0.7186
ENG-00539,2025-11-01,160.0,125.43,0.7839
ENG-00539,2025-12-01,160.0,97.51,0.6095
ENG-00539,2026-01-01,160.0,98.64,0.6165
ENG-00539,2026-02-01,160.0,99.19,0.6199
ENG-00540,2025-11-01,160.0,92.91,0.5807
ENG-00540,2025-12-01,160.0,89.33,0.5583
ENG-00540,2026-01-01,160.0,80.2,0.5012
ENG-00540,2026-02-01,160.0,98.52,0.6158
ENG-00540,2026-03-01,160.0,94.47,0.5904
ENG-00540,2026-04-01,160.0,64.34,0.4021
ENG-00541,2024-12-01,160.0,138.29,0.8643
ENG-00541,2025-01-01,160.0,76.44,0.4778
ENG-00541,2025-02-01,160.0,79.96,0.4998
ENG-00541,2025-03-01,160.0,91.94,0.5746
ENG-00542,2025-11-01,160.0,86.63,0.5415
ENG-00542,2025-12-01,160.0,95.47,0.5967
ENG-00542,2026-01-01,160.0,99.78,0.6236
ENG-00542,2026-02-01,160.0,112.14,0.7009
ENG-00542,2026-03-01,160.0,89.83,0.5614
ENG-00542,2026-04-01,160.0,127.86,0.7991
ENG-00542,2026-05-01,160.0,106.96,0.6685
ENG-00542,2026-06-01,160.0,113.48,0.7093
ENG-00543,2025-05-01,160.0,112.69,0.7043
ENG-00543,2025-06-01,160.0,110.85,0.6928
ENG-00543,2025-07-01,160.0,130.57,0.816
ENG-00543,2025-08-01,160.0,115.44,0.7215
ENG-00543,2025-09-01,160.0,94.49,0.5905
ENG-00543,2025-10-01,160.0,119.6,0.7475
ENG-00543,2025-11-01,160.0,89.4,0.5588
ENG-00543,2025-12-01,160.0,122.24,0.764
ENG-00543,2026-01-01,160.0,100.28,0.6268
ENG-00543,2026-02-01,160.0,87.69,0.5481
ENG-00543,2026-03-01,160.0,96.79,0.6049
ENG-00543,2026-04-01,160.0,104.39,0.6524
ENG-00544,2025-04-01,160.0,87.3,0.5456
ENG-00544,2025-05-01,160.0,112.09,0.7006
ENG-00544,2025-06-01,160.0,104.06,0.6504
ENG-00544,2025-07-01,160.0,119.61,0.7475
ENG-00544,2025-08-01,160.0,69.18,0.4324
ENG-00544,2025-09-01,160.0,63.87,0.3992
ENG-00545,2024-06-01,160.0,92.9,0.5806
ENG-00545,2024-07-01,160.0,93.81,0.5863
ENG-00545,2024-08-01,160.0,116.48,0.728
ENG-00545,2024-09-01,160.0,86.74,0.5421
ENG-00545,2024-10-01,160.0,116.24,0.7265
ENG-00545,2024-11-01,160.0,97.51,0.6094
ENG-00545,2024-12-01,160.0,88.19,0.5512
ENG-00545,2025-01-01,160.0,126.3,0.7894
ENG-00545,2025-02-01,160.0,127.84,0.799
ENG-00545,2025-03-01,160.0,143.56,0.8972
ENG-00546,2026-07-01,160.0,129.66,0.8104
ENG-00546,2026-08-01,160.0,106.63,0.6665
ENG-00546,2026-09-01,160.0,95.62,0.5976
ENG-00546,2026-10-01,160.0,113.83,0.7115
ENG-00546,2026-11-01,160.0,124.1,0.7757
ENG-00546,2026-12-01,160.0,100.76,0.6298
ENG-00546,2027-01-01,160.0,114.7,0.7169
ENG-00546,2027-02-01,160.0,93.58,0.5849
ENG-00546,2027-03-01,160.0,89.71,0.5607
ENG-00547,2026-02-01,160.0,101.32,0.6332
ENG-00547,2026-03-01,160.0,79.62,0.4976
ENG-00547,2026-04-01,160.0,87.04,0.544
ENG-00547,2026-05-01,160.0,122.26,0.7641
ENG-00547,2026-06-01,160.0,104.62,0.6539
ENG-00547,2026-07-01,160.0,131.61,0.8226
ENG-00547,2026-08-01,160.0,85.42,0.5339
ENG-00548,2025-12-01,160.0,97.02,0.6064
ENG-00548,2026-01-01,160.0,116.62,0.7289
ENG-00548,2026-02-01,160.0,125.2,0.7825
ENG-00548,2026-03-01,160.0,83.56,0.5222
ENG-00548,2026-04-01,160.0,77.25,0.4828
ENG-00548,2026-05-01,160.0,110.34,0.6896
ENG-00548,2026-06-01,160.0,117.1,0.7319
ENG-00548,2026-07-01,160.0,101.22,0.6326
ENG-00548,2026-08-01,160.0,90.69,0.5668
ENG-00549,2025-01-01,160.0,112.32,0.702
ENG-00549,2025-02-01,160.0,95.65,0.5978
ENG-00549,2025-03-01,160.0,116.99,0.7312
ENG-00549,2025-04-01,160.0,104.3,0.6519
ENG-00549,2025-05-01,160.0,121.09,0.7568
ENG-00549,2025-06-01,160.0,111.96,0.6997
ENG-00549,2025-07-01,160.0,111.07,0.6942
ENG-00549,2025-08-01,160.0,106.66,0.6667
ENG-00549,2025-09-01,160.0,91.31,0.5707
ENG-00550,2024-10-01,160.0,118.95,0.7434
ENG-00550,2024-11-01,160.0,104.38,0.6524
ENG-00550,2024-12-01,160.0,114.8,0.7175
ENG-00550,2025-01-01,160.0,108.82,0.6801
ENG-00550,2025-02-01,160.0,124.8,0.78
ENG-00550,2025-03-01,160.0,133.78,0.8361
ENG-00550,2025-04-01,160.0,114.51,0.7157
ENG-00550,2025-05-01,160.0,134.55,0.8409
ENG-00550,2025-06-01,160.0,105.48,0.6592
ENG-00551,2025-07-01,160.0,99.5,0.6219
ENG-00551,2025-08-01,160.0,98.84,0.6178
ENG-00551,2025-09-01,160.0,94.07,0.5879
ENG-00551,2025-10-01,160.0,110.14,0.6884
ENG-00552,2024-06-01,160.0,89.02,0.5564
ENG-00552,2024-07-01,160.0,120.6,0.7537
ENG-00552,2024-08-01,160.0,121.46,0.7591
ENG-00552,2024-09-01,160.0,119.65,0.7478
ENG-00552,2024-10-01,160.0,111.9,0.6993
ENG-00552,2024-11-01,160.0,107.72,0.6733
ENG-00552,2024-12-01,160.0,109.64,0.6853
ENG-00552,2025-01-01,160.0,96.1,0.6006
ENG-00552,2025-02-01,160.0,128.36,0.8023
ENG-00552,2025-03-01,160.0,87.03,0.544
ENG-00553,2024-02-01,160.0,88.72,0.5545
ENG-00553,2024-03-01,160.0,94.43,0.5902
ENG-00553,2024-04-01,160.0,116.67,0.7292
ENG-00553,2024-05-01,160.0,92.15,0.5759
ENG-00553,2024-06-01,160.0,86.92,0.5432
ENG-00553,2024-07-01,160.0,113.96,0.7122
ENG-00553,2024-08-01,160.0,96.48,0.603
ENG-00553,2024-09-01,160.0,120.27,0.7517
ENG-00553,2024-10-01,160.0,100.64,0.629
ENG-00553,2024-11-01,160.0,88.8,0.555
ENG-00553,2024-12-01,160.0,114.5,0.7156
ENG-00553,2025-01-01,160.0,103.1,0.6444
ENG-00553,2025-02-01,160.0,99.13,0.6196
ENG-00554,2024-08-01,160.0,104.36,0.6523
ENG-00554,2024-09-01,160.0,76.81,0.4801
ENG-00554,2024-10-01,160.0,99.09,0.6193
ENG-00554,2024-11-01,160.0,93.16,0.5822
ENG-00554,2024-12-01,160.0,124.6,0.7787
ENG-00554,2025-01-01,160.0,98.41,0.6151
ENG-00554,2025-02-01,160.0,102.96,0.6435
ENG-00554,2025-03-01,160.0,133.84,0.8365
ENG-00554,2025-04-01,160.0,136.33,0.8521
ENG-00554,2025-05-01,160.0,125.75,0.7859
ENG-00555,2026-08-01,160.0,114.97,0.7186
ENG-00556,2026-06-01,160.0,85.46,0.5342
ENG-00556,2026-07-01,160.0,91.73,0.5733
ENG-00556,2026-08-01,160.0,90.64,0.5665
ENG-00557,2025-09-01,160.0,116.82,0.7301
ENG-00557,2025-10-01,160.0,137.48,0.8593
ENG-00557,2025-11-01,160.0,106.42,0.6651
ENG-00557,2025-12-01,160.0,125.86,0.7866
ENG-00557,2026-01-01,160.0,106.41,0.665
ENG-00557,2026-02-01,160.0,116.89,0.7306
ENG-00558,2025-01-01,160.0,101.84,0.6365
ENG-00558,2025-02-01,160.0,107.94,0.6746
ENG-00558,2025-03-01,160.0,146.54,0.9159
ENG-00558,2025-04-01,160.0,88.4,0.5525
ENG-00558,2025-05-01,160.0,104.4,0.6525
ENG-00558,2025-06-01,160.0,104.05,0.6503
ENG-00558,2025-07-01,160.0,133.17,0.8323
ENG-00558,2025-08-01,160.0,95.11,0.5944
ENG-00559,2025-05-01,160.0,119.01,0.7438
ENG-00559,2025-06-01,160.0,132.26,0.8266
ENG-00559,2025-07-01,160.0,101.39,0.6337
ENG-00559,2025-08-01,160.0,90.23,0.5639
ENG-00559,2025-09-01,160.0,109.11,0.682
ENG-00559,2025-10-01,160.0,107.5,0.6719
ENG-00559,2025-11-01,160.0,108.77,0.6798
ENG-00559,2025-12-01,160.0,105.88,0.6617
ENG-00559,2026-01-01,160.0,101.54,0.6346
ENG-00560,2026-05-01,160.0,94.31,0.5894
ENG-00560,2026-06-01,160.0,118.4,0.74
ENG-00560,2026-07-01,160.0,117.98,0.7374
ENG-00560,2026-08-01,160.0,107.43,0.6714
ENG-00560,2026-09-01,160.0,103.77,0.6485
ENG-00561,2025-11-01,160.0,102.33,0.6396
ENG-00561,2025-12-01,160.0,127.21,0.795
ENG-00561,2026-01-01,160.0,117.51,0.7344
ENG-00561,2026-02-01,160.0,112.18,0.7011
ENG-00561,2026-03-01,160.0,92.79,0.5799
ENG-00561,2026-04-01,160.0,113.39,0.7087
ENG-00561,2026-05-01,160.0,99.56,0.6222
ENG-00562,2024-02-01,160.0,94.45,0.5903
ENG-00562,2024-03-01,160.0,123.52,0.772
ENG-00562,2024-04-01,160.0,121.22,0.7576
ENG-00562,2024-05-01,160.0,122.71,0.7669
ENG-00562,2024-06-01,160.0,97.47,0.6092
ENG-00562,2024-07-01,160.0,106.9,0.6681
ENG-00562,2024-08-01,160.0,99.21,0.6201
ENG-00562,2024-09-01,160.0,103.8,0.6488
ENG-00562,2024-10-01,160.0,98.1,0.6132
ENG-00563,2024-07-01,160.0,83.41,0.5213
ENG-00563,2024-08-01,160.0,116.34,0.7271
ENG-00563,2024-09-01,160.0,104.4,0.6525
ENG-00563,2024-10-01,160.0,99.87,0.6242
ENG-00563,2024-11-01,160.0,116.97,0.731
ENG-00563,2024-12-01,160.0,85.74,0.5359
ENG-00563,2025-01-01,160.0,141.37,0.8836
ENG-00563,2025-02-01,160.0,99.61,0.6226
ENG-00563,2025-03-01,160.0,121.59,0.76
ENG-00563,2025-04-01,160.0,101.95,0.6372
ENG-00563,2025-05-01,160.0,107.81,0.6738
ENG-00563,2025-06-01,160.0,94.37,0.5898
ENG-00564,2026-06-01,160.0,134.83,0.8427
ENG-00564,2026-07-01,160.0,73.85,0.4616
ENG-00564,2026-08-01,160.0,114.02,0.7127
ENG-00565,2025-11-01,160.0,103.73,0.6483
ENG-00565,2025-12-01,160.0,112.43,0.7027
ENG-00565,2026-01-01,160.0,132.04,0.8252
ENG-00565,2026-02-01,160.0,100.37,0.6273
ENG-00565,2026-03-01,160.0,107.27,0.6705
ENG-00565,2026-04-01,160.0,112.69,0.7043
ENG-00565,2026-05-01,160.0,116.94,0.7309
ENG-00565,2026-06-01,160.0,141.46,0.8841
ENG-00566,2026-02-01,160.0,111.54,0.6971
ENG-00566,2026-03-01,160.0,106.66,0.6666
ENG-00566,2026-04-01,160.0,100.73,0.6296
ENG-00566,2026-05-01,160.0,125.18,0.7824
ENG-00566,2026-06-01,160.0,122.24,0.764
ENG-00566,2026-07-01,160.0,118.83,0.7427
ENG-00566,2026-08-01,160.0,131.95,0.8247
ENG-00567,2024-02-01,160.0,121.38,0.7586
ENG-00567,2024-03-01,160.0,131.22,0.8201
ENG-00567,2024-04-01,160.0,101.44,0.634
ENG-00567,2024-05-01,160.0,87.91,0.5494
ENG-00567,2024-06-01,160.0,104.04,0.6502
ENG-00567,2024-07-01,160.0,116.69,0.7293
ENG-00567,2024-08-01,160.0,89.49,0.5593
ENG-00567,2024-09-01,160.0,120.69,0.7543
ENG-00567,2024-10-01,160.0,55.0,0.3438
ENG-00567,2024-11-01,160.0,110.15,0.6885
ENG-00568,2026-07-01,160.0,112.77,0.7048
ENG-00568,2026-08-01,160.0,111.48,0.6967
ENG-00569,2025-09-01,160.0,124.87,0.7804
ENG-00569,2025-10-01,160.0,97.11,0.607
ENG-00569,2025-11-01,160.0,105.31,0.6582
ENG-00569,2025-12-01,160.0,111.56,0.6973
ENG-00569,2026-01-01,160.0,102.05,0.6378
ENG-00569,2026-02-01,160.0,99.13,0.6196
ENG-00569,2026-03-01,160.0,101.02,0.6314
ENG-00569,2026-04-01,160.0,116.85,0.7303
ENG-00569,2026-05-01,160.0,120.66,0.7541
ENG-00569,2026-06-01,160.0,124.69,0.7793
ENG-00569,2026-07-01,160.0,121.92,0.762
ENG-00569,2026-08-01,160.0,80.03,0.5002
ENG-00570,2025-07-01,160.0,98.72,0.617
ENG-00570,2025-08-01,160.0,114.09,0.7131
ENG-00570,2025-09-01,160.0,117.79,0.7362
ENG-00570,2025-10-01,160.0,100.17,0.6261
ENG-00570,2025-11-01,160.0,118.59,0.7412
ENG-00570,2025-12-01,160.0,105.75,0.6609
ENG-00570,2026-01-01,160.0,134.34,0.8396
ENG-00570,2026-02-01,160.0,114.81,0.7176
ENG-00570,2026-03-01,160.0,64.73,0.4046
ENG-00570,2026-04-01,160.0,116.74,0.7297
ENG-00571,2025-03-01,160.0,101.18,0.6323
ENG-00571,2025-04-01,160.0,76.14,0.4759
ENG-00571,2025-05-01,160.0,131.02,0.8189
ENG-00571,2025-06-01,160.0,97.74,0.6109
ENG-00571,2025-07-01,160.0,93.38,0.5836
ENG-00571,2025-08-01,160.0,91.01,0.5688
ENG-00571,2025-09-01,160.0,103.14,0.6446
ENG-00571,2025-10-01,160.0,156.61,0.9788
ENG-00572,2026-01-01,160.0,89.16,0.5573
ENG-00572,2026-02-01,160.0,88.52,0.5532
ENG-00572,2026-03-01,160.0,78.16,0.4885
ENG-00572,2026-04-01,160.0,77.3,0.4831
ENG-00572,2026-05-01,160.0,87.17,0.5448
ENG-00572,2026-06-01,160.0,121.41,0.7588
ENG-00572,2026-07-01,160.0,101.11,0.632
ENG-00572,2026-08-01,160.0,108.71,0.6794
ENG-00573,2024-04-01,160.0,69.08,0.4318
ENG-00573,2024-05-01,160.0,99.62,0.6226
ENG-00573,2024-06-01,160.0,112.54,0.7033
ENG-00573,2024-07-01,160.0,85.83,0.5364
ENG-00573,2024-08-01,160.0,125.05,0.7816
ENG-00573,2024-09-01,160.0,99.87,0.6242
ENG-00573,2024-10-01,160.0,74.8,0.4675
ENG-00573,2024-11-01,160.0,97.13,0.607
ENG-00574,2025-01-01,160.0,121.52,0.7595
ENG-00574,2025-02-01,160.0,97.46,0.6091
ENG-00574,2025-03-01,160.0,105.64,0.6602
ENG-00574,2025-04-01,160.0,78.07,0.4879
ENG-00574,2025-05-01,160.0,80.98,0.5061
ENG-00575,2026-08-01,160.0,98.07,0.613
ENG-00576,2024-11-01,160.0,93.39,0.5837
ENG-00576,2024-12-01,160.0,112.21,0.7013
ENG-00576,2025-01-01,160.0,97.48,0.6093
ENG-00576,2025-02-01,160.0,121.5,0.7594
ENG-00576,2025-03-01,160.0,121.76,0.761
ENG-00576,2025-04-01,160.0,147.04,0.919
ENG-00576,2025-05-01,160.0,119.08,0.7442
ENG-00576,2025-06-01,160.0,121.84,0.7615
ENG-00576,2025-07-01,160.0,110.82,0.6926
ENG-00577,2024-12-01,160.0,114.8,0.7175
ENG-00577,2025-01-01,160.0,120.49,0.753
ENG-00577,2025-02-01,160.0,107.04,0.669
ENG-00577,2025-03-01,160.0,136.27,0.8517
ENG-00577,2025-04-01,160.0,109.85,0.6866
ENG-00577,2025-05-01,160.0,98.14,0.6134
ENG-00577,2025-06-01,160.0,76.71,0.4794
ENG-00577,2025-07-01,160.0,109.87,0.6867
ENG-00577,2025-08-01,160.0,113.72,0.7108
ENG-00578,2026-01-01,160.0,116.49,0.728
ENG-00578,2026-02-01,160.0,112.99,0.7062
ENG-00578,2026-03-01,160.0,115.35,0.721
ENG-00578,2026-04-01,160.0,116.08,0.7255
ENG-00578,2026-05-01,160.0,111.25,0.6953
ENG-00578,2026-06-01,160.0,120.47,0.7529
ENG-00578,2026-07-01,160.0,120.82,0.7552
ENG-00578,2026-08-01,160.0,104.45,0.6528
ENG-00579,2024-12-01,160.0,121.59,0.7599
ENG-00579,2025-01-01,160.0,104.72,0.6545
ENG-00579,2025-02-01,160.0,125.22,0.7826
ENG-00579,2025-03-01,160.0,141.01,0.8813
ENG-00579,2025-04-01,160.0,112.3,0.7019
ENG-00579,2025-05-01,160.0,130.46,0.8154
ENG-00579,2025-06-01,160.0,72.7,0.4544
ENG-00579,2025-07-01,160.0,118.4,0.74
ENG-00580,2024-10-01,160.0,116.28,0.7268
ENG-00580,2024-11-01,160.0,96.92,0.6058
ENG-00580,2024-12-01,160.0,128.29,0.8018
ENG-00580,2025-01-01,160.0,100.31,0.6269
ENG-00580,2025-02-01,160.0,95.81,0.5988
ENG-00580,2025-03-01,160.0,107.83,0.6739
ENG-00580,2025-04-01,160.0,110.6,0.6913
ENG-00580,2025-05-01,160.0,92.78,0.5799
ENG-00580,2025-06-01,160.0,94.72,0.592
ENG-00580,2025-07-01,160.0,115.29,0.7206
ENG-00581,2025-10-01,160.0,102.14,0.6383
ENG-00581,2025-11-01,160.0,83.35,0.5209
ENG-00581,2025-12-01,160.0,81.42,0.5089
ENG-00581,2026-01-01,160.0,99.33,0.6208
ENG-00581,2026-02-01,160.0,113.88,0.7117
ENG-00581,2026-03-01,160.0,129.54,0.8097
ENG-00581,2026-04-01,160.0,98.59,0.6162
ENG-00581,2026-05-01,160.0,111.67,0.6979
ENG-00581,2026-06-01,160.0,125.13,0.782
ENG-00581,2026-07-01,160.0,94.18,0.5886
ENG-00581,2026-08-01,160.0,82.67,0.5167
ENG-00582,2024-03-01,160.0,124.22,0.7764
ENG-00582,2024-04-01,160.0,92.51,0.5782
ENG-00582,2024-05-01,160.0,108.16,0.676
ENG-00582,2024-06-01,160.0,116.31,0.7269
ENG-00582,2024-07-01,160.0,99.8,0.6238
ENG-00582,2024-08-01,160.0,125.03,0.7814
ENG-00582,2024-09-01,160.0,131.1,0.8194
ENG-00582,2024-10-01,160.0,100.24,0.6265
ENG-00582,2024-11-01,160.0,112.97,0.7061
ENG-00582,2024-12-01,160.0,94.74,0.5921
ENG-00583,2025-11-01,160.0,90.58,0.5661
ENG-00583,2025-12-01,160.0,125.79,0.7862
ENG-00583,2026-01-01,160.0,71.52,0.447
ENG-00583,2026-02-01,160.0,88.84,0.5552
ENG-00583,2026-03-01,160.0,100.1,0.6256
ENG-00583,2026-04-01,160.0,80.51,0.5032
ENG-00583,2026-05-01,160.0,106.84,0.6678
ENG-00583,2026-06-01,160.0,119.96,0.7497
ENG-00583,2026-07-01,160.0,124.45,0.7778
ENG-00583,2026-08-01,160.0,71.33,0.4458
ENG-00584,2024-11-01,160.0,110.65,0.6916
ENG-00584,2024-12-01,160.0,107.94,0.6746
ENG-00584,2025-01-01,160.0,93.69,0.5856
ENG-00584,2025-02-01,160.0,121.41,0.7588
ENG-00584,2025-03-01,160.0,91.83,0.5739
ENG-00584,2025-04-01,160.0,117.78,0.7362
ENG-00584,2025-05-01,160.0,93.39,0.5837
ENG-00584,2025-06-01,160.0,100.31,0.6269
ENG-00584,2025-07-01,160.0,76.1,0.4756
ENG-00584,2025-08-01,160.0,117.96,0.7373
ENG-00584,2025-09-01,160.0,119.49,0.7468
ENG-00585,2024-10-01,160.0,88.29,0.5518
ENG-00585,2024-11-01,160.0,114.1,0.7131
ENG-00585,2024-12-01,160.0,118.83,0.7427
ENG-00585,2025-01-01,160.0,120.76,0.7548
ENG-00585,2025-02-01,160.0,124.69,0.7793
ENG-00585,2025-03-01,160.0,111.7,0.6981
ENG-00585,2025-04-01,160.0,128.71,0.8044
ENG-00585,2025-05-01,160.0,103.56,0.6472
ENG-00585,2025-06-01,160.0,99.44,0.6215
ENG-00585,2025-07-01,160.0,100.26,0.6266
ENG-00585,2025-08-01,160.0,134.07,0.838
ENG-00585,2025-09-01,160.0,84.37,0.5273
ENG-00586,2024-10-01,160.0,121.2,0.7575
ENG-00586,2024-11-01,160.0,120.61,0.7538
ENG-00586,2024-12-01,160.0,100.11,0.6257
