engagement_id,client_id,talent_id,role,start_date,expected_end_date,monthly_contract_value,status,termination_date,outcome
ENG-00505,C-0032,T-0303,Data Engineer,2025-02-01,2025-08-01,1943015.09,Terminated,2025-05-01,Early Termination
ENG-00506,C-0054,T-0013,Data Engineer,2026-03-01,2026-09-01,1837514.59,Terminated,2026-07-01,Early Termination
ENG-00507,C-0054,T-0113,Data Scientist,2024-04-01,2024-12-01,833630.71,Active,,Renewed
ENG-00508,C-0001,T-0102,Data Scientist,2025-03-01,2026-01-01,998537.93,Active,,Completed
ENG-00509,C-0043,T-0146,Data Analyst,2025-06-01,2026-01-01,1090068.22,Active,,Renewed
ENG-00510,C-0018,T-0379,Data Analyst,2025-02-01,2025-10-01,2563402.05,Terminated,2025-07-01,Early Termination
ENG-00511,C-0012,T-0300,Data Analyst,2026-04-01,2026-12-01,2262115.85,Active,,Completed
ENG-00512,C-0034,T-0496,Analytics Engineer,2024-12-01,2025-12-01,1798513.26,Active,,Renewed
ENG-00513,C-0003,T-0176,Analytics Engineer,2025-08-01,2026-06-01,1809106.65,Terminated,2026-02-01,Early Termination
ENG-00514,C-0021,T-0465,Data Analyst,2025-08-01,2026-08-01,2082319.86,Active,,Completed
ENG-00515,C-0034,T-0023,Data Scientist,2025-10-01,2026-04-01,1186579.59,Terminated,2026-01-01,Early Termination
ENG-00516,C-0017,T-0253,AI Engineer,2025-04-01,2025-12-01,1762428.21,Active,,Renewed
ENG-00517,C-0036,T-0400,BI Developer,2024-08-01,2025-04-01,2266959.68,Active,,Completed
ENG-00518,C-0028,T-0266,ML Engineer,2024-01-01,2024-12-01,1911843.17,Active,,Renewed
ENG-00519,C-0048,T-0467,Data Analyst,2024-10-01,2025-10-01,1075398.59,Active,,Renewed
ENG-00520,C-0011,T-0158,Data Engineer,2025-03-01,2026-03-01,1812319.28,Active,,Renewed
ENG-00521,C-0004,T-0017,Analytics Engineer,2024-02-01,2024-10-01,835272.02,Active,,Completed
ENG-00522,C-0032,T-0387,Data Scientist,2025-06-01,2026-05-01,1581704.48,Active,,Renewed
ENG-00523,C-0016,T-0035,Data Scientist,2024-01-01,2024-09-01,1456833.01,Active,,Renewed
ENG-00524,C-0043,T-0383,Data Engineer,2025-09-01,2026-09-01,1086166.37,Active,,Completed
ENG-00525,C-0006,T-0367,Data Scientist,2025-02-01,2025-09-01,1038322.55,Active,,Renewed
ENG-00526,C-0035,T-0423,Data Analyst,2026-03-01,2026-10-01,3538596.68,Active,,Renewed
ENG-00527,C-0060,T-0240,Data Analyst,2025-05-01,2025-12-01,1626223.13,Terminated,2025-08-01,Early Termination
ENG-00528,C-0006,T-0448,Analytics Engineer,2025-05-01,2026-01-01,940895.92,Active,,Renewed
ENG-00529,C-0019,T-0085,BI Developer,2025-10-01,2026-09-01,3298319.26,Active,,Renewed
ENG-00530,C-0051,T-0218,Analytics Engineer,2024-12-01,2025-12-01,1402295.73,Active,,Renewed
ENG-00531,C-0033,T-0061,Data Scientist,2026-04-01,2026-10-01,2030814.6,Active,,Renewed
ENG-00532,C-0011,T-0384,Data Scientist,2024-01-01,2024-07-01,1632753.29,Terminated,2024-05-01,Early Termination
ENG-00533,C-0013,T-0358,AI Engineer,2024-03-01,2025-02-01,1018606.33,Active,,Renewed
ENG-00534,C-0046,T-0404,ML Engineer,2026-07-01,2027-05-01,2776899.48,Active,,Renewed
ENG-00535,C-0052,T-0383,Data Engineer,2024-05-01,2024-12-01,2628347.03,Active,,Completed
ENG-00536,C-0022,T-0155,AI Engineer,2025-01-01,2025-12-01,1605450.27,Active,,Renewed
ENG-00537,C-0029,T-0035,Data Scientist,2026-04-01,2026-10-01,2419915.86,Active,,Renewed
ENG-00538,C-0047,T-0465,Data Analyst,2025-09-01,2026-07-01,1074357.82,Active,,Renewed
ENG-00539,C-0011,T-0247,Data Scientist,2025-03-01,2026-02-01,1037333.0,Active,,Renewed
ENG-00540,C-0013,T-0048,Analytics Engineer,2025-11-01,2026-11-01,779239.18,Terminated,2026-04-01,Early Termination
ENG-00541,C-0047,T-0464,Data Engineer,2024-12-01,2025-07-01,2734726.97,Terminated,2025-03-01,Early Termination
ENG-00542,C-0012,T-0498,Data Scientist,2025-11-01,2026-06-01,810119.06,Active,,Completed
ENG-00543,C-0047,T-0223,AI Engineer,2025-05-01,2026-04-01,2588707.86,Active,,Completed
ENG-00544,C-0030,T-0386,Data Engineer,2025-04-01,2026-01-01,1746851.99,Terminated,2025-09-01,Early Termination
ENG-00545,C-0060,T-0019,Data Engineer,2024-06-01,2025-03-01,3148965.39,Active,,Renewed
ENG-00546,C-0002,T-0047,Data Engineer,2026-07-01,2027-07-01,1637413.63,Terminated,2027-03-01,Early Termination
ENG-00547,C-0057,T-0139,Data Scientist,2026-02-01,2026-09-01,1641651.32,Active,,Completed
ENG-00548,C-0014,T-0329,Analytics Engineer,2025-12-01,2026-12-01,774993.44,Active,,Completed
ENG-00549,C-0003,T-0067,Data Scientist,2025-01-01,2025-09-01,1797593.06,Active,,Completed
ENG-00550,C-0044,T-0018,Data Analyst,2024-10-01,2025-06-01,1504019.35,Active,,Completed
ENG-00551,C-0032,T-0335,Data Analyst,2025-07-01,2026-02-01,936437.18,Terminated,2025-10-01,Early Termination
ENG-00552,C-0051,T-0386,Data Engineer,2024-06-01,2025-06-01,1463324.71,Terminated,2025-03-01,Early Termination
ENG-00553,C-0007,T-0370,BI Developer,2024-02-01,2025-02-01,1631483.19,Active,,Renewed
ENG-00554,C-0005,T-0400,BI Developer,2024-08-01,2025-05-01,2263056.41,Active,,Renewed
ENG-00555,C-0035,T-0402,BI Developer,2026-08-01,2027-07-01,3569465.29,Active,,Completed
ENG-00556,C-0053,T-0302,Data Analyst,2026-06-01,2027-02-01,1341932.11,Active,,Renewed
ENG-00557,C-0025,T-0260,Data Scientist,2025-09-01,2026-08-01,3520077.39,Terminated,2026-02-01,Early Termination
ENG-00558,C-0048,T-0429,BI Developer,2025-01-01,2025-08-01,2905087.26,Active,,Completed
ENG-00559,C-0055,T-0175,Data Analyst,2025-05-01,2026-01-01,2367260.38,Active,,Completed
ENG-00560,C-0053,T-0049,ML Engineer,2026-05-01,2026-11-01,1414665.46,Terminated,2026-09-01,Early Termination
ENG-00561,C-0031,T-0376,Analytics Engineer,2025-11-01,2026-05-01,1021911.15,Active,,Renewed
ENG-00562,C-0042,T-0138,AI Engineer,2024-02-01,2024-10-01,2362632.55,Active,,Renewed
ENG-00563,C-0032,T-0490,Analytics Engineer,2024-07-01,2025-06-01,1014168.37,Active,,Completed
ENG-00564,C-0041,T-0208,BI Developer,2026-06-01,2026-12-01,1319364.57,Active,,Renewed
ENG-00565,C-0035,T-0426,Analytics Engineer,2025-11-01,2026-06-01,2879854.66,Active,,Completed
ENG-00566,C-0032,T-0022,Data Engineer,2026-02-01,2026-08-01,1390826.03,Active,,Renewed
ENG-00567,C-0027,T-0330,ML Engineer,2024-02-01,2024-11-01,2238847.73,Active,,Renewed
ENG-00568,C-0040,T-0225,Data Analyst,2026-07-01,2027-06-01,1475692.95,Active,,Completed
ENG-00569,C-0046,T-0232,AI Engineer,2025-09-01,2026-08-01,2310076.68,Active,,Completed
ENG-00570,C-0056,T-0133,Data Scientist,2025-07-01,2026-04-01,1333036.0,Active,,Renewed
ENG-00571,C-0037,T-0486,Data Analyst,2025-03-01,2025-10-01,1075550.33,Active,,Completed
ENG-00572,C-0007,T-0197,ML Engineer,2026-01-01,2026-12-01,1423268.39,Active,,Renewed
ENG-00573,C-0036,T-0426,Analytics Engineer,2024-04-01,2024-11-01,909266.28,Active,,Renewed
ENG-00574,C-0019,T-0213,ML Engineer,2025-01-01,2025-10-01,1557102.75,Terminated,2025-05-01,Early Termination
ENG-00575,C-0002,T-0025,BI Developer,2026-08-01,2027-04-01,3295704.57,Active,,Completed
ENG-00576,C-0005,T-0440,BI Developer,2024-11-01,2025-07-01,2394318.95,Active,,Completed
ENG-00577,C-0036,T-0093,Data Scientist,2024-12-01,2025-12-01,1033667.85,Terminated,2025-08-01,Early Termination
ENG-00578,C-0057,T-0136,Data Analyst,2026-01-01,2026-10-01,3549312.25,Active,,Completed
ENG-00579,C-0031,T-0431,BI Developer,2024-12-01,2025-07-01,2357387.19,Active,,Renewed
ENG-00580,C-0027,T-0447,Data Scientist,2024-10-01,2025-10-01,847904.56,Terminated,2025-07-01,Early Termination
ENG-00581,C-0006,T-0459,Data Analyst,2025-10-01,2026-09-01,3048637.77,Active,,Renewed
ENG-00582,C-0041,T-0213,ML Engineer,2024-03-01,2024-12-01,1016287.58,Active,,Renewed
ENG-00583,C-0004,T-0379,Data Analyst,2025-11-01,2026-10-01,2936708.18,Active,,Renewed
ENG-00584,C-0051,T-0164,BI Developer,2024-11-01,2025-09-01,2389306.89,Active,,Renewed
ENG-00585,C-0049,T-0371,AI Engineer,2024-10-01,2025-09-01,3280313.81,Active,,Renewed
ENG-00586,C-0060,T-0252,BI Developer,2024-10-01,2025-08-01,2718074.4,Active,,Completed
ENG-00587,C-0018,T-0026,Analytics Engineer,2024-11-01,2025-10-01,2692202.5,Active,,Renewed
ENG-00588,C-0010,T-0209,ML Engineer,2025-11-01,2026-07-01,3098351.53,Active,,Renewed
ENG-00589,C-0018,T-0234,ML Engineer,2024-04-01,2025-02-01,2362415.62,Active,,Renewed
ENG-00590,C-0048,T-0129,Data Analyst,2025-07-01,2026-05-01,1746898.54,Active,,Renewed
ENG-00591,C-0014,T-0188,AI Engineer,2024-01-01,2024-12-01,1254752.95,Active,,Renewed
ENG-00592,C-0054,T-0252,BI Developer,2025-06-01,2026-06-01,2258012.64,Active,,Completed
ENG-00593,C-0010,T-0025,BI Developer,2026-07-01,2027-06-01,2578680.72,Active,,Completed
ENG-00594,C-0003,T-0076,Analytics Engineer,2024-05-01,2024-12-01,1027292.82,Active,,Completed
ENG-00595,C-0014,T-0384,Data Scientist,2024-04-01,2025-02-01,1755593.29,Terminated,2024-10-01,Early Termination
ENG-00596,C-0046,T-0176,Analytics Engineer,2025-07-01,2026-03-01,3146132.61,Active,,Renewed
ENG-00597,C-0037,T-0305,AI Engineer,2024-01-01,2024-08-01,1213289.61,Active,,Renewed
ENG-00598,C-0022,T-0283,Data Engineer,2024-11-01,2025-05-01,2197323.74,Terminated,2025-03-01,Early Termination
ENG-00599,C-0040,T-0276,Data Analyst,2024-06-01,2025-04-01,1515481.21,Active,,Completed
ENG-00600,C-0039,T-0207,Data Scientist,2024-02-01,2025-02-01,3540692.71,Terminated,2024-07-01,Early Termination
ENG-00601,C-0034,T-0242,AI Engineer,2026-03-01,2026-09-01,2862284.05,Active,,Renewed
ENG-00602,C-0031,T-0412,Analytics Engineer,2025-02-01,2025-12-01,905821.76,Active,,Renewed
ENG-00603,C-0007,T-0483,AI Engineer,2025-12-01,2026-09-01,1309772.94,Terminated,2026-05-01,Early Termination
ENG-00604,C-0016,T-0129,Data Analyst,2025-03-01,2026-01-01,1268569.91,Active,,Completed
ENG-00605,C-0032,T-0335,Data Analyst,2025-11-01,2026-05-01,1570695.55,Terminated,2026-02-01,Early Termination
ENG-00606,C-0009,T-0485,AI Engineer,2024-07-01,2025-05-01,2277196.37,Active,,Renewed
ENG-00607,C-0029,T-0004,Analytics Engineer,2026-04-01,2027-03-01,1399537.51,Terminated,2026-07-01,Early Termination
ENG-00608,C-0008,T-0393,ML Engineer,2025-05-01,2026-05-01,1129088.74,Active,,Completed
ENG-00609,C-0048,T-0249,AI Engineer,2024-07-01,2025-06-01,1358572.52,Terminated,2024-11-01,Early Termination
ENG-00610,C-0007,T-0484,Data Analyst,2024-05-01,2025-04-01,1307108.98,Terminated,2025-02-01,Early Termination
ENG-00611,C-0006,T-0290,BI Developer,2025-08-01,2026-05-01,879366.3,Terminated,2025-12-01,Early Termination
ENG-00612,C-0039,T-0420,Data Scientist,2024-03-01,2024-11-01,1453725.48,Active,,Renewed
ENG-00613,C-0014,T-0084,BI Developer,2024-07-01,2025-03-01,1699568.41,Active,,Completed
ENG-00614,C-0022,T-0072,Analytics Engineer,2024-02-01,2024-09-01,3262444.11,Active,,Completed
ENG-00615,C-0019,T-0464,Data Engineer,2026-07-01,2027-05-01,813481.2,Active,,Renewed
ENG-00616,C-0013,T-0264,BI Developer,2024-04-01,2024-11-01,2177896.74,Active,,Completed
ENG-00617,C-0046,T-0280,Analytics Engineer,2024-04-01,2025-01-01,2599571.62,Active,,Renewed
ENG-00618,C-0042,T-0085,BI Developer,2024-08-01,2025-04-01,1739677.79,Active,,Renewed
ENG-00619,C-0015,T-0114,ML Engineer,2026-05-01,2027-02-01,858078.05,Terminated,2026-09-01,Early Termination
ENG-00620,C-0042,T-0410,AI Engineer,2024-07-01,2025-04-01,2117804.7,Active,,Renewed
ENG-00621,C-0043,T-0152,Data Engineer,2025-07-01,2026-02-01,1515897.37,Active,,Completed
ENG-00622,C-0033,T-0293,Data Engineer,2026-08-01,2027-07-01,2921257.45,Active,,Renewed
ENG-00623,C-0035,T-0159,Data Engineer,2026-03-01,2026-11-01,2797660.35,Active,,Renewed
ENG-00624,C-0057,T-0132,Analytics Engineer,2024-07-01,2025-01-01,2738680.22,Active,,Renewed
ENG-00625,C-0028,T-0084,BI Developer,2024-06-01,2024-12-01,1672009.7,Active,,Completed
ENG-00626,C-0024,T-0465,Data Analyst,2024-09-01,2025-09-01,2250404.48,Terminated,2025-01-01,Early Termination
ENG-00627,C-0033,T-0471,Analytics Engineer,2026-07-01,2027-04-01,1055696.63,Terminated,2027-02-01,Early Termination
ENG-00628,C-0051,T-0058,ML Engineer,2024-10-01,2025-05-01,1925242.98,Active,,Completed
ENG-00629,C-0043,T-0177,BI Developer,2025-10-01,2026-05-01,3527954.16,Active,,Completed
ENG-00630,C-0005,T-0282,Data Engineer,2024-04-01,2025-03-01,2424523.32,Active,,Completed
ENG-00631,C-0028,T-0192,AI Engineer,2024-11-01,2025-08-01,2153587.28,Active,,Completed
ENG-00632,C-0045,T-0361,Analytics Engineer,2026-02-01,2026-12-01,3416870.62,Active,,Completed
ENG-00633,C-0014,T-0131,Data Scientist,2025-05-01,2026-05-01,2684333.9,Active,,Completed
ENG-00634,C-0060,T-0030,Analytics Engineer,2026-04-01,2026-12-01,2515695.49,Active,,Renewed
ENG-00635,C-0049,T-0169,BI Developer,2025-11-01,2026-07-01,848286.05,Active,,Renewed
ENG-00636,C-0051,T-0299,ML Engineer,2025-07-01,2026-05-01,1757845.97,Active,,Renewed
ENG-00637,C-0005,T-0091,ML Engineer,2026-01-01,2026-08-01,3527926.12,Active,,Renewed
ENG-00638,C-0035,T-0408,ML Engineer,2024-12-01,2025-07-01,2236906.13,Active,,Renewed
ENG-00639,C-0032,T-0007,AI Engineer,2025-12-01,2026-08-01,1110891.64,Active,,Renewed
ENG-00640,C-0038,T-0034,BI Developer,2026-01-01,2026-10-01,1075955.05,Active,,Renewed
ENG-00641,C-0052,T-0255,Data Scientist,2025-07-01,2026-04-01,1275717.81,Active,,Renewed
ENG-00642,C-0022,T-0257,Data Analyst,2024-09-01,2025-07-01,2281194.04,Active,,Renewed
ENG-00643,C-0033,T-0148,AI Engineer,2025-05-01,2026-04-01,2685489.94,Active,,Completed
ENG-00644,C-0041,T-0130,AI Engineer,2026-07-01,2027-07-01,902939.69,Active,,Completed
ENG-00645,C-0046,T-0035,Data Scientist,2025-01-01,2025-07-01,1052326.49,Active,,Completed
ENG-00646,C-0047,T-0332,Data Scientist,2025-02-01,2025-10-01,2912973.42,Terminated,2025-06-01,Early Termination
ENG-00647,C-0021,T-0190,AI Engineer,2025-06-01,2026-04-01,3469612.25,Active,,Completed
ENG-00648,C-0060,T-0060,Data Analyst,2026-08-01,2027-04-01,1120258.32,Active,,Completed
ENG-00649,C-0001,T-0200,Data Scientist,2025-06-01,2026-05-01,2141048.41,Active,,Renewed
ENG-00650,C-0030,T-0469,ML Engineer,2026-06-01,2027-06-01,2825123.87,Active,,Renewed
ENG-00651,C-0037,T-0131,Data Scientist,2024-11-01,2025-08-01,811480.27,Active,,Renewed
ENG-00652,C-0004,T-0448,Analytics Engineer,2025-01-01,2026-01-01,2298091.93,Active,,Renewed
ENG-00653,C-0028,T-0130,AI Engineer,2024-06-01,2025-06-01,3162850.18,Active,,Completed
ENG-00654,C-0036,T-0093,Data Scientist,2024-06-01,2025-06-01,918881.49,Terminated,2025-03-01,Early Termination
ENG-00655,C-0037,T-0131,Data Scientist,2025-01-01,2025-11-01,1780180.54,Active,,Renewed
ENG-00656,C-0008,T-0162,AI Engineer,2024-08-01,2025-05-01,2439542.63,Active,,Completed
ENG-00657,C-0017,T-0061,Data Scientist,2025-04-01,2026-02-01,2048792.27,Active,,Renewed
ENG-00658,C-0015,T-0294,Data Engineer,2026-02-01,2026-09-01,1638628.24,Terminated,2026-05-01,Early Termination
ENG-00659,C-0039,T-0167,ML Engineer,2024-10-01,2025-07-01,1304622.46,Active,,Completed
ENG-00660,C-0020,T-0360,Analytics Engineer,2025-01-01,2025-08-01,2700071.34,Terminated,2025-05-01,Early Termination
ENG-00661,C-0035,T-0246,Data Engineer,2025-05-01,2026-04-01,1378830.96,Active,,Renewed
ENG-00662,C-0044,T-0222,Data Analyst,2024-03-01,2025-03-01,943660.83,Active,,Renewed
ENG-00663,C-0048,T-0236,AI Engineer,2025-02-01,2025-08-01,1830985.21,Terminated,2025-06-01,Early Termination
ENG-00664,C-0012,T-0079,BI Developer,2026-06-01,2027-06-01,769938.62,Terminated,2027-02-01,Early Termination
ENG-00665,C-0055,T-0357,Analytics Engineer,2024-04-01,2025-04-01,1539694.55,Active,,Renewed
ENG-00666,C-0010,T-0053,BI Developer,2024-06-01,2025-04-01,1661339.92,Active,,Renewed
ENG-00667,C-0002,T-0361,Analytics Engineer,2025-04-01,2025-12-01,3514625.86,Active,,Renewed
ENG-00668,C-0003,T-0500,BI Developer,2025-12-01,2026-09-01,1751406.2,Active,,Renewed
ENG-00669,C-0013,T-0382,ML Engineer,2025-05-01,2025-11-01,1126365.34,Terminated,2025-08-01,Early Termination
ENG-00670,C-0053,T-0228,Analytics Engineer,2025-01-01,2025-10-01,1947835.47,Active,,Completed
ENG-00671,C-0013,T-0158,Data Engineer,2024-06-01,2025-05-01,1633736.67,Active,,Renewed
ENG-00672,C-0042,T-0437,Analytics Engineer,2025-03-01,2025-09-01,2132112.02,Active,,Completed
ENG-00673,C-0026,T-0129,Data Analyst,2026-03-01,2027-01-01,2871595.95,Terminated,2026-10-01,Early Termination
ENG-00674,C-0003,T-0242,AI Engineer,2025-09-01,2026-06-01,881671.06,Active,,Renewed
ENG-00675,C-0027,T-0386,Data Engineer,2024-10-01,2025-07-01,1557503.94,Active,,Completed
ENG-00676,C-0002,T-0462,Analytics Engineer,2026-06-01,2027-01-01,2175092.37,Active,,Renewed
ENG-00677,C-0029,T-0461,ML Engineer,2024-04-01,2024-12-01,2607394.72,Active,,Completed
ENG-00678,C-0034,T-0044,ML Engineer,2026-01-01,2027-01-01,1593133.69,Active,,Renewed
ENG-00679,C-0032,T-0450,AI Engineer,2024-04-01,2025-01-01,2755295.7,Active,,Completed
ENG-00680,C-0017,T-0058,ML Engineer,2024-03-01,2025-03-01,948727.98,Active,,Completed
ENG-00681,C-0046,T-0293,Data Engineer,2026-02-01,2027-01-01,1508146.25,Terminated,2026-11-01,Early Termination
ENG-00682,C-0036,T-0465,Data Analyst,2024-09-01,2025-08-01,1714268.18,Active,,Renewed
ENG-00683,C-0016,T-0328,Data Engineer,2025-03-01,2025-11-01,1209465.35,Terminated,2025-09-01,Early Termination
ENG-00684,C-0027,T-0474,AI Engineer,2024-05-01,2024-12-01,965348.14,Terminated,2024-08-01,Early Termination
ENG-00685,C-0007,T-0173,Data Engineer,2025-06-01,2026-04-01,2204508.64,Active,,Renewed
ENG-00686,C-0056,T-0158,Data Engineer,2025-09-01,2026-06-01,1270777.93,Active,,Completed
ENG-00687,C-0046,T-0164,BI Developer,2024-04-01,2025-02-01,957335.88,Active,,Renewed
ENG-00688,C-0018,T-0178,Data Analyst,2025-12-01,2026-07-01,2388356.64,Active,,Renewed
ENG-00689,C-0041,T-0342,AI Engineer,2025-08-01,2026-02-01,2676789.01,Terminated,2025-12-01,Early Termination
ENG-00690,C-0041,T-0227,Data Engineer,2024-06-01,2025-03-01,1100838.31,Active,,Renewed
ENG-00691,C-0037,T-0369,BI Developer,2024-08-01,2025-05-01,3315540.79,Active,,Renewed
ENG-00692,C-0004,T-0209,ML Engineer,2025-04-01,2026-03-01,2198594.1,Active,,Renewed
ENG-00693,C-0053,T-0154,Analytics Engineer,2024-05-01,2024-12-01,999645.49,Active,,Renewed
ENG-00694,C-0058,T-0096,AI Engineer,2026-01-01,2026-07-01,1429719.58,Active,,Renewed
ENG-00695,C-0059,T-0276,Data Analyst,2025-05-01,2026-04-01,1391603.78,Active,,Completed
ENG-00696,C-0059,T-0450,AI Engineer,2025-11-01,2026-06-01,2120057.82,Active,,Renewed
ENG-00697,C-0056,T-0430,Data Analyst,2025-12-01,2026-06-01,2655073.23,Terminated,2026-04-01,Early Termination
ENG-00698,C-0045,T-0127,ML Engineer,2024-04-01,2024-11-01,2161244.26,Terminated,2024-09-01,Early Termination
ENG-00699,C-0004,T-0239,Analytics Engineer,2025-02-01,2026-01-01,913295.3,Active,,Renewed
ENG-00700,C-0028,T-0353,Data Engineer,2025-03-01,2025-10-01,2588635.37,Terminated,2025-06-01,Early Termination
ENG-00701,C-0015,T-0307,ML Engineer,2024-04-01,2025-04-01,1122332.8,Active,,Completed
ENG-00702,C-0014,T-0034,BI Developer,2026-05-01,2027-02-01,1010540.25,Active,,Completed
ENG-00703,C-0050,T-0296,Data Engineer,2024-08-01,2025-03-01,2075918.53,Active,,Renewed
ENG-00704,C-0049,T-0020,Analytics Engineer,2024-11-01,2025-07-01,781441.24,Active,,Renewed
ENG-00705,C-0032,T-0059,Data Engineer,2026-06-01,2027-06-01,2220258.14,Active,,Renewed
ENG-00706,C-0045,T-0327,Data Engineer,2024-06-01,2025-02-01,1045479.98,Terminated,2024-12-01,Early Termination
ENG-00707,C-0008,T-0052,Data Engineer,2025-08-01,2026-04-01,1424487.67,Terminated,2026-02-01,Early Termination
ENG-00708,C-0014,T-0170,Data Analyst,2025-04-01,2026-01-01,3344784.08,Active,,Renewed
ENG-00709,C-0052,T-0295,Analytics Engineer,2025-05-01,2026-04-01,1411879.63,Active,,Completed
ENG-00710,C-0028,T-0328,Data Engineer,2026-03-01,2026-12-01,967234.9,Active,,Completed
ENG-00711,C-0033,T-0223,AI Engineer,2025-03-01,2025-10-01,1994883.49,Active,,Renewed
ENG-00712,C-0028,T-0048,Analytics Engineer,2024-10-01,2025-05-01,1793243.73,Active,,Renewed
ENG-00713,C-0013,T-0400,BI Developer,2025-12-01,2026-06-01,875074.3,Active,,Renewed
ENG-00714,C-0050,T-0475,BI Developer,2025-05-01,2026-05-01,835368.46,Active,,Renewed
ENG-00715,C-0046,T-0445,Data Engineer,2024-08-01,2025-06-01,1264651.03,Active,,Renewed
ENG-00716,C-0042,T-0375,Analytics Engineer,2026-05-01,2027-03-01,2254794.98,Terminated,2026-10-01,Early Termination
ENG-00717,C-0022,T-0202,Data Scientist,2025-02-01,2025-08-01,2703767.84,Active,,Renewed
ENG-00718,C-0039,T-0439,ML Engineer,2026-08-01,2027-05-01,1014443.83,Active,,Renewed
ENG-00719,C-0058,T-0245,ML Engineer,2024-12-01,2025-06-01,1519636.77,Active,,Renewed
ENG-00720,C-0039,T-0069,Data Scientist,2024-04-01,2025-04-01,3547722.67,Active,,Completed
ENG-00721,C-0030,T-0426,Analytics Engineer,2025-01-01,2026-01-01,1208758.74,Active,,Renewed
ENG-00722,C-0017,T-0161,BI Developer,2024-01-01,2024-12-01,2965828.53,Active,,Renewed
ENG-00723,C-0032,T-0470,ML Engineer,2026-03-01,2026-12-01,2695167.7,Active,,Renewed
ENG-00724,C-0023,T-0185,Data Scientist,2026-07-01,2027-04-01,1696039.25,Active,,Completed
ENG-00725,C-0037,T-0435,Analytics Engineer,2025-08-01,2026-02-01,2090100.89,Active,,Completed
ENG-00726,C-0003,T-0269,Data Engineer,2025-11-01,2026-07-01,1173688.18,Active,,Renewed
ENG-00727,C-0012,T-0234,ML Engineer,2024-03-01,2024-12-01,3142203.33,Active,,Renewed
ENG-00728,C-0048,T-0149,BI Developer,2024-05-01,2025-03-01,1341874.37,Active,,Completed
ENG-00729,C-0023,T-0418,Analytics Engineer,2025-12-01,2026-07-01,2390598.6,Active,,Renewed
ENG-00730,C-0026,T-0031,Data Scientist,2025-08-01,2026-08-01,866657.92,Active,,Completed
ENG-00731,C-0033,T-0235,Analytics Engineer,2026-03-01,2027-02-01,1629443.97,Active,,Completed
ENG-00732,C-0027,T-0185,Data Scientist,2024-02-01,2024-10-01,855018.95,Terminated,2024-05-01,Early Termination
ENG-00733,C-0046,T-0272,AI Engineer,2026-08-01,2027-03-01,1082245.91,Active,,Completed
ENG-00734,C-0015,T-0128,Data Scientist,2025-11-01,2026-07-01,1519623.3,Active,,Completed
ENG-00735,C-0046,T-0333,Data Engineer,2025-07-01,2026-04-01,775722.18,Active,,Renewed
ENG-00736,C-0013,T-0193,AI Engineer,2024-10-01,2025-09-01,2120337.64,Terminated,2025-07-01,Early Termination
ENG-00737,C-0023,T-0095,ML Engineer,2025-12-01,2026-06-01,1275902.37,Active,,Renewed
ENG-00738,C-0036,T-0099,Data Engineer,2026-01-01,2026-12-01,2557561.83,Active,,Renewed
ENG-00739,C-0054,T-0349,AI Engineer,2025-11-01,2026-06-01,2653830.88,Terminated,2026-02-01,Early Termination
ENG-00740,C-0014,T-0131,Data Scientist,2026-06-01,2027-04-01,1431567.4,Terminated,2026-10-01,Early Termination
ENG-00741,C-0036,T-0154,Analytics Engineer,2026-07-01,2027-05-01,3353716.7,Active,,Renewed
ENG-00742,C-0004,T-0314,Data Scientist,2026-08-01,2027-05-01,911940.36,Active,,Renewed
ENG-00743,C-0005,T-0165,ML Engineer,2025-10-01,2026-06-01,2560133.2,Active,,Completed
ENG-00744,C-0047,T-0195,ML Engineer,2026-02-01,2026-11-01,1756637.11,Active,,Renewed
ENG-00745,C-0044,T-0123,Data Engineer,2025-07-01,2026-05-01,1459272.63,Terminated,2025-12-01,Early Termination
ENG-00746,C-0023,T-0173,Data Engineer,2026-07-01,2027-07-01,1685538.91,Active,,Renewed
ENG-00747,C-0038,T-0347,Analytics Engineer,2025-02-01,2025-10-01,2677475.34,Active,,Completed
ENG-00748,C-0023,T-0267,ML Engineer,2026-08-01,2027-07-01,1715317.53,Active,,Renewed
ENG-00749,C-0017,T-0499,AI Engineer,2026-06-01,2027-04-01,2661669.15,Active,,Completed
ENG-00750,C-0026,T-0386,Data Engineer,2024-11-01,2025-05-01,1158878.53,Active,,Renewed
ENG-00751,C-0019,T-0009,AI Engineer,2024-02-01,2024-08-01,1121268.73,Active,,Renewed
ENG-00752,C-0049,T-0190,AI Engineer,2026-02-01,2026-12-01,1432560.15,Active,,Renewed
ENG-00753,C-0025,T-0145,Data Analyst,2025-04-01,2025-11-01,1258770.52,Active,,Completed
ENG-00754,C-0020,T-0294,Data Engineer,2024-01-01,2024-10-01,2608183.7,Active,,Renewed
ENG-00755,C-0033,T-0133,Data Scientist,2024-03-01,2025-02-01,1469380.42,Active,,Renewed
ENG-00756,C-0046,T-0484,Data Analyst,2026-08-01,2027-03-01,983591.6,Active,,Completed
ENG-00757,C-0017,T-0150,Data Engineer,2024-04-01,2024-12-01,2582984.78,Active,,Renewed
ENG-00758,C-0057,T-0261,Data Analyst,2025-08-01,2026-08-01,3482925.16,Active,,Renewed
ENG-00759,C-0028,T-0062,AI Engineer,2024-12-01,2025-06-01,2807290.15,Terminated,2025-03-01,Early Termination
