engagement_id,as_of_date,performance_health,client_feedback_health,milestone_health,utilisation_health,sentiment_health,behs,health_band,churn_next_90d
ENG-00713,2026-02-01,80.53,95.65,100.0,67.34,66.22,82.61,Healthy,0
ENG-00713,2026-03-01,86.91,87.83,100.0,82.51,68.29,85.33,Healthy,0
ENG-00713,2026-04-01,87.16,91.22,100.0,76.75,76.74,86.89,Healthy,0
ENG-00713,2026-05-01,83.34,86.81,97.31,73.48,57.24,80.13,Healthy,0
ENG-00713,2026-06-01,79.08,83.57,98.03,77.05,71.97,82.04,Healthy,0
ENG-00714,2025-05-01,70.1,73.41,40.96,64.35,51.62,60.37,Watch,0
ENG-00714,2025-06-01,72.1,70.97,70.87,73.53,59.73,69.37,Watch,0
ENG-00714,2025-07-01,70.97,70.66,64.66,74.19,42.87,64.51,Watch,0
ENG-00714,2025-08-01,62.56,71.53,89.3,65.29,51.22,67.85,Watch,0
ENG-00714,2025-09-01,73.75,72.76,76.21,76.95,51.95,70.16,Watch,0
ENG-00714,2025-10-01,67.73,66.69,66.99,60.56,46.43,62.04,Watch,0
ENG-00714,2025-11-01,72.71,69.55,77.95,75.16,44.44,67.84,Watch,0
ENG-00714,2025-12-01,70.45,72.18,80.83,68.78,49.65,68.46,Watch,0
ENG-00714,2026-01-01,68.74,67.84,93.12,65.79,40.93,67.43,Watch,0
ENG-00714,2026-02-01,74.94,68.63,85.17,72.12,53.19,70.95,Watch,0
ENG-00714,2026-03-01,70.58,72.33,54.42,64.13,47.58,62.13,Watch,0
ENG-00714,2026-04-01,72.78,72.97,94.44,66.72,51.45,71.98,Watch,0
ENG-00714,2026-05-01,68.53,66.99,55.46,72.11,45.05,61.45,Watch,0
ENG-00715,2024-08-01,87.4,96.37,99.03,78.32,66.37,85.95,Healthy,0
ENG-00715,2024-09-01,81.53,84.33,96.39,78.27,64.03,81.07,Healthy,0
ENG-00715,2024-10-01,78.67,86.18,99.56,81.56,66.23,82.3,Healthy,0
ENG-00715,2024-11-01,85.25,94.09,99.84,73.52,80.38,87.2,Healthy,0
ENG-00715,2024-12-01,85.9,78.83,78.76,83.19,69.71,79.41,Watch,0
ENG-00715,2025-01-01,87.08,81.07,95.27,81.59,63.37,81.95,Healthy,0
ENG-00715,2025-02-01,86.22,84.94,94.92,71.66,69.8,82.24,Healthy,0
ENG-00715,2025-03-01,76.41,93.02,82.12,75.4,69.74,79.39,Watch,0
ENG-00715,2025-04-01,88.59,94.59,96.26,71.64,59.97,83.06,Healthy,0
ENG-00715,2025-05-01,82.91,91.19,100.0,82.73,65.17,84.41,Healthy,0
ENG-00715,2025-06-01,83.21,89.3,91.13,66.32,70.0,80.84,Healthy,0
ENG-00716,2026-05-01,83.34,95.81,95.03,82.62,74.02,86.2,Healthy,0
ENG-00716,2026-06-01,84.56,87.8,94.32,75.03,79.35,84.69,Healthy,0
ENG-00716,2026-07-01,82.96,84.41,93.77,71.01,56.8,78.39,Watch,0
ENG-00716,2026-08-01,74.68,79.31,65.55,80.84,63.97,72.56,Watch,1
ENG-00716,2026-09-01,72.84,69.1,72.38,75.63,49.24,67.7,Watch,1
ENG-00716,2026-10-01,63.51,66.2,56.11,66.19,33.7,57.01,Critical,1
ENG-00717,2025-02-01,76.72,73.09,92.52,70.96,54.16,73.78,Watch,0
ENG-00717,2025-03-01,76.73,75.47,64.7,79.11,47.28,68.54,Watch,0
ENG-00717,2025-04-01,76.03,73.81,48.76,76.22,37.38,62.43,Watch,0
ENG-00717,2025-05-01,73.42,80.36,85.64,69.83,62.35,74.5,Watch,0
ENG-00717,2025-06-01,78.5,69.24,77.16,72.54,42.17,68.22,Watch,0
ENG-00717,2025-07-01,73.35,74.65,52.82,75.53,41.85,63.53,Watch,0
ENG-00717,2025-08-01,71.24,72.7,82.47,76.59,58.78,72.09,Watch,0
ENG-00718,2026-08-01,72.31,79.67,88.42,67.22,54.3,72.64,Watch,0
ENG-00719,2024-12-01,81.17,92.49,89.17,76.55,63.29,80.76,Healthy,0
ENG-00719,2025-01-01,87.5,83.06,85.12,73.56,61.67,78.88,Watch,0
ENG-00719,2025-02-01,87.76,92.74,83.19,75.14,60.74,80.54,Healthy,0
ENG-00719,2025-03-01,81.71,89.72,97.33,69.49,70.53,82.36,Healthy,0
ENG-00719,2025-04-01,76.98,83.86,98.56,77.71,64.89,80.36,Healthy,0
ENG-00719,2025-05-01,86.07,85.57,98.12,85.44,69.89,85.05,Healthy,0
ENG-00719,2025-06-01,78.51,88.49,94.99,79.41,67.65,81.76,Healthy,0
ENG-00720,2024-04-01,69.49,68.04,53.29,71.42,46.88,61.73,Watch,0
ENG-00720,2024-05-01,72.79,61.76,49.0,67.94,34.18,57.38,Critical,0
ENG-00720,2024-06-01,71.71,66.93,71.96,68.76,53.3,66.68,Watch,0
ENG-00720,2024-07-01,70.01,60.53,55.53,67.08,38.16,58.41,Critical,0
ENG-00720,2024-08-01,72.51,68.7,71.3,66.47,48.72,65.84,Watch,0
ENG-00720,2024-09-01,73.1,71.93,60.51,68.84,33.86,61.86,Watch,0
ENG-00720,2024-10-01,67.58,63.79,67.99,76.67,42.91,63.33,Watch,0
ENG-00720,2024-11-01,68.78,73.16,60.12,63.95,40.53,61.55,Watch,0
ENG-00720,2024-12-01,66.92,65.71,58.44,74.96,39.7,60.74,Watch,0
ENG-00720,2025-01-01,72.1,55.98,63.88,72.85,44.32,61.79,Watch,0
ENG-00720,2025-02-01,72.48,67.19,82.32,74.09,46.66,68.47,Watch,0
ENG-00720,2025-03-01,73.4,69.59,71.56,66.79,39.27,64.45,Watch,0
ENG-00720,2025-04-01,66.98,75.42,90.72,66.57,51.69,70.3,Watch,0
ENG-00721,2025-01-01,75.51,78.48,86.93,70.1,51.7,72.82,Watch,0
ENG-00721,2025-02-01,74.95,78.56,81.36,69.48,49.89,71.12,Watch,0
ENG-00721,2025-03-01,83.55,75.4,93.28,77.71,60.09,78.3,Watch,0
ENG-00721,2025-04-01,80.3,78.88,90.29,76.05,65.68,78.45,Watch,0
ENG-00721,2025-05-01,80.61,67.34,88.63,74.43,54.59,73.43,Watch,0
ENG-00721,2025-06-01,74.11,85.89,65.16,69.54,58.56,70.88,Watch,0
ENG-00721,2025-07-01,76.93,82.18,83.68,74.26,59.45,75.43,Watch,0
ENG-00721,2025-08-01,79.04,71.07,93.48,71.54,56.8,74.76,Watch,0
ENG-00721,2025-09-01,80.0,78.93,76.99,77.47,57.16,74.24,Watch,0
ENG-00721,2025-10-01,75.8,84.2,60.28,76.38,66.48,72.6,Watch,0
ENG-00721,2025-11-01,75.42,83.01,70.08,68.73,44.78,68.74,Watch,0
ENG-00721,2025-12-01,68.34,75.59,50.86,85.02,59.19,66.97,Watch,0
ENG-00721,2026-01-01,79.07,76.51,91.1,73.93,62.68,76.91,Watch,0
ENG-00722,2024-01-01,77.47,75.31,91.03,71.59,53.09,73.99,Watch,0
ENG-00722,2024-02-01,73.6,68.03,68.13,75.51,52.81,67.52,Watch,0
ENG-00722,2024-03-01,67.28,66.5,87.92,79.23,49.72,69.54,Watch,0
ENG-00722,2024-04-01,73.81,69.95,84.8,68.52,43.98,68.48,Watch,0
ENG-00722,2024-05-01,67.47,72.8,82.1,63.33,56.36,68.62,Watch,0
ENG-00722,2024-06-01,71.76,69.71,72.06,60.69,37.57,62.91,Watch,0
ENG-00722,2024-07-01,72.67,75.8,54.29,71.96,53.57,65.69,Watch,0
ENG-00722,2024-08-01,67.13,77.1,62.73,70.21,42.5,63.78,Watch,0
ENG-00722,2024-09-01,75.38,71.33,85.23,68.58,51.17,70.68,Watch,0
ENG-00722,2024-10-01,71.28,71.94,78.12,74.39,49.83,68.96,Watch,0
ENG-00722,2024-11-01,75.98,62.45,87.49,70.21,33.44,66.2,Watch,0
ENG-00722,2024-12-01,72.63,69.18,65.79,69.47,43.79,64.33,Watch,0
ENG-00723,2026-03-01,88.89,91.31,99.69,66.47,66.87,83.77,Healthy,0
ENG-00723,2026-04-01,80.42,88.25,90.6,73.97,66.7,80.31,Healthy,0
ENG-00723,2026-05-01,86.05,88.48,80.26,76.7,50.42,76.85,Watch,0
ENG-00723,2026-06-01,80.86,94.5,100.0,74.03,63.68,82.96,Healthy,0
ENG-00723,2026-07-01,73.95,76.24,95.5,74.18,63.02,76.56,Watch,0
ENG-00723,2026-08-01,80.33,81.61,84.74,72.18,67.9,77.76,Watch,0
ENG-00724,2026-07-01,79.42,81.58,99.97,72.53,71.37,81.32,Healthy,0
ENG-00724,2026-08-01,85.12,86.77,65.78,74.51,73.75,77.72,Watch,0
ENG-00725,2025-08-01,82.66,76.05,94.98,64.47,57.03,75.95,Watch,0
ENG-00725,2025-09-01,77.63,76.31,97.77,74.4,53.66,76.12,Watch,0
ENG-00725,2025-10-01,77.11,79.67,83.27,72.36,66.97,76.11,Watch,0
ENG-00725,2025-11-01,74.86,81.69,59.36,73.29,52.9,68.5,Watch,0
ENG-00725,2025-12-01,84.78,83.69,87.42,74.41,68.27,80.23,Healthy,0
ENG-00725,2026-01-01,80.26,74.06,91.09,71.05,66.95,77.14,Watch,0
ENG-00725,2026-02-01,82.51,88.73,97.02,72.36,54.65,79.56,Watch,0
ENG-00726,2025-11-01,70.59,77.16,89.64,75.31,52.4,72.79,Watch,0
ENG-00726,2025-12-01,78.05,77.17,66.36,71.77,47.95,68.57,Watch,0
ENG-00726,2026-01-01,75.93,71.13,62.07,79.19,45.51,66.6,Watch,0
ENG-00726,2026-02-01,74.38,73.06,40.41,62.46,41.57,58.97,Critical,0
ENG-00726,2026-03-01,71.36,65.88,65.02,72.27,58.44,66.55,Watch,0
ENG-00726,2026-04-01,70.21,74.15,87.79,69.97,48.4,70.11,Watch,0
ENG-00726,2026-05-01,71.96,73.61,43.1,69.22,43.23,60.36,Watch,0
ENG-00726,2026-06-01,74.49,73.07,85.11,69.8,54.14,71.56,Watch,0
ENG-00726,2026-07-01,68.24,69.97,74.49,70.25,47.27,65.95,Watch,0
ENG-00727,2024-03-01,75.91,70.82,85.15,69.38,50.07,70.59,Watch,0
ENG-00727,2024-04-01,74.93,71.81,69.17,76.41,45.89,67.57,Watch,0
ENG-00727,2024-05-01,69.3,78.91,62.65,54.66,57.21,65.28,Watch,0
ENG-00727,2024-06-01,70.12,73.85,93.91,71.84,55.72,73.0,Watch,0
ENG-00727,2024-07-01,76.31,69.36,79.79,81.03,63.55,73.77,Watch,0
ENG-00727,2024-08-01,74.65,76.59,83.99,77.65,45.61,71.55,Watch,0
ENG-00727,2024-09-01,71.07,72.96,81.06,77.07,50.48,70.23,Watch,0
ENG-00727,2024-10-01,71.48,75.37,51.37,75.1,49.64,64.41,Watch,0
ENG-00727,2024-11-01,74.83,76.53,62.08,76.09,53.55,68.55,Watch,0
ENG-00727,2024-12-01,72.39,73.53,92.4,58.61,49.78,70.03,Watch,0
ENG-00728,2024-05-01,76.61,76.76,95.71,70.0,55.22,75.19,Watch,0
ENG-00728,2024-06-01,79.46,80.36,78.13,80.34,55.79,74.77,Watch,0
ENG-00728,2024-07-01,76.51,82.45,90.57,74.33,69.02,78.68,Watch,0
ENG-00728,2024-08-01,74.11,84.8,83.31,66.95,51.5,72.49,Watch,0
ENG-00728,2024-09-01,85.06,83.63,78.26,74.92,61.25,77.13,Watch,0
ENG-00728,2024-10-01,79.27,81.83,92.84,71.63,62.03,77.9,Watch,0
ENG-00728,2024-11-01,78.76,76.37,91.51,70.66,73.79,78.62,Watch,0
ENG-00728,2024-12-01,80.1,83.17,91.97,76.96,56.02,77.8,Watch,0
ENG-00728,2025-01-01,76.27,88.01,83.42,73.92,59.55,76.35,Watch,0
ENG-00728,2025-02-01,76.13,85.66,85.13,73.35,63.21,76.84,Watch,0
ENG-00728,2025-03-01,80.64,84.26,94.92,74.92,60.94,79.42,Watch,0
ENG-00729,2025-12-01,81.93,85.53,86.6,74.51,67.95,79.67,Watch,0
ENG-00729,2026-01-01,83.24,90.86,100.0,77.78,63.17,83.28,Healthy,0
ENG-00729,2026-02-01,77.5,79.02,77.84,72.48,58.5,73.32,Watch,0
ENG-00729,2026-03-01,87.19,88.34,96.17,75.58,71.75,84.39,Healthy,0
ENG-00729,2026-04-01,83.93,86.54,99.35,74.92,67.4,82.88,Healthy,0
ENG-00729,2026-05-01,80.46,91.66,92.2,82.54,64.32,82.13,Healthy,0
ENG-00729,2026-06-01,82.23,87.91,98.11,73.55,63.67,81.53,Healthy,0
ENG-00729,2026-07-01,84.7,84.13,100.0,79.6,72.87,84.51,Healthy,0
ENG-00730,2025-08-01,77.05,80.83,99.22,75.08,59.17,78.37,Watch,0
ENG-00730,2025-09-01,77.97,85.42,96.67,75.69,67.97,80.86,Healthy,0
ENG-00730,2025-10-01,80.84,78.97,100.0,80.38,64.52,80.96,Healthy,0
ENG-00730,2025-11-01,79.63,80.21,89.73,78.85,69.54,79.63,Watch,0
ENG-00730,2025-12-01,84.66,82.97,94.66,89.32,71.01,84.29,Healthy,0
ENG-00730,2026-01-01,82.69,81.81,87.35,76.52,59.26,77.83,Watch,0
ENG-00730,2026-02-01,86.82,88.27,82.44,65.83,70.17,79.76,Watch,0
ENG-00730,2026-03-01,80.25,83.07,94.26,86.66,68.02,82.13,Healthy,0
ENG-00730,2026-04-01,80.89,85.83,100.0,77.03,64.12,81.77,Healthy,0
ENG-00730,2026-05-01,78.06,97.81,99.1,74.89,64.67,83.06,Healthy,0
ENG-00730,2026-06-01,83.72,96.01,84.5,82.82,62.8,82.02,Healthy,0
ENG-00730,2026-07-01,87.22,84.62,99.47,64.69,66.51,81.63,Healthy,0
ENG-00730,2026-08-01,84.48,87.83,100.0,77.34,83.63,87.01,Healthy,0
ENG-00731,2026-03-01,75.18,82.65,100.0,75.64,71.68,81.01,Healthy,0
ENG-00731,2026-04-01,81.33,87.27,73.95,72.28,57.22,74.86,Watch,0
ENG-00731,2026-05-01,85.04,92.29,96.58,74.5,66.32,83.47,Healthy,0
ENG-00731,2026-06-01,80.06,82.18,80.43,77.43,68.57,77.86,Watch,0
ENG-00731,2026-07-01,78.82,94.73,100.0,78.45,64.57,83.33,Healthy,0
ENG-00731,2026-08-01,83.19,83.38,100.0,85.28,65.42,83.35,Healthy,0
ENG-00732,2024-02-01,72.92,76.51,95.3,69.53,59.9,75.0,Watch,1
ENG-00732,2024-03-01,73.43,68.58,60.46,69.35,48.56,64.28,Watch,1
ENG-00732,2024-04-01,63.88,57.96,68.48,66.65,29.05,57.07,Critical,1
ENG-00732,2024-05-01,63.38,62.45,58.89,70.43,26.44,55.97,Critical,1
ENG-00733,2026-08-01,84.29,86.04,94.36,71.26,55.8,79.0,Watch,0
ENG-00734,2025-11-01,84.36,80.89,93.29,71.79,64.51,79.6,Watch,0
ENG-00734,2025-12-01,81.44,92.14,77.46,64.59,59.69,75.9,Watch,0
ENG-00734,2026-01-01,81.6,87.17,67.46,74.08,73.13,77.07,Watch,0
ENG-00734,2026-02-01,76.85,85.54,100.0,76.64,70.63,81.94,Healthy,0
ENG-00734,2026-03-01,80.69,89.66,100.0,72.84,64.91,82.01,Healthy,0
ENG-00734,2026-04-01,81.99,90.2,93.68,83.61,78.94,85.6,Healthy,0
ENG-00734,2026-05-01,85.79,84.12,94.78,71.61,72.22,82.41,Healthy,0
ENG-00734,2026-06-01,78.03,83.08,95.8,73.52,63.43,79.0,Watch,0
ENG-00734,2026-07-01,79.33,88.12,97.05,79.97,65.55,81.97,Healthy,0
ENG-00735,2025-07-01,81.6,86.54,100.0,80.47,74.54,84.69,Healthy,0
ENG-00735,2025-08-01,77.27,90.27,98.44,70.23,71.08,81.81,Healthy,0
ENG-00735,2025-09-01,89.59,97.45,99.84,70.7,72.59,86.98,Healthy,0
ENG-00735,2025-10-01,86.54,86.98,83.45,69.0,60.43,78.16,Watch,0
ENG-00735,2025-11-01,84.58,90.11,86.79,72.13,57.13,78.77,Watch,0
ENG-00735,2025-12-01,88.23,91.85,96.34,75.87,74.68,86.01,Healthy,0
ENG-00735,2026-01-01,86.3,90.73,87.63,72.52,67.36,81.6,Healthy,0
ENG-00735,2026-02-01,85.38,89.9,97.18,78.03,70.14,84.49,Healthy,0
ENG-00735,2026-03-01,85.54,86.76,100.0,72.53,60.86,81.79,Healthy,0
ENG-00735,2026-04-01,80.05,83.57,97.89,67.45,64.01,79.22,Watch,0
ENG-00736,2024-10-01,71.39,69.38,74.85,69.41,50.97,67.3,Watch,0
ENG-00736,2024-11-01,67.42,70.03,46.46,64.13,48.27,59.42,Critical,0
ENG-00736,2024-12-01,69.12,68.2,89.23,75.2,39.95,68.04,Watch,0
ENG-00736,2025-01-01,63.96,67.61,48.85,73.45,49.99,60.3,Watch,0
ENG-00736,2025-02-01,69.46,63.85,73.17,72.18,52.73,66.14,Watch,0
ENG-00736,2025-03-01,68.66,65.73,74.88,67.74,57.78,67.0,Watch,0
ENG-00736,2025-04-01,69.58,56.77,72.93,67.39,38.54,61.15,Watch,0
ENG-00736,2025-05-01,60.16,56.35,50.83,73.85,33.48,54.25,Critical,1
ENG-00736,2025-06-01,60.81,48.49,73.06,59.41,29.0,54.22,Critical,1
ENG-00736,2025-07-01,57.89,42.78,32.14,52.4,14.68,40.25,Critical,1
ENG-00737,2025-12-01,80.7,85.29,67.55,83.64,71.89,77.67,Watch,0
ENG-00737,2026-01-01,87.1,91.2,90.77,76.93,69.98,83.7,Healthy,0
ENG-00737,2026-02-01,82.68,89.24,97.91,75.62,68.15,83.07,Healthy,0
ENG-00737,2026-03-01,85.04,86.11,79.12,70.43,67.82,78.44,Watch,0
ENG-00737,2026-04-01,77.65,90.64,94.23,76.29,69.01,81.63,Healthy,0
ENG-00737,2026-05-01,83.08,91.41,64.53,69.32,60.45,74.44,Watch,0
ENG-00737,2026-06-01,79.19,85.91,82.88,72.98,61.82,76.87,Watch,0
ENG-00738,2026-01-01,77.6,73.36,81.73,74.01,44.88,70.5,Watch,0
ENG-00738,2026-02-01,76.63,74.55,81.34,71.01,47.93,70.57,Watch,0
ENG-00738,2026-03-01,69.4,70.33,65.99,70.65,48.42,64.9,Watch,0
ENG-00738,2026-04-01,70.54,75.86,89.8,76.21,49.26,72.05,Watch,0
ENG-00738,2026-05-01,76.04,73.29,36.01,77.72,46.89,61.9,Watch,0
ENG-00738,2026-06-01,72.01,76.38,58.64,69.42,60.14,67.45,Watch,0
ENG-00738,2026-07-01,66.13,68.26,57.13,75.16,44.25,61.73,Watch,0
ENG-00738,2026-08-01,71.51,65.64,57.73,68.62,39.43,60.73,Watch,0
ENG-00739,2025-11-01,77.15,81.86,61.21,72.38,57.0,70.16,Watch,0
ENG-00739,2025-12-01,73.19,67.85,69.14,68.63,50.05,66.0,Watch,1
ENG-00739,2026-01-01,65.59,59.4,53.04,80.16,36.83,58.28,Critical,1
ENG-00739,2026-02-01,63.31,53.58,44.46,68.69,39.46,53.63,Critical,1
ENG-00740,2026-06-01,79.92,73.87,93.46,72.86,63.1,77.0,Watch,0
ENG-00740,2026-07-01,73.28,77.13,98.14,67.43,63.91,76.27,Watch,0
ENG-00740,2026-08-01,61.45,70.46,79.33,71.1,37.61,63.51,Watch,1
ENG-00740,2026-09-01,63.69,57.37,63.5,60.18,20.95,53.31,Critical,1
ENG-00740,2026-10-01,59.11,50.64,48.65,63.52,31.25,50.41,Critical,1
ENG-00741,2026-07-01,73.01,70.23,71.3,76.94,52.13,68.53,Watch,0
ENG-00741,2026-08-01,78.09,71.47,76.54,59.43,55.01,69.04,Watch,0
ENG-00742,2026-08-01,71.07,68.29,81.15,77.93,48.28,69.0,Watch,0
ENG-00743,2025-10-01,84.38,82.52,82.39,71.24,73.93,79.55,Watch,0
ENG-00743,2025-11-01,83.81,85.98,98.74,81.11,54.91,81.04,Healthy,0
ENG-00743,2025-12-01,76.86,91.2,92.88,68.99,72.82,80.95,Healthy,0
ENG-00743,2026-01-01,82.18,82.25,59.13,69.24,65.71,72.35,Watch,0
ENG-00743,2026-02-01,82.45,90.25,96.88,72.21,72.86,83.44,Healthy,0
ENG-00743,2026-03-01,85.56,85.34,100.0,81.29,56.15,81.88,Healthy,0
ENG-00743,2026-04-01,79.74,90.03,97.97,72.93,60.45,80.57,Healthy,0
ENG-00743,2026-05-01,78.66,89.73,87.77,82.94,56.37,78.88,Watch,0
ENG-00743,2026-06-01,81.5,86.81,74.24,73.51,65.88,76.79,Watch,0
ENG-00744,2026-02-01,84.43,89.1,99.53,77.73,66.35,83.76,Healthy,0
ENG-00744,2026-03-01,84.7,78.08,100.0,78.09,62.32,80.97,Healthy,0
ENG-00744,2026-04-01,82.74,82.53,90.52,73.26,67.56,79.8,Watch,0
ENG-00744,2026-05-01,81.75,88.36,100.0,74.91,60.15,81.38,Healthy,0
ENG-00744,2026-06-01,82.01,90.24,99.24,72.97,72.05,83.75,Healthy,0
ENG-00744,2026-07-01,84.55,83.44,99.22,76.78,60.86,81.36,Healthy,0
ENG-00744,2026-08-01,79.52,88.67,98.48,74.63,69.97,82.5,Healthy,0
ENG-00745,2025-07-01,68.65,71.29,67.08,66.01,49.26,64.59,Watch,0
ENG-00745,2025-08-01,68.21,66.52,73.47,71.66,50.4,65.88,Watch,0
ENG-00745,2025-09-01,75.08,55.61,61.53,61.62,46.8,60.8,Watch,0
ENG-00745,2025-10-01,59.9,53.12,42.55,57.64,28.8,48.52,Critical,1
ENG-00745,2025-11-01,54.22,47.43,27.93,61.33,24.96,42.82,Critical,1
ENG-00745,2025-12-01,55.8,40.51,25.48,57.47,22.27,40.22,Critical,1
ENG-00746,2026-07-01,82.33,86.08,99.5,85.35,63.46,83.19,Healthy,0
ENG-00746,2026-08-01,79.02,88.35,59.69,70.95,50.3,70.07,Watch,0
ENG-00747,2025-02-01,74.34,66.2,55.27,63.37,48.54,62.09,Watch,0
ENG-00747,2025-03-01,72.85,73.5,52.78,84.71,63.71,68.92,Watch,0
ENG-00747,2025-04-01,73.36,85.38,91.41,73.0,48.95,74.44,Watch,0
ENG-00747,2025-05-01,77.7,72.87,38.85,69.43,59.65,64.12,Watch,0
ENG-00747,2025-06-01,76.26,72.08,77.74,75.84,42.68,68.94,Watch,0
ENG-00747,2025-07-01,68.34,76.02,68.09,82.19,54.96,69.23,Watch,0
ENG-00747,2025-08-01,75.67,78.94,95.37,80.1,45.77,74.95,Watch,0
ENG-00747,2025-09-01,76.57,73.61,40.45,84.03,56.53,65.86,Watch,0
ENG-00747,2025-10-01,74.63,77.04,65.51,73.05,52.76,68.68,Watch,0
ENG-00748,2026-08-01,78.11,91.89,100.0,81.49,69.61,84.05,Healthy,0
ENG-00749,2026-06-01,76.02,77.66,73.86,72.27,59.45,72.04,Watch,0
ENG-00749,2026-07-01,78.18,83.71,92.92,74.04,67.82,79.54,Watch,0
ENG-00749,2026-08-01,83.73,90.57,72.83,73.2,63.02,77.2,Watch,0
ENG-00750,2024-11-01,78.32,87.72,96.9,76.67,58.18,79.64,Watch,0
ENG-00750,2024-12-01,82.74,81.48,92.08,71.07,58.53,77.76,Watch,0
ENG-00750,2025-01-01,85.61,81.72,82.59,74.25,64.01,78.2,Watch,0
ENG-00750,2025-02-01,81.05,84.63,100.0,62.59,67.59,80.1,Healthy,0
ENG-00750,2025-03-01,79.96,84.34,89.23,70.51,64.07,78.1,Watch,0
ENG-00750,2025-04-01,75.54,86.2,76.87,80.49,69.35,77.44,Watch,0
ENG-00750,2025-05-01,81.43,82.97,94.92,78.86,67.99,81.36,Healthy,0
ENG-00751,2024-02-01,75.36,84.37,95.82,70.87,65.07,78.52,Watch,0
ENG-00751,2024-03-01,80.54,82.59,97.56,71.64,61.47,79.2,Watch,0
ENG-00751,2024-04-01,76.88,84.66,91.94,78.52,58.92,78.1,Watch,0
ENG-00751,2024-05-01,78.06,71.82,85.73,71.48,58.13,73.37,Watch,0
ENG-00751,2024-06-01,77.95,80.39,97.02,75.25,62.62,78.78,Watch,0
ENG-00751,2024-07-01,79.98,77.0,90.72,64.56,61.89,75.6,Watch,0
ENG-00751,2024-08-01,80.62,84.13,67.17,74.3,67.71,75.1,Watch,0
ENG-00752,2026-02-01,79.66,90.04,94.29,74.62,67.57,81.49,Healthy,0
ENG-00752,2026-03-01,90.39,84.37,98.23,80.69,70.73,85.37,Healthy,0
ENG-00752,2026-04-01,78.77,91.71,91.3,82.04,63.13,81.23,Healthy,0
ENG-00752,2026-05-01,86.81,87.33,100.0,66.63,62.15,81.59,Healthy,0
ENG-00752,2026-06-01,84.86,86.33,89.85,75.09,66.01,80.92,Healthy,0
ENG-00752,2026-07-01,84.38,85.34,55.1,79.06,63.54,73.75,Watch,0
ENG-00752,2026-08-01,85.06,87.55,100.0,78.99,65.14,83.65,Healthy,0
ENG-00753,2025-04-01,81.6,89.77,86.67,77.17,79.54,83.17,Healthy,0
ENG-00753,2025-05-01,87.63,100.0,96.52,71.03,75.53,86.97,Healthy,0
ENG-00753,2025-06-01,81.92,82.06,97.55,71.77,72.19,81.61,Healthy,0
ENG-00753,2025-07-01,82.47,88.24,100.0,84.83,75.72,86.13,Healthy,0
ENG-00753,2025-08-01,89.08,86.97,87.33,79.72,59.03,80.89,Healthy,0
ENG-00753,2025-09-01,83.29,88.59,100.0,73.75,72.33,84.07,Healthy,0
ENG-00753,2025-10-01,85.48,93.96,94.28,70.54,60.52,81.7,Healthy,0
ENG-00753,2025-11-01,88.16,90.09,91.59,71.39,76.29,84.34,Healthy,0
ENG-00754,2024-01-01,82.42,81.13,95.8,81.36,56.74,79.54,Watch,0
ENG-00754,2024-02-01,83.99,77.8,97.95,76.86,66.11,80.9,Healthy,0
ENG-00754,2024-03-01,77.18,90.32,96.33,68.77,64.07,79.75,Watch,0
ENG-00754,2024-04-01,80.24,80.96,97.17,79.19,64.55,80.48,Healthy,0
ENG-00754,2024-05-01,86.92,87.52,80.96,77.23,65.66,80.14,Healthy,0
ENG-00754,2024-06-01,80.02,85.78,97.42,79.44,67.98,82.16,Healthy,0
ENG-00754,2024-07-01,79.09,91.94,69.73,88.12,64.35,78.2,Watch,0
ENG-00754,2024-08-01,78.21,81.64,74.14,80.99,60.49,74.96,Watch,0
ENG-00754,2024-09-01,80.87,86.97,100.0,73.21,73.88,83.37,Healthy,0
ENG-00754,2024-10-01,86.85,88.95,94.63,77.32,54.01,80.83,Healthy,0
ENG-00755,2024-03-01,85.29,87.65,94.28,71.11,73.85,83.14,Healthy,0
ENG-00755,2024-04-01,86.66,92.82,98.11,64.23,61.52,81.79,Healthy,0
ENG-00755,2024-05-01,84.88,96.88,87.56,74.35,70.94,83.45,Healthy,0
ENG-00755,2024-06-01,83.89,92.06,100.0,73.65,77.7,85.97,Healthy,0
ENG-00755,2024-07-01,84.69,93.22,100.0,72.49,76.08,85.91,Healthy,0
ENG-00755,2024-08-01,84.04,89.99,79.85,73.31,69.81,79.94,Watch,0
ENG-00755,2024-09-01,83.43,96.47,100.0,85.2,76.27,88.19,Healthy,0
ENG-00755,2024-10-01,87.08,91.9,84.94,77.87,74.28,83.67,Healthy,0
ENG-00755,2024-11-01,88.28,88.41,98.41,78.83,66.01,84.46,Healthy,0
ENG-00755,2024-12-01,87.64,91.92,92.44,76.81,74.49,85.2,Healthy,0
ENG-00755,2025-01-01,89.36,90.83,78.1,73.98,71.12,81.45,Healthy,0
ENG-00755,2025-02-01,89.17,92.85,93.66,86.52,65.25,85.62,Healthy,0
ENG-00756,2026-08-01,75.89,79.94,88.89,61.42,51.22,72.19,Watch,0
ENG-00757,2024-04-01,78.02,88.9,99.43,72.37,61.72,80.37,Healthy,0
ENG-00757,2024-05-01,85.26,89.87,93.72,72.39,63.39,81.57,Healthy,0
ENG-00757,2024-06-01,87.41,91.33,100.0,75.85,73.54,86.2,Healthy,0
ENG-00757,2024-07-01,83.72,89.13,97.92,77.22,71.97,84.32,Healthy,0
