engagement_id,review_date,technical_score,delivery_score,communication_score,overall_score
ENG-00589,2024-07-01,86.32,69.93,70.22,78.46
ENG-00589,2024-08-01,82.64,79.15,82.68,86.8
ENG-00589,2024-09-01,86.27,79.22,88.24,86.93
ENG-00589,2024-10-01,81.5,83.78,84.2,91.0
ENG-00589,2024-11-01,85.75,81.95,100.0,91.39
ENG-00589,2024-12-01,93.79,86.1,87.14,86.76
ENG-00589,2025-01-01,81.18,86.73,85.45,85.58
ENG-00589,2025-02-01,79.32,85.34,85.47,89.03
ENG-00590,2025-07-01,73.71,85.72,81.82,78.49
ENG-00590,2025-08-01,70.08,76.19,77.28,79.38
ENG-00590,2025-09-01,79.43,83.69,85.36,81.61
ENG-00590,2025-10-01,75.61,90.72,72.79,82.79
ENG-00590,2025-11-01,83.55,75.76,73.8,83.0
ENG-00590,2025-12-01,80.54,89.83,78.1,85.55
ENG-00590,2026-01-01,78.69,64.74,78.49,72.43
ENG-00590,2026-02-01,80.49,78.77,77.18,82.82
ENG-00590,2026-03-01,80.96,81.75,82.98,79.82
ENG-00590,2026-04-01,76.54,70.26,82.62,81.77
ENG-00590,2026-05-01,73.86,63.41,83.79,73.08
ENG-00591,2024-01-01,89.32,82.07,79.34,83.94
ENG-00591,2024-02-01,72.45,79.61,73.8,77.48
ENG-00591,2024-03-01,70.14,73.02,70.84,83.76
ENG-00591,2024-04-01,78.87,69.06,80.88,76.89
ENG-00591,2024-05-01,71.83,65.63,73.2,75.8
ENG-00591,2024-06-01,85.07,85.51,96.43,77.02
ENG-00591,2024-07-01,71.86,74.72,69.89,72.72
ENG-00591,2024-08-01,82.52,74.65,80.3,72.8
ENG-00591,2024-09-01,79.63,81.76,84.92,82.75
ENG-00591,2024-10-01,74.46,79.46,78.34,80.55
ENG-00591,2024-11-01,86.81,84.59,84.74,84.83
ENG-00591,2024-12-01,78.81,80.7,74.7,81.9
ENG-00592,2025-06-01,85.19,78.29,71.49,80.01
ENG-00592,2025-07-01,75.51,78.07,76.19,82.44
ENG-00592,2025-08-01,78.99,82.71,82.84,77.66
ENG-00592,2025-09-01,71.42,68.25,64.8,70.35
ENG-00592,2025-10-01,81.2,67.84,72.86,73.72
ENG-00592,2025-11-01,71.86,79.18,67.41,79.72
ENG-00592,2025-12-01,72.98,77.74,81.94,84.42
ENG-00592,2026-01-01,77.8,89.36,77.4,81.32
ENG-00592,2026-02-01,72.67,70.72,83.1,71.38
ENG-00592,2026-03-01,76.25,79.3,77.98,82.3
ENG-00592,2026-04-01,79.17,67.54,79.65,73.74
ENG-00592,2026-05-01,80.64,70.79,71.26,79.44
ENG-00592,2026-06-01,77.28,67.81,74.13,79.38
ENG-00593,2026-07-01,77.43,82.09,83.52,84.75
ENG-00593,2026-08-01,72.06,73.77,76.58,82.82
ENG-00594,2024-05-01,52.93,58.09,68.86,58.23
ENG-00594,2024-06-01,63.41,62.5,53.16,62.42
ENG-00594,2024-07-01,72.91,57.94,63.63,62.72
ENG-00594,2024-08-01,67.21,61.72,62.2,64.37
ENG-00594,2024-09-01,64.37,57.18,60.04,65.7
ENG-00594,2024-10-01,64.53,66.56,68.85,64.15
ENG-00594,2024-11-01,64.68,61.66,56.23,62.08
ENG-00594,2024-12-01,66.42,67.51,60.09,66.57
ENG-00595,2024-04-01,76.01,77.01,79.96,76.88
ENG-00595,2024-05-01,71.95,82.18,70.76,73.08
ENG-00595,2024-06-01,67.68,57.46,68.36,72.03
ENG-00595,2024-07-01,72.4,78.11,67.42,78.16
ENG-00595,2024-08-01,73.67,73.57,65.91,67.53
ENG-00595,2024-09-01,60.77,62.95,62.59,69.03
ENG-00595,2024-10-01,62.46,56.92,63.0,56.48
ENG-00596,2025-07-01,72.47,67.5,74.27,81.27
ENG-00596,2025-08-01,83.24,68.57,73.23,82.47
ENG-00596,2025-09-01,78.08,78.26,77.41,80.3
ENG-00596,2025-10-01,70.19,72.34,84.65,75.98
ENG-00596,2025-11-01,68.3,71.92,78.18,84.16
ENG-00596,2025-12-01,74.16,76.77,77.94,84.85
ENG-00596,2026-01-01,75.8,82.22,88.42,80.44
ENG-00596,2026-02-01,76.2,81.0,76.97,80.53
ENG-00596,2026-03-01,81.76,84.46,76.77,84.92
ENG-00597,2024-01-01,80.44,68.14,78.0,80.89
ENG-00597,2024-02-01,70.08,77.16,76.31,84.71
ENG-00597,2024-03-01,76.61,74.32,79.55,83.44
ENG-00597,2024-04-01,69.93,68.96,77.25,76.36
ENG-00597,2024-05-01,82.15,83.88,82.19,83.73
ENG-00597,2024-06-01,77.69,77.91,80.93,81.21
ENG-00597,2024-07-01,79.25,83.82,85.01,84.58
ENG-00597,2024-08-01,85.18,80.82,79.01,84.46
ENG-00598,2024-11-01,70.84,76.48,79.01,80.66
ENG-00598,2024-12-01,81.84,78.58,78.93,83.08
ENG-00598,2025-01-01,71.01,60.53,74.31,68.3
ENG-00598,2025-02-01,57.89,62.85,55.66,62.17
ENG-00598,2025-03-01,60.15,60.27,56.78,57.11
ENG-00599,2024-06-01,61.49,59.1,73.8,70.69
ENG-00599,2024-07-01,66.77,70.04,73.81,77.1
ENG-00599,2024-08-01,69.61,63.4,74.24,73.62
ENG-00599,2024-09-01,69.13,55.37,65.78,69.49
ENG-00599,2024-10-01,70.51,70.03,74.74,70.74
ENG-00599,2024-11-01,74.39,62.87,70.87,70.97
ENG-00599,2024-12-01,75.06,52.62,72.7,65.13
ENG-00599,2025-01-01,73.37,66.13,64.43,66.75
ENG-00599,2025-02-01,79.88,75.9,86.03,75.2
ENG-00599,2025-03-01,70.13,65.84,72.71,68.65
ENG-00599,2025-04-01,69.75,70.32,72.44,73.91
ENG-00600,2024-02-01,66.05,60.62,61.63,70.99
ENG-00600,2024-03-01,69.47,73.01,75.28,73.93
ENG-00600,2024-04-01,67.05,72.12,66.31,72.32
ENG-00600,2024-05-01,66.97,67.9,64.25,61.14
ENG-00600,2024-06-01,53.26,53.33,52.17,54.61
ENG-00600,2024-07-01,52.56,42.11,55.44,49.82
ENG-00601,2026-03-01,83.14,77.25,94.52,82.82
ENG-00601,2026-04-01,77.65,65.75,73.06,76.7
ENG-00601,2026-05-01,73.33,64.73,72.64,72.81
ENG-00601,2026-06-01,68.74,61.11,71.21,69.88
ENG-00601,2026-07-01,74.74,71.77,75.25,74.92
ENG-00601,2026-08-01,74.23,67.57,73.57,65.87
ENG-00602,2025-02-01,74.51,73.24,81.51,86.64
ENG-00602,2025-03-01,82.5,63.63,85.66,79.05
ENG-00602,2025-04-01,65.34,70.77,71.26,82.57
ENG-00602,2025-05-01,68.24,71.44,81.59,77.74
ENG-00602,2025-06-01,71.59,74.04,79.54,81.54
ENG-00602,2025-07-01,74.32,69.2,67.35,80.55
ENG-00602,2025-08-01,83.82,73.52,82.29,86.91
ENG-00602,2025-09-01,82.73,84.2,74.07,84.17
ENG-00602,2025-10-01,82.66,86.12,84.94,75.99
ENG-00602,2025-11-01,79.53,83.21,98.06,85.87
ENG-00602,2025-12-01,80.49,78.22,83.4,82.69
ENG-00603,2025-12-01,82.02,88.94,81.8,89.66
ENG-00603,2026-01-01,77.49,71.99,81.48,89.19
ENG-00603,2026-02-01,73.93,85.95,80.43,79.73
ENG-00603,2026-03-01,72.71,84.62,85.48,82.51
ENG-00603,2026-04-01,74.0,68.71,78.25,71.82
ENG-00603,2026-05-01,66.47,72.7,60.24,65.7
ENG-00604,2025-03-01,85.33,65.08,78.75,65.98
ENG-00604,2025-04-01,69.21,67.42,76.9,74.06
ENG-00604,2025-05-01,73.79,82.8,77.52,82.12
ENG-00604,2025-06-01,78.85,75.1,77.71,78.32
ENG-00604,2025-07-01,79.79,79.38,76.46,78.71
ENG-00604,2025-08-01,71.33,78.01,71.22,78.73
ENG-00604,2025-09-01,73.49,80.63,75.2,77.24
ENG-00604,2025-10-01,77.79,75.08,78.52,81.38
ENG-00604,2025-11-01,69.08,74.95,74.87,81.22
ENG-00604,2025-12-01,83.38,87.31,89.27,82.08
ENG-00604,2026-01-01,72.78,63.38,81.74,72.86
ENG-00605,2025-11-01,77.92,67.48,76.63,66.82
ENG-00605,2025-12-01,63.08,68.8,69.58,70.82
ENG-00605,2026-01-01,54.52,50.42,56.49,57.28
ENG-00605,2026-02-01,59.83,47.35,49.55,56.64
ENG-00606,2024-07-01,80.08,73.78,81.92,87.25
ENG-00606,2024-08-01,80.12,81.86,67.54,86.37
ENG-00606,2024-09-01,72.69,72.03,81.75,82.69
ENG-00606,2024-10-01,70.31,62.96,78.33,77.68
ENG-00606,2024-11-01,83.11,81.22,79.56,75.55
ENG-00606,2024-12-01,76.35,85.27,80.91,79.75
ENG-00606,2025-01-01,79.11,68.39,80.27,81.55
ENG-00606,2025-02-01,81.21,75.56,88.46,81.48
ENG-00606,2025-03-01,71.76,74.99,73.97,80.92
ENG-00606,2025-04-01,79.35,80.01,78.97,78.53
ENG-00606,2025-05-01,73.8,79.4,76.05,84.13
ENG-00607,2026-04-01,87.52,82.08,92.01,84.86
ENG-00607,2026-05-01,71.34,85.72,73.82,80.65
ENG-00607,2026-06-01,77.51,65.91,74.95,70.63
ENG-00607,2026-07-01,70.81,63.94,64.07,65.11
ENG-00608,2025-05-01,80.39,79.45,94.92,83.38
ENG-00608,2025-06-01,82.7,77.1,80.1,81.66
ENG-00608,2025-07-01,82.63,89.11,98.29,86.72
ENG-00608,2025-08-01,74.62,84.99,74.72,86.65
ENG-00608,2025-09-01,71.84,73.03,71.31,75.47
ENG-00608,2025-10-01,89.59,79.85,85.78,85.8
ENG-00608,2025-11-01,79.1,77.45,83.95,77.91
ENG-00608,2025-12-01,88.51,91.4,95.26,87.9
ENG-00608,2026-01-01,88.17,90.98,86.57,82.32
ENG-00608,2026-02-01,80.33,78.48,82.6,83.32
ENG-00608,2026-03-01,82.98,85.07,85.95,85.95
ENG-00608,2026-04-01,82.35,84.89,79.62,86.62
ENG-00608,2026-05-01,69.48,73.07,82.32,77.54
ENG-00609,2024-07-01,83.86,86.69,85.97,88.97
ENG-00609,2024-08-01,82.02,79.51,73.75,80.61
ENG-00609,2024-09-01,70.81,66.74,69.66,80.44
ENG-00609,2024-10-01,69.63,66.46,79.31,66.37
ENG-00609,2024-11-01,69.24,54.55,65.87,61.68
ENG-00610,2024-05-01,89.13,80.76,86.2,90.87
ENG-00610,2024-06-01,90.7,82.51,96.41,83.86
ENG-00610,2024-07-01,84.92,91.84,89.88,91.38
ENG-00610,2024-08-01,73.21,84.17,86.82,87.48
ENG-00610,2024-09-01,90.66,89.6,96.41,93.43
ENG-00610,2024-10-01,77.9,80.5,93.68,92.59
ENG-00610,2024-11-01,83.5,84.38,87.24,88.21
ENG-00610,2024-12-01,71.3,71.8,76.14,82.49
ENG-00610,2025-01-01,72.4,69.03,68.03,79.1
ENG-00610,2025-02-01,77.38,69.15,73.9,72.99
ENG-00611,2025-08-01,58.94,62.55,64.66,58.93
ENG-00611,2025-09-01,71.89,59.1,59.83,69.87
ENG-00611,2025-10-01,67.98,63.14,62.91,69.17
ENG-00611,2025-11-01,62.34,52.18,69.66,55.8
ENG-00611,2025-12-01,61.45,52.26,53.38,56.97
ENG-00612,2024-03-01,93.2,79.07,84.68,78.68
ENG-00612,2024-04-01,76.04,73.19,85.85,86.1
ENG-00612,2024-05-01,89.24,78.92,80.66,84.25
ENG-00612,2024-06-01,79.33,82.09,84.47,85.34
ENG-00612,2024-07-01,75.24,72.17,81.05,79.23
ENG-00612,2024-08-01,78.96,76.73,83.44,85.14
ENG-00612,2024-09-01,77.16,76.65,95.29,83.82
ENG-00612,2024-10-01,72.7,62.31,70.9,79.66
ENG-00612,2024-11-01,71.62,69.95,63.5,81.94
ENG-00613,2024-07-01,74.7,72.85,68.21,81.38
ENG-00613,2024-08-01,72.38,73.38,77.93,73.11
ENG-00613,2024-09-01,73.36,72.22,78.92,77.22
ENG-00613,2024-10-01,73.67,76.52,80.98,77.1
ENG-00613,2024-11-01,78.27,65.21,73.12,81.12
ENG-00613,2024-12-01,69.37,68.81,73.57,75.12
ENG-00613,2025-01-01,73.36,90.47,82.17,77.28
ENG-00613,2025-02-01,76.14,73.57,83.8,78.65
ENG-00613,2025-03-01,72.6,73.02,75.24,77.86
ENG-00614,2024-02-01,84.58,80.12,87.85,82.52
ENG-00614,2024-03-01,78.38,72.43,87.85,82.27
ENG-00614,2024-04-01,82.84,83.55,92.27,91.2
ENG-00614,2024-05-01,94.02,84.9,87.14,91.13
ENG-00614,2024-06-01,80.38,94.92,81.2,92.66
ENG-00614,2024-07-01,73.05,74.69,76.39,82.95
ENG-00614,2024-08-01,76.39,71.15,92.91,88.83
ENG-00614,2024-09-01,78.65,84.76,88.15,93.27
ENG-00615,2026-07-01,65.19,58.46,67.49,57.9
ENG-00615,2026-08-01,48.6,40.15,58.42,50.98
ENG-00616,2024-04-01,80.46,87.91,84.09,86.32
ENG-00616,2024-05-01,80.25,80.71,73.51,87.16
ENG-00616,2024-06-01,83.82,83.89,88.87,83.5
ENG-00616,2024-07-01,81.42,84.33,84.57,86.5
ENG-00616,2024-08-01,91.18,76.21,85.75,87.59
ENG-00616,2024-09-01,75.95,77.8,87.77,84.19
ENG-00616,2024-10-01,83.98,77.44,91.45,84.77
ENG-00616,2024-11-01,71.64,70.16,71.32,84.7
ENG-00617,2024-04-01,79.8,84.75,84.83,89.55
ENG-00617,2024-05-01,84.75,76.2,85.46,87.85
ENG-00617,2024-06-01,87.29,73.14,94.34,86.71
ENG-00617,2024-07-01,78.66,82.87,87.01,88.59
ENG-00617,2024-08-01,80.34,81.76,90.54,89.08
ENG-00617,2024-09-01,93.52,90.53,90.64,87.92
ENG-00617,2024-10-01,85.13,86.01,99.82,89.6
ENG-00617,2024-11-01,83.65,87.8,86.04,85.59
ENG-00617,2024-12-01,85.02,93.29,91.32,91.26
ENG-00617,2025-01-01,89.13,79.06,86.4,90.41
ENG-00618,2024-08-01,83.48,75.83,73.66,82.09
ENG-00618,2024-09-01,84.06,87.23,93.34,85.77
ENG-00618,2024-10-01,77.2,83.72,81.6,81.15
ENG-00618,2024-11-01,86.76,68.16,91.82,87.19
ENG-00618,2024-12-01,83.21,77.75,90.64,80.29
ENG-00618,2025-01-01,71.65,70.44,76.84,83.09
ENG-00618,2025-02-01,73.32,72.88,84.99,78.25
ENG-00618,2025-03-01,72.97,76.3,80.18,78.69
ENG-00618,2025-04-01,82.39,81.41,81.18,84.14
ENG-00619,2026-05-01,77.02,75.63,79.55,77.53
ENG-00619,2026-06-01,66.92,76.29,76.21,67.27
ENG-00619,2026-07-01,68.2,58.57,70.29,56.11
ENG-00619,2026-08-01,51.81,54.99,62.9,62.34
ENG-00619,2026-09-01,57.59,36.31,46.1,45.18
ENG-00620,2024-07-01,68.19,68.65,68.04,66.13
ENG-00620,2024-08-01,71.4,57.08,66.1,57.71
ENG-00620,2024-09-01,71.32,63.39,73.95,63.58
ENG-00620,2024-10-01,70.88,60.66,67.01,61.88
ENG-00620,2024-11-01,74.38,57.14,69.15,63.85
ENG-00620,2024-12-01,75.37,72.6,66.71,70.35
ENG-00620,2025-01-01,72.73,56.02,75.29,62.3
ENG-00620,2025-02-01,61.65,65.37,73.85,73.15
ENG-00620,2025-03-01,65.13,60.05,60.6,64.61
ENG-00620,2025-04-01,70.77,64.38,69.47,67.71
ENG-00621,2025-07-01,79.78,76.94,77.08,66.08
ENG-00621,2025-08-01,75.64,66.62,66.33,74.01
ENG-00621,2025-09-01,67.99,56.63,65.89,62.73
ENG-00621,2025-10-01,76.41,65.34,74.05,61.87
ENG-00621,2025-11-01,62.5,53.76,57.45,57.29
ENG-00621,2025-12-01,65.99,85.29,57.43,72.32
ENG-00621,2026-01-01,65.76,52.79,69.34,60.35
ENG-00621,2026-02-01,67.4,70.32,68.93,62.21
ENG-00622,2026-08-01,83.41,93.4,96.28,86.79
ENG-00623,2026-03-01,79.95,85.03,91.22,82.15
ENG-00623,2026-04-01,77.48,65.06,78.89,74.75
ENG-00623,2026-05-01,74.69,76.32,81.57,80.58
ENG-00623,2026-06-01,76.39,71.63,71.89,69.91
ENG-00623,2026-07-01,65.74,62.55,61.41,70.38
ENG-00623,2026-08-01,62.19,65.57,67.21,70.18
ENG-00624,2024-07-01,82.71,82.05,81.1,85.41
ENG-00624,2024-08-01,78.16,71.77,72.97,77.74
ENG-00624,2024-09-01,72.02,73.62,70.34,75.82
ENG-00624,2024-10-01,74.82,74.15,75.6,76.53
ENG-00624,2024-11-01,58.75,75.26,75.86,75.03
ENG-00624,2024-12-01,73.36,68.1,70.85,75.61
ENG-00624,2025-01-01,77.83,75.73,73.33,79.86
ENG-00625,2024-06-01,81.38,72.53,85.69,80.93
ENG-00625,2024-07-01,83.69,86.51,93.27,83.04
ENG-00625,2024-08-01,79.46,85.76,80.82,84.78
ENG-00625,2024-09-01,86.85,78.26,78.51,87.93
ENG-00625,2024-10-01,80.68,81.9,81.43,88.54
ENG-00625,2024-11-01,86.42,79.63,83.73,84.62
ENG-00625,2024-12-01,73.15,75.26,82.23,86.39
ENG-00626,2024-09-01,86.11,77.16,80.55,82.34
ENG-00626,2024-10-01,83.02,87.07,87.58,82.05
ENG-00626,2024-11-01,84.45,75.14,81.03,69.92
ENG-00626,2024-12-01,73.95,64.18,66.11,71.47
ENG-00626,2025-01-01,75.59,76.64,72.11,66.36
ENG-00627,2026-07-01,85.86,75.45,91.57,89.79
ENG-00627,2026-08-01,73.42,69.57,80.01,84.32
ENG-00627,2026-09-01,76.74,78.99,94.13,87.14
ENG-00627,2026-10-01,81.07,77.1,77.89,87.57
ENG-00627,2026-11-01,74.47,80.1,83.85,82.04
ENG-00627,2026-12-01,62.59,78.38,73.84,78.2
ENG-00627,2027-01-01,68.01,68.55,82.09,70.91
ENG-00627,2027-02-01,66.18,62.91,72.15,62.81
ENG-00628,2024-10-01,74.49,74.43,78.48,77.31
ENG-00628,2024-11-01,71.84,70.19,68.99,77.43
ENG-00628,2024-12-01,79.93,64.77,68.12,70.04
ENG-00628,2025-01-01,75.39,67.76,64.58,74.98
ENG-00628,2025-02-01,69.77,69.91,70.09,73.48
ENG-00628,2025-03-01,72.44,61.9,67.88,71.04
ENG-00628,2025-04-01,77.96,81.11,72.04,81.79
ENG-00628,2025-05-01,72.74,62.08,74.89,71.6
ENG-00629,2025-10-01,67.32,72.28,78.02,75.05
ENG-00629,2025-11-01,79.31,72.49,81.15,78.47
ENG-00629,2025-12-01,67.94,67.17,81.46,80.08
ENG-00629,2026-01-01,74.68,73.72,78.35,79.86
ENG-00629,2026-02-01,77.82,69.07,70.93,76.02
ENG-00629,2026-03-01,79.85,70.71,76.45,70.19
ENG-00629,2026-04-01,67.24,63.27,71.34,69.41
ENG-00629,2026-05-01,86.29,75.2,71.58,73.32
ENG-00630,2024-04-01,82.43,77.62,80.75,84.03
ENG-00630,2024-05-01,91.57,79.64,86.52,80.89
ENG-00630,2024-06-01,85.2,76.12,91.27,88.87
ENG-00630,2024-07-01,76.27,69.72,78.72,78.75
ENG-00630,2024-08-01,78.97,78.03,82.61,87.46
ENG-00630,2024-09-01,82.65,86.84,88.74,86.8
ENG-00630,2024-10-01,83.77,78.23,87.31,76.37
ENG-00630,2024-11-01,81.65,77.21,88.01,84.59
ENG-00630,2024-12-01,66.11,81.39,76.76,82.39
ENG-00630,2025-01-01,84.39,78.48,92.0,82.64
ENG-00630,2025-02-01,78.62,74.25,81.12,86.22
ENG-00630,2025-03-01,76.82,84.99,86.42,85.97
ENG-00631,2024-11-01,79.4,73.22,81.67,82.2
ENG-00631,2024-12-01,72.25,71.97,82.27,80.27
ENG-00631,2025-01-01,78.56,77.82,79.1,79.25
ENG-00631,2025-02-01,73.69,67.02,77.54,75.81
ENG-00631,2025-03-01,71.81,71.97,79.53,75.74
ENG-00631,2025-04-01,79.67,84.93,80.94,89.29
ENG-00631,2025-05-01,73.11,72.73,74.64,74.55
ENG-00631,2025-06-01,80.1,67.62,84.1,69.91
ENG-00631,2025-07-01,77.29,83.66,82.65,80.13
ENG-00631,2025-08-01,76.69,71.66,72.97,74.67
ENG-00632,2026-02-01,81.01,73.34,63.74,79.91
ENG-00632,2026-03-01,72.95,55.66,73.84,70.22
ENG-00632,2026-04-01,77.22,69.49,73.16,79.52
ENG-00632,2026-05-01,77.51,81.19,77.7,77.66
ENG-00632,2026-06-01,76.01,67.14,70.53,75.38
ENG-00632,2026-07-01,62.66,67.77,63.88,70.09
ENG-00632,2026-08-01,65.69,66.68,65.33,66.4
ENG-00633,2025-05-01,77.17,81.54,76.96,82.92
ENG-00633,2025-06-01,79.89,75.31,85.84,85.54
ENG-00633,2025-07-01,74.66,65.95,76.78,81.28
ENG-00633,2025-08-01,78.81,73.85,84.41,78.73
ENG-00633,2025-09-01,83.86,80.36,93.15,85.71
ENG-00633,2025-10-01,76.05,69.71,79.19,74.14
ENG-00633,2025-11-01,81.8,82.76,81.55,78.41
ENG-00633,2025-12-01,78.57,72.32,72.05,82.82
ENG-00633,2026-01-01,71.9,80.48,73.74,82.63
ENG-00633,2026-02-01,69.84,81.74,71.67,84.8
ENG-00633,2026-03-01,79.58,73.41,78.23,86.02
ENG-00633,2026-04-01,83.1,68.9,79.63,81.15
ENG-00633,2026-05-01,77.57,79.3,83.49,78.95
ENG-00634,2026-04-01,85.26,84.7,88.59,85.96
ENG-00634,2026-05-01,88.09,78.33,85.16,90.68
ENG-00634,2026-06-01,85.44,80.3,83.62,86.51
ENG-00634,2026-07-01,77.07,67.06,82.51,86.42
ENG-00634,2026-08-01,79.07,77.01,85.07,86.69
ENG-00635,2025-11-01,81.48,87.45,89.88,84.79
ENG-00635,2025-12-01,68.24,73.47,79.33,83.19
ENG-00635,2026-01-01,78.54,76.64,78.88,79.06
ENG-00635,2026-02-01,80.38,71.29,85.72,80.95
ENG-00635,2026-03-01,80.78,78.03,68.49,83.87
ENG-00635,2026-04-01,79.08,72.9,77.74,79.24
ENG-00635,2026-05-01,75.23,81.58,73.27,83.99
ENG-00635,2026-06-01,80.5,63.98,89.57,78.8
ENG-00635,2026-07-01,68.89,63.79,82.39,75.84
ENG-00636,2025-07-01,73.24,80.07,90.56,86.07
ENG-00636,2025-08-01,79.73,82.02,83.46,92.37
ENG-00636,2025-09-01,84.23,87.16,88.3,87.06
ENG-00636,2025-10-01,81.82,62.07,87.42,80.24
ENG-00636,2025-11-01,92.19,80.61,84.91,86.68
ENG-00636,2025-12-01,73.0,91.28,86.24,88.49
ENG-00636,2026-01-01,99.03,95.34,98.74,94.29
ENG-00636,2026-02-01,88.76,78.01,90.59,88.73
ENG-00636,2026-03-01,84.07,86.26,83.76,88.16
ENG-00636,2026-04-01,85.67,86.91,84.99,92.68
ENG-00636,2026-05-01,89.63,100.0,92.88,95.71
ENG-00637,2026-01-01,83.62,73.29,79.18,77.04
ENG-00637,2026-02-01,75.12,71.99,76.53,79.0
ENG-00637,2026-03-01,84.5,75.66,75.68,81.72
ENG-00637,2026-04-01,82.16,81.3,71.05,86.43
ENG-00637,2026-05-01,75.46,67.41,68.22,79.32
ENG-00637,2026-06-01,76.33,75.62,76.46,79.36
ENG-00637,2026-07-01,94.93,84.85,90.67,79.64
ENG-00637,2026-08-01,76.72,76.55,72.65,76.34
ENG-00638,2024-12-01,80.79,72.47,74.98,83.03
ENG-00638,2025-01-01,84.26,79.96,82.74,79.15
ENG-00638,2025-02-01,77.34,71.71,76.91,83.14
ENG-00638,2025-03-01,85.41,78.25,82.22,80.74
ENG-00638,2025-04-01,77.57,66.38,75.14,84.52
ENG-00638,2025-05-01,73.82,83.27,78.94,81.31
ENG-00638,2025-06-01,72.96,80.14,78.67,75.36
ENG-00638,2025-07-01,80.69,68.78,79.46,83.38
ENG-00639,2025-12-01,73.9,62.3,85.13,72.28
ENG-00639,2026-01-01,71.42,66.46,73.44,75.6
ENG-00639,2026-02-01,77.41,78.23,75.52,79.7
ENG-00639,2026-03-01,71.48,76.12,77.85,74.95
ENG-00639,2026-04-01,69.59,73.66,69.5,72.4
ENG-00639,2026-05-01,77.29,75.45,82.23,71.13
ENG-00639,2026-06-01,80.93,67.54,74.91,80.37
ENG-00639,2026-07-01,73.23,73.63,86.87,80.66
ENG-00639,2026-08-01,69.1,69.8,68.98,72.62
ENG-00640,2026-01-01,76.79,79.13,78.79,77.05
ENG-00640,2026-02-01,71.69,60.75,72.12,71.33
ENG-00640,2026-03-01,70.23,66.47,83.61,75.73
ENG-00640,2026-04-01,70.91,68.74,59.73,79.73
ENG-00640,2026-05-01,78.71,78.99,77.7,80.03
ENG-00640,2026-06-01,70.47,68.56,70.61,68.07
ENG-00640,2026-07-01,75.18,61.14,78.56,79.2
ENG-00640,2026-08-01,81.69,76.78,81.89,74.24
ENG-00641,2025-07-01,75.11,59.3,68.59,71.37
ENG-00641,2025-08-01,67.11,70.93,71.53,66.28
ENG-00641,2025-09-01,77.84,66.77,62.46,64.17
ENG-00641,2025-10-01,76.46,69.03,73.51,70.26
ENG-00641,2025-11-01,48.55,62.23,50.55,59.69
ENG-00641,2025-12-01,66.82,56.81,57.34,63.19
ENG-00641,2026-01-01,64.14,64.05,65.02,63.32
ENG-00641,2026-02-01,64.63,57.98,66.48,65.43
ENG-00641,2026-03-01,63.74,67.01,66.81,70.87
ENG-00641,2026-04-01,68.25,70.35,52.36,65.17
ENG-00642,2024-09-01,78.38,80.87,82.97,82.87
ENG-00642,2024-10-01,69.33,67.46,74.61,73.77
ENG-00642,2024-11-01,71.19,72.25,84.41,76.73
ENG-00642,2024-12-01,77.26,79.78,66.86,82.93
ENG-00642,2025-01-01,73.97,83.5,70.52,77.93
ENG-00642,2025-02-01,73.67,73.75,79.72,74.98
ENG-00642,2025-03-01,84.28,82.64,78.6,81.84
ENG-00642,2025-04-01,66.75,71.98,75.25,74.47
ENG-00642,2025-05-01,71.08,77.6,79.53,85.33
ENG-00642,2025-06-01,70.8,74.89,76.02,74.05
ENG-00642,2025-07-01,78.83,75.95,77.13,82.79
ENG-00643,2025-05-01,70.15,82.62,84.63,84.43
ENG-00643,2025-06-01,88.21,78.2,83.16,82.1
ENG-00643,2025-07-01,71.4,65.44,64.06,76.16
ENG-00643,2025-08-01,75.75,78.38,84.55,84.47
ENG-00643,2025-09-01,87.78,87.58,81.51,86.34
ENG-00643,2025-10-01,82.16,90.83,82.48,83.76
ENG-00643,2025-11-01,82.94,79.74,86.36,85.77
ENG-00643,2025-12-01,85.3,88.19,91.47,85.37
ENG-00643,2026-01-01,81.06,77.5,73.98,78.63
ENG-00643,2026-02-01,71.55,74.8,68.53,84.08
ENG-00643,2026-03-01,71.57,73.37,80.75,83.83
ENG-00643,2026-04-01,76.97,74.35,91.02,79.78
ENG-00644,2026-07-01,75.26,59.08,70.76,74.11
ENG-00644,2026-08-01,71.64,62.55,72.5,74.05
ENG-00645,2025-01-01,70.25,49.7,64.02,64.81
ENG-00645,2025-02-01,61.47,66.91,77.08,69.24
ENG-00645,2025-03-01,72.98,69.21,69.16,64.28
ENG-00645,2025-04-01,66.06,63.67,57.4,72.37
ENG-00645,2025-05-01,66.76,66.3,73.13,70.1
ENG-00645,2025-06-01,74.54,67.56,71.44,65.5
ENG-00645,2025-07-01,60.58,69.06,66.62,69.36
ENG-00646,2025-02-01,82.97,91.7,93.28,91.02
ENG-00646,2025-03-01,82.05,68.99,70.96,78.14
ENG-00646,2025-04-01,73.29,73.59,73.29,75.85
ENG-00646,2025-05-01,76.21,77.43,71.32,76.89
ENG-00646,2025-06-01,61.76,71.27,62.72,69.04
ENG-00647,2025-06-01,89.46,80.39,93.07,87.95
ENG-00647,2025-07-01,77.64,84.03,78.08,88.99
ENG-00647,2025-08-01,87.44,83.32,84.76,90.96
ENG-00647,2025-09-01,94.75,93.82,90.61,94.65
