engagement_id,milestone_name,due_date,completion_date,status,delay_days
ENG-00558,Sprint 2,2025-02-21,2025-02-21,Completed,0
ENG-00558,Sprint 3,2025-03-21,2025-03-27,Delayed,6
ENG-00558,Sprint 4,2025-04-21,2025-04-25,Delayed,4
ENG-00558,Sprint 5,2025-05-21,2025-05-27,Delayed,6
ENG-00558,Sprint 6,2025-06-21,2025-06-27,Delayed,6
ENG-00558,Sprint 7,2025-07-21,2025-07-21,Completed,0
ENG-00558,Sprint 8,2025-08-21,2025-08-23,Completed,2
ENG-00559,Sprint 1,2025-05-21,2025-05-24,Completed,3
ENG-00559,Sprint 2,2025-06-21,2025-06-27,Delayed,6
ENG-00559,Sprint 3,2025-07-21,2025-07-25,Delayed,4
ENG-00559,Sprint 4,2025-08-21,2025-08-21,Completed,0
ENG-00559,Sprint 5,2025-09-21,2025-09-21,Completed,0
ENG-00559,Sprint 6,2025-10-21,2025-10-22,Completed,1
ENG-00559,Sprint 7,2025-11-21,2025-11-29,Delayed,8
ENG-00559,Sprint 8,2025-12-21,2025-12-21,Completed,0
ENG-00559,Sprint 9,2026-01-21,2026-01-26,Delayed,5
ENG-00560,Sprint 1,2026-05-21,2026-05-23,Completed,2
ENG-00560,Sprint 2,2026-06-21,2026-06-24,Completed,3
ENG-00560,Sprint 3,2026-07-21,2026-08-04,Delayed,14
ENG-00560,Sprint 4,2026-08-21,2026-09-03,Delayed,13
ENG-00560,Sprint 5,2026-09-21,2026-09-30,Delayed,9
ENG-00561,Sprint 1,2025-11-21,2025-11-21,Completed,0
ENG-00561,Sprint 2,2025-12-21,2025-12-21,Completed,0
ENG-00561,Sprint 3,2026-01-21,2026-01-25,Delayed,4
ENG-00561,Sprint 4,2026-02-21,2026-03-01,Delayed,8
ENG-00561,Sprint 5,2026-03-21,2026-03-22,Completed,1
ENG-00561,Sprint 6,2026-04-21,2026-04-22,Completed,1
ENG-00561,Sprint 7,2026-05-21,2026-05-23,Completed,2
ENG-00562,Sprint 1,2024-02-21,2024-02-24,Completed,3
ENG-00562,Sprint 2,2024-03-21,2024-03-27,Delayed,6
ENG-00562,Sprint 3,2024-04-21,2024-05-05,Delayed,14
ENG-00562,Sprint 4,2024-05-21,2024-05-21,Completed,0
ENG-00562,Sprint 5,2024-06-21,2024-06-25,Delayed,4
ENG-00562,Sprint 6,2024-07-21,2024-07-21,Completed,0
ENG-00562,Sprint 7,2024-08-21,2024-08-21,Completed,0
ENG-00562,Sprint 8,2024-09-21,2024-09-23,Completed,2
ENG-00562,Sprint 9,2024-10-21,2024-10-25,Delayed,4
ENG-00563,Sprint 1,2024-07-21,2024-07-25,Delayed,4
ENG-00563,Sprint 2,2024-08-21,2024-08-21,Completed,0
ENG-00563,Sprint 3,2024-09-21,2024-09-21,Completed,0
ENG-00563,Sprint 4,2024-10-21,2024-10-24,Completed,3
ENG-00563,Sprint 5,2024-11-21,2024-11-29,Delayed,8
ENG-00563,Sprint 6,2024-12-21,2024-12-23,Completed,2
ENG-00563,Sprint 7,2025-01-21,2025-01-22,Completed,1
ENG-00563,Sprint 8,2025-02-21,2025-02-24,Completed,3
ENG-00563,Sprint 9,2025-03-21,2025-03-21,Completed,0
ENG-00563,Sprint 10,2025-04-21,2025-04-25,Delayed,4
ENG-00563,Sprint 11,2025-05-21,2025-05-24,Completed,3
ENG-00563,Sprint 12,2025-06-21,2025-06-25,Delayed,4
ENG-00564,Sprint 1,2026-06-21,2026-06-21,Completed,0
ENG-00564,Sprint 2,2026-07-21,2026-07-21,Completed,0
ENG-00564,Sprint 3,2026-08-21,2026-08-22,Completed,1
ENG-00565,Sprint 1,2025-11-21,2025-11-21,Completed,0
ENG-00565,Sprint 2,2025-12-21,2025-12-21,Completed,0
ENG-00565,Sprint 3,2026-01-21,2026-01-21,Completed,0
ENG-00565,Sprint 4,2026-02-21,2026-02-25,Delayed,4
ENG-00565,Sprint 5,2026-03-21,2026-03-29,Delayed,8
ENG-00565,Sprint 6,2026-04-21,2026-04-21,Completed,0
ENG-00565,Sprint 7,2026-05-21,2026-05-24,Completed,3
ENG-00565,Sprint 8,2026-06-21,2026-06-24,Completed,3
ENG-00566,Sprint 1,2026-02-21,2026-02-21,Completed,0
ENG-00566,Sprint 2,2026-03-21,2026-03-23,Completed,2
ENG-00566,Sprint 3,2026-04-21,2026-04-21,Completed,0
ENG-00566,Sprint 4,2026-05-21,2026-05-23,Completed,2
ENG-00566,Sprint 5,2026-06-21,2026-06-24,Completed,3
ENG-00566,Sprint 6,2026-07-21,2026-07-22,Completed,1
ENG-00566,Sprint 7,2026-08-21,2026-08-26,Delayed,5
ENG-00567,Sprint 1,2024-02-21,2024-02-22,Completed,1
ENG-00567,Sprint 2,2024-03-21,2024-03-21,Completed,0
ENG-00567,Sprint 3,2024-04-21,2024-04-21,Completed,0
ENG-00567,Sprint 4,2024-05-21,2024-05-24,Completed,3
ENG-00567,Sprint 5,2024-06-21,2024-06-23,Completed,2
ENG-00567,Sprint 6,2024-07-21,2024-07-21,Completed,0
ENG-00567,Sprint 7,2024-08-21,2024-08-21,Completed,0
ENG-00567,Sprint 8,2024-09-21,2024-09-26,Delayed,5
ENG-00567,Sprint 9,2024-10-21,2024-10-21,Completed,0
ENG-00567,Sprint 10,2024-11-21,2024-11-22,Completed,1
ENG-00568,Sprint 1,2026-07-21,2026-07-24,Completed,3
ENG-00568,Sprint 2,2026-08-21,2026-08-23,Completed,2
ENG-00569,Sprint 1,2025-09-21,2025-09-21,Completed,0
ENG-00569,Sprint 2,2025-10-21,2025-10-21,Completed,0
ENG-00569,Sprint 3,2025-11-21,2025-11-21,Completed,0
ENG-00569,Sprint 4,2025-12-21,2025-12-26,Delayed,5
ENG-00569,Sprint 5,2026-01-21,2026-01-23,Completed,2
ENG-00569,Sprint 6,2026-02-21,2026-02-21,Completed,0
ENG-00569,Sprint 7,2026-03-21,2026-03-24,Completed,3
ENG-00569,Sprint 8,2026-04-21,2026-04-26,Delayed,5
ENG-00569,Sprint 9,2026-05-21,2026-05-21,Completed,0
ENG-00569,Sprint 10,2026-06-21,2026-06-21,Completed,0
ENG-00569,Sprint 11,2026-07-21,2026-07-25,Delayed,4
ENG-00569,Sprint 12,2026-08-21,2026-08-21,Completed,0
ENG-00570,Sprint 1,2025-07-21,2025-07-25,Delayed,4
ENG-00570,Sprint 2,2025-08-21,2025-08-21,Completed,0
ENG-00570,Sprint 3,2025-09-21,2025-09-23,Completed,2
ENG-00570,Sprint 4,2025-10-21,2025-10-23,Completed,2
ENG-00570,Sprint 5,2025-11-21,2025-11-21,Completed,0
ENG-00570,Sprint 6,2025-12-21,2025-12-27,Delayed,6
ENG-00570,Sprint 7,2026-01-21,2026-01-21,Completed,0
ENG-00570,Sprint 8,2026-02-21,2026-02-22,Completed,1
ENG-00570,Sprint 9,2026-03-21,2026-03-30,Delayed,9
ENG-00570,Sprint 10,2026-04-21,2026-04-21,Completed,0
ENG-00571,Sprint 1,2025-03-21,2025-03-27,Delayed,6
ENG-00571,Sprint 2,2025-04-21,2025-04-22,Completed,1
ENG-00571,Sprint 3,2025-05-21,2025-05-27,Delayed,6
ENG-00571,Sprint 4,2025-06-21,2025-06-21,Completed,0
ENG-00571,Sprint 5,2025-07-21,2025-07-22,Completed,1
ENG-00571,Sprint 6,2025-08-21,2025-08-25,Delayed,4
ENG-00571,Sprint 7,2025-09-21,2025-09-21,Completed,0
ENG-00571,Sprint 8,2025-10-21,2025-10-21,Completed,0
ENG-00572,Sprint 1,2026-01-21,2026-01-31,Delayed,10
ENG-00572,Sprint 2,2026-02-21,2026-03-06,Delayed,13
ENG-00572,Sprint 3,2026-03-21,2026-03-26,Delayed,5
ENG-00572,Sprint 4,2026-04-21,2026-04-28,Delayed,7
ENG-00572,Sprint 5,2026-05-21,2026-05-29,Delayed,8
ENG-00572,Sprint 6,2026-06-21,2026-06-25,Delayed,4
ENG-00572,Sprint 7,2026-07-21,2026-07-26,Delayed,5
ENG-00572,Sprint 8,2026-08-21,2026-08-25,Delayed,4
ENG-00573,Sprint 1,2024-04-21,2024-04-21,Completed,0
ENG-00573,Sprint 2,2024-05-21,2024-05-21,Completed,0
ENG-00573,Sprint 3,2024-06-21,2024-06-21,Completed,0
ENG-00573,Sprint 4,2024-07-21,2024-07-22,Completed,1
ENG-00573,Sprint 5,2024-08-21,2024-08-23,Completed,2
ENG-00573,Sprint 6,2024-09-21,2024-09-22,Completed,1
ENG-00573,Sprint 7,2024-10-21,2024-10-24,Completed,3
ENG-00573,Sprint 8,2024-11-21,2024-11-24,Completed,3
ENG-00574,Sprint 1,2025-01-21,2025-01-26,Delayed,5
ENG-00574,Sprint 2,2025-02-21,2025-02-24,Completed,3
ENG-00574,Sprint 3,2025-03-21,2025-03-21,Completed,0
ENG-00574,Sprint 4,2025-04-21,2025-04-26,Delayed,5
ENG-00574,Sprint 5,2025-05-21,2025-05-30,Delayed,9
ENG-00575,Sprint 1,2026-08-21,2026-08-23,Completed,2
ENG-00576,Sprint 1,2024-11-21,2024-11-24,Completed,3
ENG-00576,Sprint 2,2024-12-21,2024-12-21,Completed,0
ENG-00576,Sprint 3,2025-01-21,2025-01-22,Completed,1
ENG-00576,Sprint 4,2025-02-21,2025-02-21,Completed,0
ENG-00576,Sprint 5,2025-03-21,2025-03-21,Completed,0
ENG-00576,Sprint 6,2025-04-21,2025-04-21,Completed,0
ENG-00576,Sprint 7,2025-05-21,2025-05-22,Completed,1
ENG-00576,Sprint 8,2025-06-21,2025-06-24,Completed,3
ENG-00576,Sprint 9,2025-07-21,2025-07-21,Completed,0
ENG-00577,Sprint 1,2024-12-21,2024-12-21,Completed,0
ENG-00577,Sprint 2,2025-01-21,2025-01-21,Completed,0
ENG-00577,Sprint 3,2025-02-21,2025-02-25,Delayed,4
ENG-00577,Sprint 4,2025-03-21,2025-03-25,Delayed,4
ENG-00577,Sprint 5,2025-04-21,2025-04-21,Completed,0
ENG-00577,Sprint 6,2025-05-21,2025-05-26,Delayed,5
ENG-00577,Sprint 7,2025-06-21,2025-06-21,Completed,0
ENG-00577,Sprint 8,2025-07-21,2025-07-27,Delayed,6
ENG-00577,Sprint 9,2025-08-21,2025-08-26,Delayed,5
ENG-00578,Sprint 1,2026-01-21,2026-01-21,Completed,0
ENG-00578,Sprint 2,2026-02-21,2026-02-22,Completed,1
ENG-00578,Sprint 3,2026-03-21,2026-03-21,Completed,0
ENG-00578,Sprint 4,2026-04-21,2026-04-25,Delayed,4
ENG-00578,Sprint 5,2026-05-21,2026-05-21,Completed,0
ENG-00578,Sprint 6,2026-06-21,2026-06-21,Completed,0
ENG-00578,Sprint 7,2026-07-21,2026-07-21,Completed,0
ENG-00578,Sprint 8,2026-08-21,2026-08-21,Completed,0
ENG-00579,Sprint 1,2024-12-21,2024-12-26,Delayed,5
ENG-00579,Sprint 2,2025-01-21,2025-01-21,Completed,0
ENG-00579,Sprint 3,2025-02-21,2025-02-24,Completed,3
ENG-00579,Sprint 4,2025-03-21,2025-03-21,Completed,0
ENG-00579,Sprint 5,2025-04-21,2025-04-23,Completed,2
ENG-00579,Sprint 6,2025-05-21,2025-05-27,Delayed,6
ENG-00579,Sprint 7,2025-06-21,2025-06-21,Completed,0
ENG-00579,Sprint 8,2025-07-21,2025-07-25,Delayed,4
ENG-00580,Sprint 1,2024-10-21,2024-10-25,Delayed,4
ENG-00580,Sprint 2,2024-11-21,2024-11-23,Completed,2
ENG-00580,Sprint 3,2024-12-21,2024-12-25,Delayed,4
ENG-00580,Sprint 4,2025-01-21,2025-01-21,Completed,0
ENG-00580,Sprint 5,2025-02-21,2025-02-21,Completed,0
ENG-00580,Sprint 6,2025-03-21,2025-04-02,Delayed,12
ENG-00580,Sprint 7,2025-04-21,2025-04-26,Delayed,5
ENG-00580,Sprint 8,2025-05-21,2025-05-21,Completed,0
ENG-00580,Sprint 9,2025-06-21,2025-06-25,Delayed,4
ENG-00580,Sprint 10,2025-07-21,2025-07-23,Completed,2
ENG-00581,Sprint 1,2025-10-21,2025-10-28,Delayed,7
ENG-00581,Sprint 2,2025-11-21,2025-12-01,Delayed,10
ENG-00581,Sprint 3,2025-12-21,2025-12-23,Completed,2
ENG-00581,Sprint 4,2026-01-21,2026-01-21,Completed,0
ENG-00581,Sprint 5,2026-02-21,2026-02-23,Completed,2
ENG-00581,Sprint 6,2026-03-21,2026-03-24,Completed,3
ENG-00581,Sprint 7,2026-04-21,2026-04-27,Delayed,6
ENG-00581,Sprint 8,2026-05-21,2026-05-23,Completed,2
ENG-00581,Sprint 9,2026-06-21,2026-06-25,Delayed,4
ENG-00581,Sprint 10,2026-07-21,2026-07-25,Delayed,4
ENG-00581,Sprint 11,2026-08-21,2026-08-29,Delayed,8
ENG-00582,Sprint 1,2024-03-21,2024-03-24,Completed,3
ENG-00582,Sprint 2,2024-04-21,2024-04-21,Completed,0
ENG-00582,Sprint 3,2024-05-21,2024-05-28,Delayed,7
ENG-00582,Sprint 4,2024-06-21,2024-06-27,Delayed,6
ENG-00582,Sprint 5,2024-07-21,2024-07-22,Completed,1
ENG-00582,Sprint 6,2024-08-21,2024-08-26,Delayed,5
ENG-00582,Sprint 7,2024-09-21,2024-09-25,Delayed,4
ENG-00582,Sprint 8,2024-10-21,2024-10-21,Completed,0
ENG-00582,Sprint 9,2024-11-21,2024-11-27,Delayed,6
ENG-00582,Sprint 10,2024-12-21,2024-12-27,Delayed,6
ENG-00583,Sprint 1,2025-11-21,2025-11-22,Completed,1
ENG-00583,Sprint 2,2025-12-21,2025-12-21,Completed,0
ENG-00583,Sprint 3,2026-01-21,2026-01-27,Delayed,6
ENG-00583,Sprint 4,2026-02-21,2026-02-21,Completed,0
ENG-00583,Sprint 5,2026-03-21,2026-03-26,Delayed,5
ENG-00583,Sprint 6,2026-04-21,2026-04-28,Delayed,7
ENG-00583,Sprint 7,2026-05-21,2026-05-26,Delayed,5
ENG-00583,Sprint 8,2026-06-21,2026-06-28,Delayed,7
ENG-00583,Sprint 9,2026-07-21,2026-07-26,Delayed,5
ENG-00583,Sprint 10,2026-08-21,2026-08-22,Completed,1
ENG-00584,Sprint 1,2024-11-21,2024-11-21,Completed,0
ENG-00584,Sprint 2,2024-12-21,2024-12-27,Delayed,6
ENG-00584,Sprint 3,2025-01-21,2025-01-26,Delayed,5
ENG-00584,Sprint 4,2025-02-21,2025-02-25,Delayed,4
ENG-00584,Sprint 5,2025-03-21,2025-03-25,Delayed,4
ENG-00584,Sprint 6,2025-04-21,2025-04-27,Delayed,6
ENG-00584,Sprint 7,2025-05-21,2025-05-23,Completed,2
ENG-00584,Sprint 8,2025-06-21,2025-06-21,Completed,0
ENG-00584,Sprint 9,2025-07-21,2025-07-26,Delayed,5
ENG-00584,Sprint 10,2025-08-21,2025-08-21,Completed,0
ENG-00584,Sprint 11,2025-09-21,2025-09-23,Completed,2
ENG-00585,Sprint 1,2024-10-21,2024-10-24,Completed,3
ENG-00585,Sprint 2,2024-11-21,2024-11-23,Completed,2
ENG-00585,Sprint 3,2024-12-21,2024-12-25,Delayed,4
ENG-00585,Sprint 4,2025-01-21,2025-01-21,Completed,0
ENG-00585,Sprint 5,2025-02-21,2025-02-23,Completed,2
ENG-00585,Sprint 6,2025-03-21,2025-03-21,Completed,0
ENG-00585,Sprint 7,2025-04-21,2025-04-30,Delayed,9
ENG-00585,Sprint 8,2025-05-21,2025-05-23,Completed,2
ENG-00585,Sprint 9,2025-06-21,2025-06-23,Completed,2
ENG-00585,Sprint 10,2025-07-21,2025-07-24,Completed,3
ENG-00585,Sprint 11,2025-08-21,2025-08-24,Completed,3
ENG-00585,Sprint 12,2025-09-21,2025-09-23,Completed,2
ENG-00586,Sprint 1,2024-10-21,2024-10-23,Completed,2
ENG-00586,Sprint 2,2024-11-21,2024-11-21,Completed,0
ENG-00586,Sprint 3,2024-12-21,2024-12-21,Completed,0
ENG-00586,Sprint 4,2025-01-21,2025-01-21,Completed,0
ENG-00586,Sprint 5,2025-02-21,2025-02-23,Completed,2
ENG-00586,Sprint 6,2025-03-21,2025-03-21,Completed,0
ENG-00586,Sprint 7,2025-04-21,2025-04-24,Completed,3
ENG-00586,Sprint 8,2025-05-21,2025-05-24,Completed,3
ENG-00586,Sprint 9,2025-06-21,2025-06-22,Completed,1
ENG-00586,Sprint 10,2025-07-21,2025-07-22,Completed,1
ENG-00586,Sprint 11,2025-08-21,2025-08-21,Completed,0
ENG-00587,Sprint 1,2024-11-21,2024-11-26,Delayed,5
ENG-00587,Sprint 2,2024-12-21,2024-12-27,Delayed,6
ENG-00587,Sprint 3,2025-01-21,2025-01-24,Completed,3
ENG-00587,Sprint 4,2025-02-21,2025-02-21,Completed,0
ENG-00587,Sprint 5,2025-03-21,2025-03-22,Completed,1
ENG-00587,Sprint 6,2025-04-21,2025-04-24,Completed,3
ENG-00587,Sprint 7,2025-05-21,2025-05-26,Delayed,5
ENG-00587,Sprint 8,2025-06-21,2025-06-22,Completed,1
ENG-00587,Sprint 9,2025-07-21,2025-07-25,Delayed,4
ENG-00587,Sprint 10,2025-08-21,2025-08-21,Completed,0
ENG-00587,Sprint 11,2025-09-21,2025-09-23,Completed,2
ENG-00587,Sprint 12,2025-10-21,2025-10-23,Completed,2
ENG-00588,Sprint 1,2025-11-21,2025-11-25,Delayed,4
ENG-00588,Sprint 2,2025-12-21,2025-12-23,Completed,2
ENG-00588,Sprint 3,2026-01-21,2026-01-23,Completed,2
ENG-00588,Sprint 4,2026-02-21,2026-02-21,Completed,0
ENG-00588,Sprint 5,2026-03-21,2026-03-21,Completed,0
ENG-00588,Sprint 6,2026-04-21,2026-04-21,Completed,0
ENG-00588,Sprint 7,2026-05-21,2026-05-26,Delayed,5
ENG-00588,Sprint 8,2026-06-21,2026-06-27,Delayed,6
ENG-00588,Sprint 9,2026-07-21,2026-07-22,Completed,1
ENG-00589,Sprint 1,2024-04-21,2024-04-21,Completed,0
ENG-00589,Sprint 2,2024-05-21,2024-05-21,Completed,0
ENG-00589,Sprint 3,2024-06-21,2024-06-23,Completed,2
ENG-00589,Sprint 4,2024-07-21,2024-07-26,Delayed,5
ENG-00589,Sprint 5,2024-08-21,2024-08-22,Completed,1
ENG-00589,Sprint 6,2024-09-21,2024-09-22,Completed,1
ENG-00589,Sprint 7,2024-10-21,2024-10-22,Completed,1
ENG-00589,Sprint 8,2024-11-21,2024-11-21,Completed,0
ENG-00589,Sprint 9,2024-12-21,2024-12-24,Completed,3
ENG-00589,Sprint 10,2025-01-21,2025-01-22,Completed,1
ENG-00589,Sprint 11,2025-02-21,2025-02-21,Completed,0
ENG-00590,Sprint 1,2025-07-21,2025-07-23,Completed,2
ENG-00590,Sprint 2,2025-08-21,2025-08-22,Completed,1
ENG-00590,Sprint 3,2025-09-21,2025-09-23,Completed,2
ENG-00590,Sprint 4,2025-10-21,2025-10-21,Completed,0
ENG-00590,Sprint 5,2025-11-21,2025-11-21,Completed,0
ENG-00590,Sprint 6,2025-12-21,2025-12-21,Completed,0
ENG-00590,Sprint 7,2026-01-21,2026-01-29,Delayed,8
ENG-00590,Sprint 8,2026-02-21,2026-02-21,Completed,0
ENG-00590,Sprint 9,2026-03-21,2026-03-23,Completed,2
ENG-00590,Sprint 10,2026-04-21,2026-04-23,Completed,2
ENG-00590,Sprint 11,2026-05-21,2026-05-25,Delayed,4
ENG-00591,Sprint 1,2024-01-21,2024-01-21,Completed,0
ENG-00591,Sprint 2,2024-02-21,2024-02-28,Delayed,7
ENG-00591,Sprint 3,2024-03-21,2024-03-21,Completed,0
ENG-00591,Sprint 4,2024-04-21,2024-04-29,Delayed,8
ENG-00591,Sprint 5,2024-05-21,2024-05-25,Delayed,4
ENG-00591,Sprint 6,2024-06-21,2024-06-27,Delayed,6
ENG-00591,Sprint 7,2024-07-21,2024-07-29,Delayed,8
ENG-00591,Sprint 8,2024-08-21,2024-08-28,Delayed,7
ENG-00591,Sprint 9,2024-09-21,2024-09-21,Completed,0
ENG-00591,Sprint 10,2024-10-21,2024-10-21,Completed,0
ENG-00591,Sprint 11,2024-11-21,2024-11-21,Completed,0
ENG-00591,Sprint 12,2024-12-21,2024-12-21,Completed,0
ENG-00592,Sprint 1,2025-06-21,2025-06-23,Completed,2
ENG-00592,Sprint 2,2025-07-21,2025-07-22,Completed,1
ENG-00592,Sprint 3,2025-08-21,2025-08-24,Completed,3
ENG-00592,Sprint 4,2025-09-21,2025-09-30,Delayed,9
ENG-00592,Sprint 5,2025-10-21,2025-10-29,Delayed,8
ENG-00592,Sprint 6,2025-11-21,2025-11-21,Completed,0
ENG-00592,Sprint 7,2025-12-21,2025-12-21,Completed,0
ENG-00592,Sprint 8,2026-01-21,2026-01-21,Completed,0
ENG-00592,Sprint 9,2026-02-21,2026-02-28,Delayed,7
ENG-00592,Sprint 10,2026-03-21,2026-03-21,Completed,0
ENG-00592,Sprint 11,2026-04-21,2026-04-27,Delayed,6
ENG-00592,Sprint 12,2026-05-21,2026-05-23,Completed,2
ENG-00592,Sprint 13,2026-06-21,2026-06-22,Completed,1
ENG-00593,Sprint 1,2026-07-21,2026-07-21,Completed,0
ENG-00593,Sprint 2,2026-08-21,2026-08-23,Completed,2
ENG-00594,Sprint 1,2024-05-21,2024-05-28,Delayed,7
ENG-00594,Sprint 2,2024-06-21,2024-06-26,Delayed,5
ENG-00594,Sprint 3,2024-07-21,2024-07-31,Delayed,10
ENG-00594,Sprint 4,2024-08-21,2024-08-25,Delayed,4
ENG-00594,Sprint 5,2024-09-21,2024-09-24,Completed,3
ENG-00594,Sprint 6,2024-10-21,2024-10-24,Completed,3
ENG-00594,Sprint 7,2024-11-21,2024-11-27,Delayed,6
ENG-00594,Sprint 8,2024-12-21,2024-12-23,Completed,2
ENG-00595,Sprint 1,2024-04-21,2024-04-24,Completed,3
ENG-00595,Sprint 2,2024-05-21,2024-05-26,Delayed,5
ENG-00595,Sprint 3,2024-06-21,2024-06-24,Completed,3
ENG-00595,Sprint 4,2024-07-21,2024-07-21,Completed,0
ENG-00595,Sprint 5,2024-08-21,2024-08-26,Delayed,5
ENG-00595,Sprint 6,2024-09-21,2024-09-21,Completed,0
ENG-00595,Sprint 7,2024-10-21,2024-10-27,Delayed,6
ENG-00596,Sprint 1,2025-07-21,2025-07-22,Completed,1
ENG-00596,Sprint 2,2025-08-21,2025-08-22,Completed,1
ENG-00596,Sprint 3,2025-09-21,2025-09-23,Completed,2
ENG-00596,Sprint 4,2025-10-21,2025-10-25,Delayed,4
ENG-00596,Sprint 5,2025-11-21,2025-11-21,Completed,0
ENG-00596,Sprint 6,2025-12-21,2025-12-21,Completed,0
ENG-00596,Sprint 7,2026-01-21,2026-01-21,Completed,0
ENG-00596,Sprint 8,2026-02-21,2026-02-23,Completed,2
ENG-00596,Sprint 9,2026-03-21,2026-03-21,Completed,0
ENG-00597,Sprint 1,2024-01-21,2024-01-24,Completed,3
ENG-00597,Sprint 2,2024-02-21,2024-02-21,Completed,0
ENG-00597,Sprint 3,2024-03-21,2024-03-21,Completed,0
ENG-00597,Sprint 4,2024-04-21,2024-04-26,Delayed,5
ENG-00597,Sprint 5,2024-05-21,2024-05-21,Completed,0
ENG-00597,Sprint 6,2024-06-21,2024-06-23,Completed,2
ENG-00597,Sprint 7,2024-07-21,2024-07-21,Completed,0
ENG-00597,Sprint 8,2024-08-21,2024-08-21,Completed,0
ENG-00598,Sprint 1,2024-11-21,2024-11-25,Delayed,4
ENG-00598,Sprint 2,2024-12-21,2024-12-21,Completed,0
ENG-00598,Sprint 3,2025-01-21,2025-01-27,Delayed,6
ENG-00598,Sprint 4,2025-02-21,2025-02-26,Delayed,5
ENG-00598,Sprint 5,2025-03-21,2025-03-28,Delayed,7
ENG-00599,Sprint 1,2024-06-21,2024-06-26,Delayed,5
ENG-00599,Sprint 2,2024-07-21,2024-07-21,Completed,0
ENG-00599,Sprint 3,2024-08-21,2024-08-24,Completed,3
ENG-00599,Sprint 4,2024-09-21,2024-09-25,Delayed,4
ENG-00599,Sprint 5,2024-10-21,2024-10-24,Completed,3
ENG-00599,Sprint 6,2024-11-21,2024-11-23,Completed,2
ENG-00599,Sprint 7,2024-12-21,2024-12-29,Delayed,8
ENG-00599,Sprint 8,2025-01-21,2025-01-29,Delayed,8
ENG-00599,Sprint 9,2025-02-21,2025-02-25,Delayed,4
ENG-00599,Sprint 10,2025-03-21,2025-03-27,Delayed,6
ENG-00599,Sprint 11,2025-04-21,2025-04-21,Completed,0
ENG-00600,Sprint 1,2024-02-21,2024-02-26,Delayed,5
ENG-00600,Sprint 2,2024-03-21,2024-03-24,Completed,3
ENG-00600,Sprint 3,2024-04-21,2024-04-21,Completed,0
ENG-00600,Sprint 4,2024-05-21,2024-05-29,Delayed,8
ENG-00600,Sprint 5,2024-06-21,2024-06-29,Delayed,8
ENG-00600,Sprint 6,2024-07-21,2024-07-29,Delayed,8
ENG-00601,Sprint 1,2026-03-21,2026-03-23,Completed,2
ENG-00601,Sprint 2,2026-04-21,2026-04-24,Completed,3
ENG-00601,Sprint 3,2026-05-21,2026-05-26,Delayed,5
ENG-00601,Sprint 4,2026-06-21,2026-06-26,Delayed,5
ENG-00601,Sprint 5,2026-07-21,2026-07-26,Delayed,5
ENG-00601,Sprint 6,2026-08-21,2026-08-30,Delayed,9
ENG-00602,Sprint 1,2025-02-21,2025-02-21,Completed,0
ENG-00602,Sprint 2,2025-03-21,2025-03-25,Delayed,4
ENG-00602,Sprint 3,2025-04-21,2025-04-22,Completed,1
ENG-00602,Sprint 4,2025-05-21,2025-05-26,Delayed,5
ENG-00602,Sprint 5,2025-06-21,2025-06-24,Completed,3
ENG-00602,Sprint 6,2025-07-21,2025-07-23,Completed,2
ENG-00602,Sprint 7,2025-08-21,2025-08-21,Completed,0
ENG-00602,Sprint 8,2025-09-21,2025-09-21,Completed,0
ENG-00602,Sprint 9,2025-10-21,2025-11-01,Delayed,11
ENG-00602,Sprint 10,2025-11-21,2025-11-21,Completed,0
ENG-00602,Sprint 11,2025-12-21,2025-12-24,Completed,3
ENG-00603,Sprint 1,2025-12-21,2025-12-21,Completed,0
ENG-00603,Sprint 2,2026-01-21,2026-01-21,Completed,0
ENG-00603,Sprint 3,2026-02-21,2026-02-24,Completed,3
ENG-00603,Sprint 4,2026-03-21,2026-03-21,Completed,0
ENG-00603,Sprint 5,2026-04-21,2026-04-26,Delayed,5
ENG-00603,Sprint 6,2026-05-21,2026-05-23,Completed,2
ENG-00604,Sprint 1,2025-03-21,2025-04-02,Delayed,12
ENG-00604,Sprint 2,2025-04-21,2025-04-26,Delayed,5
ENG-00604,Sprint 3,2025-05-21,2025-05-21,Completed,0
ENG-00604,Sprint 4,2025-06-21,2025-06-22,Completed,1
ENG-00604,Sprint 5,2025-07-21,2025-07-22,Completed,1
ENG-00604,Sprint 6,2025-08-21,2025-08-23,Completed,2
ENG-00604,Sprint 7,2025-09-21,2025-09-22,Completed,1
ENG-00604,Sprint 8,2025-10-21,2025-10-23,Completed,2
ENG-00604,Sprint 9,2025-11-21,2025-11-21,Completed,0
ENG-00604,Sprint 10,2025-12-21,2025-12-23,Completed,2
ENG-00604,Sprint 11,2026-01-21,2026-01-28,Delayed,7
ENG-00605,Sprint 1,2025-11-21,2025-12-01,Delayed,10
ENG-00605,Sprint 2,2025-12-21,2025-12-23,Completed,2
ENG-00605,Sprint 3,2026-01-21,2026-01-29,Delayed,8
ENG-00605,Sprint 4,2026-02-21,2026-02-26,Delayed,5
ENG-00606,Sprint 1,2024-07-21,2024-07-21,Completed,0
ENG-00606,Sprint 2,2024-08-21,2024-08-21,Completed,0
ENG-00606,Sprint 3,2024-09-21,2024-09-21,Completed,0
ENG-00606,Sprint 4,2024-10-21,2024-10-25,Delayed,4
