engagement_id,as_of_date,top_drivers,top_driver_detail
ENG-00677,2024-11-01,No material driver detected,
ENG-00677,2024-12-01,No material driver detected,
ENG-00678,2026-01-01,No material driver detected,
ENG-00678,2026-02-01,No material driver detected,
ENG-00678,2026-03-01,No material driver detected,
ENG-00678,2026-04-01,No material driver detected,
ENG-00678,2026-05-01,No material driver detected,
ENG-00678,2026-06-01,No material driver detected,
ENG-00678,2026-07-01,No material driver detected,
ENG-00678,2026-08-01,No material driver detected,
ENG-00679,2024-04-01,No material driver detected,
ENG-00679,2024-05-01,No material driver detected,
ENG-00679,2024-06-01,No material driver detected,
ENG-00679,2024-07-01,No material driver detected,
ENG-00679,2024-08-01,No material driver detected,
ENG-00679,2024-09-01,Performance | Client feedback | Utilisation,Performance (+1.69) | Client feedback (+1.29) | Utilisation (+0.39)
ENG-00679,2024-10-01,No material driver detected,
ENG-00679,2024-11-01,No material driver detected,
ENG-00679,2024-12-01,Performance | Milestone delivery | Sentiment,Performance (+0.84) | Milestone delivery (+0.50) | Sentiment (+0.47)
ENG-00679,2025-01-01,No material driver detected,
ENG-00680,2024-03-01,Sentiment | Client feedback | Performance,Sentiment (+0.46) | Client feedback (+0.29) | Performance (+0.19)
ENG-00680,2024-04-01,No material driver detected,
ENG-00680,2024-05-01,No material driver detected,
ENG-00680,2024-06-01,No material driver detected,
ENG-00680,2024-07-01,No material driver detected,
ENG-00680,2024-08-01,No material driver detected,
ENG-00680,2024-09-01,Client feedback | Performance | Milestone delivery,Client feedback (+2.67) | Performance (+1.41) | Milestone delivery (+0.24)
ENG-00680,2024-10-01,No material driver detected,
ENG-00680,2024-11-01,No material driver detected,
ENG-00680,2024-12-01,No material driver detected,
ENG-00680,2025-01-01,No material driver detected,
ENG-00680,2025-02-01,No material driver detected,
ENG-00680,2025-03-01,No material driver detected,
ENG-00681,2026-02-01,Performance | Sentiment | Role profile,Performance (+0.77) | Sentiment (+0.44) | Role profile (+0.35)
ENG-00681,2026-03-01,No material driver detected,
ENG-00681,2026-04-01,Client feedback | Role profile,Client feedback (+2.36) | Role profile (+0.35)
ENG-00681,2026-05-01,No material driver detected,
ENG-00681,2026-06-01,No material driver detected,
ENG-00681,2026-07-01,No material driver detected,
ENG-00681,2026-08-01,Performance | Client feedback | Sentiment,Performance (+1.71) | Client feedback (+1.27) | Sentiment (+0.93)
ENG-00681,2026-09-01,Performance | Sentiment | Client feedback,Performance (+1.56) | Sentiment (+1.47) | Client feedback (+0.71)
ENG-00681,2026-10-01,Client feedback | Performance | Sentiment,Client feedback (+3.74) | Performance (+2.24) | Sentiment (+1.19)
ENG-00681,2026-11-01,Performance | Client feedback | Sentiment,Performance (+2.69) | Client feedback (+1.48) | Sentiment (+1.24)
ENG-00682,2024-09-01,No material driver detected,
ENG-00682,2024-10-01,No material driver detected,
ENG-00682,2024-11-01,No material driver detected,
ENG-00682,2024-12-01,No material driver detected,
ENG-00682,2025-01-01,No material driver detected,
ENG-00682,2025-02-01,No material driver detected,
ENG-00682,2025-03-01,No material driver detected,
ENG-00682,2025-04-01,No material driver detected,
ENG-00682,2025-05-01,No material driver detected,
ENG-00682,2025-06-01,No material driver detected,
ENG-00682,2025-07-01,No material driver detected,
ENG-00682,2025-08-01,No material driver detected,
ENG-00683,2025-03-01,No material driver detected,
ENG-00683,2025-04-01,Client feedback | Role profile | Contract stage,Client feedback (+1.21) | Role profile (+0.35) | Contract stage (+0.33)
ENG-00683,2025-05-01,No material driver detected,
ENG-00683,2025-06-01,Performance | Client feedback | Role profile,Performance (+1.42) | Client feedback (+1.39) | Role profile (+0.35)
ENG-00683,2025-07-01,No material driver detected,
ENG-00683,2025-08-01,Performance | Client feedback | Sentiment,Performance (+2.21) | Client feedback (+1.59) | Sentiment (+1.58)
ENG-00683,2025-09-01,Client feedback | Sentiment | Milestone delivery,Client feedback (+2.58) | Sentiment (+1.28) | Milestone delivery (+0.72)
ENG-00684,2024-05-01,Performance | Contract stage | Client feedback,Performance (+0.80) | Contract stage (+0.47) | Client feedback (+0.24)
ENG-00684,2024-06-01,Client feedback | Performance | Sentiment,Client feedback (+2.07) | Performance (+1.63) | Sentiment (+1.43)
ENG-00684,2024-07-01,Client feedback | Sentiment | Performance,Client feedback (+2.88) | Sentiment (+0.94) | Performance (+0.91)
ENG-00684,2024-08-01,Sentiment | Client feedback | Performance,Sentiment (+4.29) | Client feedback (+3.61) | Performance (+3.24)
ENG-00685,2025-06-01,No material driver detected,
ENG-00685,2025-07-01,Performance | Client feedback | Role profile,Performance (+0.45) | Client feedback (+0.43) | Role profile (+0.35)
ENG-00685,2025-08-01,No material driver detected,
ENG-00685,2025-09-01,No material driver detected,
ENG-00685,2025-10-01,No material driver detected,
ENG-00685,2025-11-01,No material driver detected,
ENG-00685,2025-12-01,No material driver detected,
ENG-00685,2026-01-01,No material driver detected,
ENG-00685,2026-02-01,No material driver detected,
ENG-00685,2026-03-01,No material driver detected,
ENG-00685,2026-04-01,No material driver detected,
ENG-00686,2025-09-01,No material driver detected,
ENG-00686,2025-10-01,No material driver detected,
ENG-00686,2025-11-01,No material driver detected,
ENG-00686,2025-12-01,No material driver detected,
ENG-00686,2026-01-01,No material driver detected,
ENG-00686,2026-02-01,No material driver detected,
ENG-00686,2026-03-01,No material driver detected,
ENG-00686,2026-04-01,Client feedback | Role profile | Performance,Client feedback (+2.03) | Role profile (+0.35) | Performance (+0.35)
ENG-00686,2026-05-01,No material driver detected,
ENG-00686,2026-06-01,No material driver detected,
ENG-00687,2024-04-01,No material driver detected,
ENG-00687,2024-05-01,No material driver detected,
ENG-00687,2024-06-01,No material driver detected,
ENG-00687,2024-07-01,No material driver detected,
ENG-00687,2024-08-01,No material driver detected,
ENG-00687,2024-09-01,No material driver detected,
ENG-00687,2024-10-01,No material driver detected,
ENG-00687,2024-11-01,No material driver detected,
ENG-00687,2024-12-01,No material driver detected,
ENG-00687,2025-01-01,No material driver detected,
ENG-00687,2025-02-01,No material driver detected,
ENG-00688,2025-12-01,No material driver detected,
ENG-00688,2026-01-01,No material driver detected,
ENG-00688,2026-02-01,Client feedback | Contract stage | Role profile,Client feedback (+2.26) | Contract stage (+0.32) | Role profile (+0.26)
ENG-00688,2026-03-01,No material driver detected,
ENG-00688,2026-04-01,No material driver detected,
ENG-00688,2026-05-01,No material driver detected,
ENG-00688,2026-06-01,No material driver detected,
ENG-00688,2026-07-01,Performance | Client feedback | Sentiment,Performance (+1.37) | Client feedback (+1.21) | Sentiment (+0.57)
ENG-00689,2025-08-01,No material driver detected,
ENG-00689,2025-09-01,Performance | Sentiment | Client feedback,Performance (+1.41) | Sentiment (+1.18) | Client feedback (+1.12)
ENG-00689,2025-10-01,Client feedback | Performance | Sentiment,Client feedback (+3.10) | Performance (+2.15) | Sentiment (+1.81)
ENG-00689,2025-11-01,Client feedback | Performance | Sentiment,Client feedback (+2.24) | Performance (+1.74) | Sentiment (+0.97)
ENG-00689,2025-12-01,Client feedback | Sentiment | Performance,Client feedback (+3.24) | Sentiment (+2.46) | Performance (+1.54)
ENG-00690,2024-06-01,No material driver detected,
ENG-00690,2024-07-01,No material driver detected,
ENG-00690,2024-08-01,No material driver detected,
ENG-00690,2024-09-01,No material driver detected,
ENG-00690,2024-10-01,No material driver detected,
ENG-00690,2024-11-01,No material driver detected,
ENG-00690,2024-12-01,No material driver detected,
ENG-00690,2025-01-01,No material driver detected,
ENG-00690,2025-02-01,No material driver detected,
ENG-00690,2025-03-01,No material driver detected,
ENG-00691,2024-08-01,No material driver detected,
ENG-00691,2024-09-01,No material driver detected,
ENG-00691,2024-10-01,Sentiment | Performance | Contract stage,Sentiment (+1.35) | Performance (+0.72) | Contract stage (+0.19)
ENG-00691,2024-11-01,No material driver detected,
ENG-00691,2024-12-01,No material driver detected,
ENG-00691,2025-01-01,No material driver detected,
ENG-00691,2025-02-01,Client feedback | Performance | Sentiment,Client feedback (+1.09) | Performance (+0.85) | Sentiment (+0.33)
ENG-00691,2025-03-01,Performance | Sentiment | Client feedback,Performance (+1.86) | Sentiment (+0.88) | Client feedback (+0.34)
ENG-00691,2025-04-01,No material driver detected,
ENG-00691,2025-05-01,Client feedback | Sentiment | Performance,Client feedback (+1.58) | Sentiment (+0.79) | Performance (+0.44)
ENG-00692,2025-04-01,No material driver detected,
ENG-00692,2025-05-01,No material driver detected,
ENG-00692,2025-06-01,No material driver detected,
ENG-00692,2025-07-01,No material driver detected,
ENG-00692,2025-08-01,No material driver detected,
ENG-00692,2025-09-01,No material driver detected,
ENG-00692,2025-10-01,No material driver detected,
ENG-00692,2025-11-01,Client feedback | Sentiment | Performance,Client feedback (+1.23) | Sentiment (+0.96) | Performance (+0.21)
ENG-00692,2025-12-01,No material driver detected,
ENG-00692,2026-01-01,No material driver detected,
ENG-00692,2026-02-01,No material driver detected,
ENG-00692,2026-03-01,No material driver detected,
ENG-00693,2024-05-01,No material driver detected,
ENG-00693,2024-06-01,Client feedback | Performance | Contract stage,Client feedback (+2.20) | Performance (+1.29) | Contract stage (+0.39)
ENG-00693,2024-07-01,Performance | Sentiment | Milestone delivery,Performance (+0.69) | Sentiment (+0.56) | Milestone delivery (+0.47)
ENG-00693,2024-08-01,Performance | Sentiment | Milestone delivery,Performance (+0.92) | Sentiment (+0.29) | Milestone delivery (+0.25)
ENG-00693,2024-09-01,Client feedback | Sentiment | Milestone delivery,Client feedback (+1.89) | Sentiment (+1.81) | Milestone delivery (+0.40)
ENG-00693,2024-10-01,Performance | Sentiment | Client feedback,Performance (+1.39) | Sentiment (+0.74) | Client feedback (+0.43)
ENG-00693,2024-11-01,No material driver detected,
ENG-00693,2024-12-01,Client feedback | Sentiment,Client feedback (+2.89) | Sentiment (+0.99)
ENG-00694,2026-01-01,No material driver detected,
ENG-00694,2026-02-01,No material driver detected,
ENG-00694,2026-03-01,No material driver detected,
ENG-00694,2026-04-01,Sentiment | Contract stage | Performance,Sentiment (+1.67) | Contract stage (+0.30) | Performance (+0.17)
ENG-00694,2026-05-01,No material driver detected,
ENG-00694,2026-06-01,No material driver detected,
ENG-00694,2026-07-01,Sentiment | Client feedback | Performance,Sentiment (+1.16) | Client feedback (+0.75) | Performance (+0.67)
ENG-00695,2025-05-01,No material driver detected,
ENG-00695,2025-06-01,No material driver detected,
ENG-00695,2025-07-01,No material driver detected,
ENG-00695,2025-08-01,No material driver detected,
ENG-00695,2025-09-01,No material driver detected,
ENG-00695,2025-10-01,No material driver detected,
ENG-00695,2025-11-01,No material driver detected,
ENG-00695,2025-12-01,No material driver detected,
ENG-00695,2026-01-01,No material driver detected,
ENG-00695,2026-02-01,No material driver detected,
ENG-00695,2026-03-01,No material driver detected,
ENG-00695,2026-04-01,No material driver detected,
ENG-00696,2025-11-01,No material driver detected,
ENG-00696,2025-12-01,No material driver detected,
ENG-00696,2026-01-01,No material driver detected,
ENG-00696,2026-02-01,No material driver detected,
ENG-00696,2026-03-01,No material driver detected,
ENG-00696,2026-04-01,No material driver detected,
ENG-00696,2026-05-01,No material driver detected,
ENG-00696,2026-06-01,No material driver detected,
ENG-00697,2025-12-01,No material driver detected,
ENG-00697,2026-01-01,Performance | Contract stage | Role profile,Performance (+1.62) | Contract stage (+0.46) | Role profile (+0.26)
ENG-00697,2026-02-01,Client feedback | Sentiment | Contract stage,Client feedback (+1.05) | Sentiment (+0.94) | Contract stage (+0.38)
ENG-00697,2026-03-01,Performance | Client feedback | Milestone delivery,Performance (+1.03) | Client feedback (+1.02) | Milestone delivery (+0.33)
ENG-00697,2026-04-01,Sentiment | Client feedback | Performance,Sentiment (+2.13) | Client feedback (+2.11) | Performance (+0.98)
ENG-00698,2024-04-01,No material driver detected,
ENG-00698,2024-05-01,No material driver detected,
ENG-00698,2024-06-01,Performance | Sentiment | Contract stage,Performance (+1.29) | Sentiment (+0.56) | Contract stage (+0.32)
ENG-00698,2024-07-01,Performance | Contract stage | Utilisation,Performance (+1.50) | Contract stage (+0.24) | Utilisation (+0.18)
ENG-00698,2024-08-01,Client feedback | Sentiment | Milestone delivery,Client feedback (+2.57) | Sentiment (+1.27) | Milestone delivery (+0.89)
ENG-00698,2024-09-01,Sentiment | Client feedback,Sentiment (+1.27) | Client feedback (+0.28)
ENG-00699,2025-02-01,Performance | Sentiment | Client feedback,Performance (+0.60) | Sentiment (+0.53) | Client feedback (+0.38)
ENG-00699,2025-03-01,No material driver detected,
ENG-00699,2025-04-01,Performance | Sentiment | Client feedback,Performance (+1.71) | Sentiment (+1.22) | Client feedback (+0.72)
ENG-00699,2025-05-01,No material driver detected,
ENG-00699,2025-06-01,No material driver detected,
ENG-00699,2025-07-01,Client feedback | Performance | Sentiment,Client feedback (+2.19) | Performance (+1.64) | Sentiment (+0.95)
ENG-00699,2025-08-01,Sentiment | Performance | Client feedback,Sentiment (+1.26) | Performance (+0.95) | Client feedback (+0.90)
ENG-00699,2025-09-01,No material driver detected,
ENG-00699,2025-10-01,Sentiment | Client feedback,Sentiment (+1.90) | Client feedback (+1.40)
ENG-00699,2025-11-01,No material driver detected,
ENG-00699,2025-12-01,No material driver detected,
ENG-00699,2026-01-01,Client feedback | Performance | Milestone delivery,Client feedback (+1.86) | Performance (+1.60) | Milestone delivery (+0.26)
ENG-00700,2025-03-01,Performance | Sentiment | Contract stage,Performance (+0.59) | Sentiment (+0.58) | Contract stage (+0.47)
ENG-00700,2025-04-01,Performance | Sentiment | Client feedback,Performance (+1.45) | Sentiment (+0.89) | Client feedback (+0.89)
ENG-00700,2025-05-01,Client feedback | Performance | Sentiment,Client feedback (+3.68) | Performance (+1.89) | Sentiment (+1.58)
ENG-00700,2025-06-01,Client feedback | Performance | Sentiment,Client feedback (+2.96) | Performance (+2.69) | Sentiment (+2.63)
ENG-00701,2024-04-01,No material driver detected,
ENG-00701,2024-05-01,No material driver detected,
ENG-00701,2024-06-01,No material driver detected,
ENG-00701,2024-07-01,No material driver detected,
ENG-00701,2024-08-01,No material driver detected,
ENG-00701,2024-09-01,No material driver detected,
ENG-00701,2024-10-01,No material driver detected,
ENG-00701,2024-11-01,No material driver detected,
ENG-00701,2024-12-01,No material driver detected,
ENG-00701,2025-01-01,No material driver detected,
ENG-00701,2025-02-01,No material driver detected,
ENG-00701,2025-03-01,No material driver detected,
ENG-00701,2025-04-01,No material driver detected,
ENG-00702,2026-05-01,No material driver detected,
ENG-00702,2026-06-01,No material driver detected,
ENG-00702,2026-07-01,No material driver detected,
ENG-00702,2026-08-01,No material driver detected,
ENG-00703,2024-08-01,No material driver detected,
ENG-00703,2024-09-01,No material driver detected,
ENG-00703,2024-10-01,No material driver detected,
ENG-00703,2024-11-01,No material driver detected,
ENG-00703,2024-12-01,No material driver detected,
ENG-00703,2025-01-01,No material driver detected,
ENG-00703,2025-02-01,No material driver detected,
ENG-00703,2025-03-01,No material driver detected,
ENG-00704,2024-11-01,No material driver detected,
ENG-00704,2024-12-01,No material driver detected,
ENG-00704,2025-01-01,No material driver detected,
ENG-00704,2025-02-01,No material driver detected,
ENG-00704,2025-03-01,No material driver detected,
ENG-00704,2025-04-01,No material driver detected,
ENG-00704,2025-05-01,No material driver detected,
ENG-00704,2025-06-01,No material driver detected,
ENG-00704,2025-07-01,No material driver detected,
ENG-00705,2026-06-01,Sentiment | Performance | Role profile,Sentiment (+0.94) | Performance (+0.37) | Role profile (+0.35)
ENG-00705,2026-07-01,No material driver detected,
ENG-00705,2026-08-01,No material driver detected,
ENG-00706,2024-06-01,No material driver detected,
ENG-00706,2024-07-01,No material driver detected,
ENG-00706,2024-08-01,Performance | Role profile | Contract stage,Performance (+1.73) | Role profile (+0.35) | Contract stage (+0.25)
ENG-00706,2024-09-01,No material driver detected,
ENG-00706,2024-10-01,Sentiment | Performance | Client feedback,Sentiment (+2.15) | Performance (+1.95) | Client feedback (+0.58)
ENG-00706,2024-11-01,Client feedback | Performance | Sentiment,Client feedback (+3.06) | Performance (+2.33) | Sentiment (+1.82)
ENG-00706,2024-12-01,Client feedback | Performance | Sentiment,Client feedback (+3.60) | Performance (+2.32) | Sentiment (+0.70)
ENG-00707,2025-08-01,No material driver detected,
ENG-00707,2025-09-01,No material driver detected,
ENG-00707,2025-10-01,No material driver detected,
ENG-00707,2025-11-01,Client feedback | Performance | Role profile,Client feedback (+2.71) | Performance (+0.77) | Role profile (+0.35)
ENG-00707,2025-12-01,Sentiment | Client feedback | Milestone delivery,Sentiment (+1.57) | Client feedback (+0.68) | Milestone delivery (+0.49)
ENG-00707,2026-01-01,Client feedback | Performance | Sentiment,Client feedback (+2.44) | Performance (+1.91) | Sentiment (+1.76)
ENG-00707,2026-02-01,Sentiment | Client feedback | Performance,Sentiment (+2.54) | Client feedback (+2.21) | Performance (+2.16)
ENG-00708,2025-04-01,No material driver detected,
ENG-00708,2025-05-01,No material driver detected,
ENG-00708,2025-06-01,No material driver detected,
ENG-00708,2025-07-01,No material driver detected,
ENG-00708,2025-08-01,No material driver detected,
ENG-00708,2025-09-01,No material driver detected,
ENG-00708,2025-10-01,No material driver detected,
ENG-00708,2025-11-01,No material driver detected,
ENG-00708,2025-12-01,No material driver detected,
ENG-00708,2026-01-01,No material driver detected,
ENG-00709,2025-05-01,No material driver detected,
ENG-00709,2025-06-01,Sentiment | Client feedback | Milestone delivery,Sentiment (+1.32) | Client feedback (+0.78) | Milestone delivery (+0.16)
ENG-00709,2025-07-01,No material driver detected,
ENG-00709,2025-08-01,Milestone delivery | Performance | Client feedback,Milestone delivery (+0.91) | Performance (+0.67) | Client feedback (+0.65)
ENG-00709,2025-09-01,Sentiment | Performance | Client feedback,Sentiment (+1.82) | Performance (+1.41) | Client feedback (+0.23)
ENG-00709,2025-10-01,No material driver detected,
ENG-00709,2025-11-01,Sentiment | Client feedback | Milestone delivery,Sentiment (+1.18) | Client feedback (+0.85) | Milestone delivery (+0.35)
ENG-00709,2025-12-01,No material driver detected,
ENG-00709,2026-01-01,No material driver detected,
ENG-00709,2026-02-01,Performance | Sentiment | Milestone delivery,Performance (+1.13) | Sentiment (+0.79) | Milestone delivery (+0.26)
ENG-00709,2026-03-01,No material driver detected,
ENG-00709,2026-04-01,Client feedback | Performance,Client feedback (+1.56) | Performance (+1.55)
ENG-00710,2026-03-01,No material driver detected,
ENG-00710,2026-04-01,No material driver detected,
ENG-00710,2026-05-01,No material driver detected,
ENG-00710,2026-06-01,No material driver detected,
ENG-00710,2026-07-01,No material driver detected,
ENG-00710,2026-08-01,No material driver detected,
ENG-00711,2025-03-01,No material driver detected,
ENG-00711,2025-04-01,No material driver detected,
ENG-00711,2025-05-01,No material driver detected,
ENG-00711,2025-06-01,No material driver detected,
ENG-00711,2025-07-01,No material driver detected,
ENG-00711,2025-08-01,No material driver detected,
ENG-00711,2025-09-01,No material driver detected,
ENG-00711,2025-10-01,No material driver detected,
ENG-00712,2024-10-01,No material driver detected,
ENG-00712,2024-11-01,No material driver detected,
ENG-00712,2024-12-01,No material driver detected,
ENG-00712,2025-01-01,No material driver detected,
ENG-00712,2025-02-01,No material driver detected,
ENG-00712,2025-03-01,No material driver detected,
ENG-00712,2025-04-01,No material driver detected,
ENG-00712,2025-05-01,Sentiment | Performance | Client feedback,Sentiment (+1.22) | Performance (+1.18) | Client feedback (+0.57)
ENG-00713,2025-12-01,No material driver detected,
ENG-00713,2026-01-01,No material driver detected,
ENG-00713,2026-02-01,No material driver detected,
ENG-00713,2026-03-01,No material driver detected,
ENG-00713,2026-04-01,No material driver detected,
ENG-00713,2026-05-01,No material driver detected,
ENG-00713,2026-06-01,No material driver detected,
ENG-00714,2025-05-01,No material driver detected,
ENG-00714,2025-06-01,No material driver detected,
ENG-00714,2025-07-01,Sentiment | Performance | Client feedback,Sentiment (+1.47) | Performance (+0.74) | Client feedback (+0.47)
ENG-00714,2025-08-01,Performance | Utilisation | Client feedback,Performance (+2.60) | Utilisation (+0.24) | Client feedback (+0.23)
ENG-00714,2025-09-01,No material driver detected,
ENG-00714,2025-10-01,Performance | Client feedback | Sentiment,Performance (+1.61) | Client feedback (+1.57) | Sentiment (+0.72)
ENG-00714,2025-11-01,No material driver detected,
ENG-00714,2025-12-01,No material driver detected,
ENG-00714,2026-01-01,Client feedback | Sentiment | Performance,Client feedback (+1.24) | Sentiment (+1.20) | Performance (+0.92)
ENG-00714,2026-02-01,No material driver detected,
ENG-00714,2026-03-01,Performance | Sentiment | Milestone delivery,Performance (+1.12) | Sentiment (+0.65) | Milestone delivery (+0.57)
ENG-00714,2026-04-01,No material driver detected,
ENG-00714,2026-05-01,Client feedback | Performance | Sentiment,Client feedback (+1.53) | Performance (+1.34) | Sentiment (+0.84)
ENG-00715,2024-08-01,No material driver detected,
ENG-00715,2024-09-01,No material driver detected,
ENG-00715,2024-10-01,No material driver detected,
ENG-00715,2024-11-01,No material driver detected,
ENG-00715,2024-12-01,No material driver detected,
ENG-00715,2025-01-01,No material driver detected,
ENG-00715,2025-02-01,No material driver detected,
ENG-00715,2025-03-01,No material driver detected,
ENG-00715,2025-04-01,No material driver detected,
ENG-00715,2025-05-01,No material driver detected,
ENG-00715,2025-06-01,No material driver detected,
ENG-00716,2026-05-01,No material driver detected,
ENG-00716,2026-06-01,No material driver detected,
ENG-00716,2026-07-01,No material driver detected,
ENG-00716,2026-08-01,No material driver detected,
ENG-00716,2026-09-01,Client feedback | Sentiment | Performance,Client feedback (+1.96) | Sentiment (+0.99) | Performance (+0.63)
ENG-00716,2026-10-01,Performance | Sentiment | Client feedback,Performance (+2.56) | Sentiment (+1.96) | Client feedback (+1.16)
ENG-00717,2025-02-01,No material driver detected,
ENG-00717,2025-03-01,No material driver detected,
ENG-00717,2025-04-01,Sentiment | Client feedback | Milestone delivery,Sentiment (+1.47) | Client feedback (+0.41) | Milestone delivery (+0.39)
ENG-00717,2025-05-01,No material driver detected,
ENG-00717,2025-06-01,Client feedback | Sentiment | Role profile,Client feedback (+2.07) | Sentiment (+1.67) | Role profile (+0.25)
ENG-00717,2025-07-01,Performance | Sentiment | Milestone delivery,Performance (+0.94) | Sentiment (+0.75) | Milestone delivery (+0.49)
ENG-00717,2025-08-01,No material driver detected,
ENG-00718,2026-08-01,No material driver detected,
ENG-00719,2024-12-01,No material driver detected,
ENG-00719,2025-01-01,No material driver detected,
ENG-00719,2025-02-01,No material driver detected,
ENG-00719,2025-03-01,No material driver detected,
ENG-00719,2025-04-01,No material driver detected,
ENG-00719,2025-05-01,No material driver detected,
ENG-00719,2025-06-01,No material driver detected,
ENG-00720,2024-04-01,Performance | Client feedback | Sentiment,Performance (+0.69) | Client feedback (+0.62) | Sentiment (+0.43)
ENG-00720,2024-05-01,Client feedback | Sentiment | Role profile,Client feedback (+1.97) | Sentiment (+1.80) | Role profile (+0.25)
ENG-00720,2024-06-01,No material driver detected,
ENG-00720,2024-07-01,Client feedback | Sentiment | Performance,Client feedback (+2.08) | Sentiment (+1.67) | Performance (+0.82)
ENG-00720,2024-08-01,No material driver detected,
ENG-00720,2024-09-01,Sentiment | Milestone delivery | Role profile,Sentiment (+1.92) | Milestone delivery (+0.25) | Role profile (+0.25)
ENG-00720,2024-10-01,Client feedback | Performance | Role profile,Client feedback (+2.07) | Performance (+1.69) | Role profile (+0.25)
ENG-00720,2024-11-01,No material driver detected,
ENG-00720,2024-12-01,Client feedback | Performance | Sentiment,Client feedback (+1.83) | Performance (+1.19) | Sentiment (+0.90)
ENG-00720,2025-01-01,Client feedback | Sentiment | Role profile,Client feedback (+2.89) | Sentiment (+0.37) | Role profile (+0.25)
ENG-00720,2025-02-01,No material driver detected,
ENG-00720,2025-03-01,Sentiment | Role profile | Performance,Sentiment (+1.24) | Role profile (+0.25) | Performance (+0.19)
ENG-00720,2025-04-01,No material driver detected,
ENG-00721,2025-01-01,No material driver detected,
ENG-00721,2025-02-01,No material driver detected,
ENG-00721,2025-03-01,No material driver detected,
ENG-00721,2025-04-01,No material driver detected,
ENG-00721,2025-05-01,Client feedback | Sentiment,Client feedback (+2.27) | Sentiment (+0.49)
ENG-00721,2025-06-01,No material driver detected,
ENG-00721,2025-07-01,No material driver detected,
ENG-00721,2025-08-01,No material driver detected,
ENG-00721,2025-09-01,No material driver detected,
ENG-00721,2025-10-01,No material driver detected,
ENG-00721,2025-11-01,No material driver detected,
ENG-00721,2025-12-01,No material driver detected,
ENG-00721,2026-01-01,No material driver detected,
ENG-00722,2024-01-01,No material driver detected,
ENG-00722,2024-02-01,Client feedback | Performance | Milestone delivery,Client feedback (+1.63) | Performance (+0.78) | Milestone delivery (+0.38)
ENG-00722,2024-03-01,Performance | Client feedback | Sentiment,Performance (+1.76) | Client feedback (+0.95) | Sentiment (+0.40)
ENG-00722,2024-04-01,No material driver detected,
ENG-00722,2024-05-01,No material driver detected,
ENG-00722,2024-06-01,Sentiment | Client feedback | Milestone delivery,Sentiment (+1.88) | Client feedback (+0.92) | Milestone delivery (+0.17)
ENG-00722,2024-07-01,No material driver detected,
ENG-00722,2024-08-01,Performance | Sentiment,Performance (+1.64) | Sentiment (+1.22)
ENG-00722,2024-09-01,No material driver detected,
ENG-00722,2024-10-01,No material driver detected,
ENG-00722,2024-11-01,Client feedback | Sentiment,Client feedback (+2.37) | Sentiment (+2.02)
ENG-00722,2024-12-01,No material driver detected,
ENG-00723,2026-03-01,No material driver detected,
ENG-00723,2026-04-01,No material driver detected,
ENG-00723,2026-05-01,No material driver detected,
ENG-00723,2026-06-01,No material driver detected,
ENG-00723,2026-07-01,Client feedback | Performance,Client feedback (+2.53) | Performance (+1.13)
ENG-00723,2026-08-01,No material driver detected,
ENG-00724,2026-07-01,No material driver detected,
ENG-00724,2026-08-01,No material driver detected,
ENG-00725,2025-08-01,No material driver detected,
ENG-00725,2025-09-01,No material driver detected,
ENG-00725,2025-10-01,No material driver detected,
ENG-00725,2025-11-01,No material driver detected,
ENG-00725,2025-12-01,No material driver detected,
ENG-00725,2026-01-01,No material driver detected,
ENG-00725,2026-02-01,No material driver detected,
ENG-00726,2025-11-01,No material driver detected,
ENG-00726,2025-12-01,No material driver detected,
ENG-00726,2026-01-01,Client feedback | Sentiment | Role profile,Client feedback (+1.22) | Sentiment (+0.63) | Role profile (+0.35)
ENG-00726,2026-02-01,Sentiment | Milestone delivery | Role profile,Sentiment (+0.94) | Milestone delivery (+0.52) | Role profile (+0.35)
ENG-00726,2026-03-01,Client feedback | Performance | Role profile,Client feedback (+1.78) | Performance (+0.88) | Role profile (+0.35)
ENG-00726,2026-04-01,No material driver detected,
ENG-00726,2026-05-01,Sentiment | Milestone delivery | Role profile,Sentiment (+0.90) | Milestone delivery (+0.83) | Role profile (+0.35)
ENG-00726,2026-06-01,No material driver detected,
ENG-00726,2026-07-01,Performance | Client feedback | Sentiment,Performance (+1.69) | Client feedback (+0.90) | Sentiment (+0.73)
ENG-00727,2024-03-01,No material driver detected,
ENG-00727,2024-04-01,Sentiment | Milestone delivery | Contract stage,Sentiment (+0.69) | Milestone delivery (+0.28) | Contract stage (+0.27)
ENG-00727,2024-05-01,No material driver detected,
ENG-00727,2024-06-01,No material driver detected,
ENG-00727,2024-07-01,No material driver detected,
ENG-00727,2024-08-01,No material driver detected,
ENG-00727,2024-09-01,Performance | Client feedback,Performance (+1.06) | Client feedback (+0.75)
ENG-00727,2024-10-01,No material driver detected,
ENG-00727,2024-11-01,No material driver detected,
ENG-00727,2024-12-01,No material driver detected,
ENG-00728,2024-05-01,No material driver detected,
ENG-00728,2024-06-01,No material driver detected,
ENG-00728,2024-07-01,No material driver detected,
ENG-00728,2024-08-01,No material driver detected,
ENG-00728,2024-09-01,No material driver detected,
ENG-00728,2024-10-01,No material driver detected,
ENG-00728,2024-11-01,No material driver detected,
ENG-00728,2024-12-01,No material driver detected,
ENG-00728,2025-01-01,No material driver detected,
ENG-00728,2025-02-01,No material driver detected,
