engagement_id,as_of_date,client_id,talent_id,role,risk_target,behs,performance_health,client_feedback_health,milestone_health,utilisation_health,sentiment_health,behs_delta,performance_health_delta,client_feedback_health_delta,milestone_health_delta,utilisation_health_delta,sentiment_health_delta,technical_score,delivery_score,communication_score,overall_score,feedback_rating,feedback_count,delay_days,delayed_milestones,milestone_count,utilisation,utilisation_delta,engagement_age_months,remaining_months,monthly_contract_value,contract_exposure
ENG-00484,2024-07-01,C-0001,T-0055,ML Engineer,0,82.06,86.15,85.67,99.66,72.53,62.87,5.180000000000007,3.8300000000000125,-2.7099999999999937,23.299999999999997,2.680000000000007,-1.500000000000007,80.69,91.61,86.72,89.36,4.28,1,0.0,0,1,0.7046,-0.05400000000000005,2,10,1527641.17,15276411.7
ENG-00484,2024-08-01,C-0001,T-0055,ML Engineer,0,85.67,83.47,93.18,100.0,82.64,68.87,3.6099999999999994,-2.680000000000007,7.510000000000005,0.3400000000000034,10.11,6.000000000000007,85.56,86.45,82.74,91.0,4.66,1,0.0,0,1,0.7537,0.04910000000000003,3,9,1527641.17,13748770.53
ENG-00484,2024-09-01,C-0001,T-0055,ML Engineer,0,79.36,85.8,81.24,88.79,79.66,59.79,-6.310000000000002,2.3299999999999983,-11.940000000000012,-11.209999999999994,-2.980000000000004,-9.080000000000005,80.22,77.17,91.92,84.95,4.06,1,2.0,0,1,0.6704,-0.08330000000000004,4,8,1527641.17,12221129.36
ENG-00484,2024-10-01,C-0001,T-0055,ML Engineer,0,82.66,80.98,92.97,100.0,71.35,65.59,3.299999999999997,-4.819999999999993,11.730000000000004,11.209999999999994,-8.310000000000002,5.800000000000004,77.36,83.72,83.07,89.93,4.65,1,0.0,0,1,0.7106,0.040200000000000014,5,7,1527641.17,10693488.19
ENG-00484,2024-11-01,C-0001,T-0055,ML Engineer,0,81.96,83.74,81.05,94.06,78.4,71.24,-0.7000000000000028,2.759999999999991,-11.920000000000002,-5.939999999999998,7.050000000000011,5.6499999999999915,83.25,75.58,89.03,85.38,4.05,1,0.0,0,1,0.7461,0.035499999999999976,6,6,1527641.17,9165847.02
ENG-00484,2024-12-01,C-0001,T-0055,ML Engineer,0,81.97,82.81,89.39,98.93,76.19,60.88,0.010000000000005116,-0.9299999999999926,8.340000000000003,4.8700000000000045,-2.210000000000008,-10.359999999999992,84.92,80.34,86.13,89.15,4.47,1,0.0,0,1,0.7332,-0.012900000000000023,7,5,1527641.17,7638205.85
ENG-00484,2025-01-01,C-0001,T-0055,ML Engineer,0,85.18,84.59,83.91,100.0,83.78,73.41,3.210000000000008,1.7800000000000011,-5.480000000000004,1.0699999999999932,7.590000000000003,12.529999999999994,80.64,83.78,87.16,88.2,4.2,1,0.0,0,1,0.7519,0.01870000000000005,8,4,1527641.17,6110564.68
ENG-00484,2025-02-01,C-0001,T-0055,ML Engineer,0,87.14,79.06,93.31,100.0,81.26,82.6,1.9599999999999937,-5.530000000000001,9.400000000000006,0.0,-2.519999999999996,9.189999999999998,78.06,76.46,86.18,89.28,4.67,1,0.0,0,1,0.7854,0.033499999999999974,9,3,1527641.17,4582923.51
ENG-00484,2025-03-01,C-0001,T-0055,ML Engineer,0,78.29,83.54,84.98,88.95,71.91,59.14,-8.849999999999994,4.480000000000004,-8.329999999999998,-11.049999999999997,-9.350000000000009,-23.459999999999994,86.87,84.74,84.8,85.4,4.25,1,2.0,0,1,0.712,-0.07340000000000002,10,2,1527641.17,3055282.34
ENG-00484,2025-04-01,C-0001,T-0055,ML Engineer,0,81.29,80.61,90.73,90.94,76.5,66.65,3.0,-2.930000000000007,5.75,1.9899999999999949,4.590000000000003,7.510000000000005,77.55,77.12,75.41,86.74,4.54,1,1.0,0,1,0.7863,0.07430000000000003,11,1,1527641.17,1527641.17
ENG-00484,2025-05-01,C-0001,T-0055,ML Engineer,0,80.25,89.12,86.45,83.99,77.04,61.6,-1.0400000000000063,8.510000000000005,-4.280000000000001,-6.950000000000003,0.5400000000000063,-5.050000000000004,91.25,81.85,87.73,86.91,4.32,1,3.0,0,1,0.6537,-0.13260000000000005,12,0,1527641.17,0.0
ENG-00485,2024-06-01,C-0026,T-0380,Data Analyst,0,75.38,77.79,78.34,89.47,78.19,53.23,0.0,0.0,0.0,0.0,0.0,0.0,73.55,80.64,75.72,80.9,3.92,1,0.0,0,1,0.4948,0.0,0,10,2985695.99,29856959.900000002
ENG-00485,2024-07-01,C-0026,T-0380,Data Analyst,0,75.39,79.1,78.2,88.72,69.28,59.2,0.010000000000005116,1.309999999999988,-0.14000000000000057,-0.75,-8.909999999999997,5.970000000000006,76.02,82.44,81.34,81.19,3.91,1,2.0,0,1,0.6259,0.1311,1,9,2985695.99,26871263.910000004
ENG-00485,2024-08-01,C-0026,T-0380,Data Analyst,0,74.13,74.32,84.32,73.97,75.03,63.18,-1.2600000000000051,-4.780000000000001,6.11999999999999,-14.75,5.75,3.979999999999997,75.89,71.12,76.18,77.73,4.22,1,4.0,1,1,0.6716,0.04569999999999996,2,8,2985695.99,23885567.92
ENG-00485,2024-09-01,C-0026,T-0380,Data Analyst,0,74.87,80.84,77.93,71.68,77.64,65.47,0.7400000000000091,6.52000000000001,-6.389999999999986,-2.289999999999992,2.6099999999999994,2.289999999999999,84.06,78.99,85.91,77.53,3.9,1,4.0,1,1,0.6686,-0.0030000000000000027,3,7,2985695.99,20899871.93
ENG-00485,2024-10-01,C-0026,T-0380,Data Analyst,0,76.29,74.87,82.59,89.12,73.64,60.91,1.4200000000000017,-5.969999999999999,4.659999999999997,17.439999999999998,-4.0,-4.560000000000002,77.16,78.01,72.28,81.14,4.13,1,2.0,0,1,0.7288,0.06020000000000003,4,6,2985695.99,17914175.94
ENG-00485,2024-11-01,C-0026,T-0380,Data Analyst,0,72.32,77.98,84.3,60.07,80.47,59.39,-3.970000000000013,3.1099999999999994,1.7099999999999937,-29.050000000000004,6.829999999999998,-1.519999999999996,74.56,70.99,74.7,75.71,4.21,1,6.0,1,1,0.7736,0.04479999999999995,5,5,2985695.99,14928479.950000001
ENG-00485,2024-12-01,C-0026,T-0380,Data Analyst,0,71.69,75.34,86.68,77.12,64.26,52.31,-0.6299999999999955,-2.6400000000000006,2.3800000000000097,17.050000000000004,-16.209999999999994,-7.079999999999998,75.23,76.84,61.24,79.75,4.33,1,4.0,1,1,0.5159,-0.25769999999999993,6,4,2985695.99,11942783.96
ENG-00485,2025-01-01,C-0026,T-0380,Data Analyst,0,78.28,81.42,80.65,91.64,79.77,57.49,6.590000000000003,6.079999999999998,-6.030000000000001,14.519999999999996,15.509999999999991,5.18,85.79,88.75,89.5,83.7,4.03,1,0.0,0,1,0.7201,0.20419999999999994,7,3,2985695.99,8957087.97
ENG-00485,2025-02-01,C-0026,T-0380,Data Analyst,0,72.14,77.28,79.92,60.89,79.79,63.44,-6.140000000000001,-4.140000000000001,-0.730000000000004,-30.75,0.020000000000010232,5.949999999999996,76.26,77.59,80.12,74.11,4.0,1,7.0,1,1,0.6834,-0.036699999999999955,8,2,2985695.99,5971391.98
ENG-00485,2025-03-01,C-0026,T-0380,Data Analyst,0,81.31,76.33,83.55,98.35,87.29,63.8,9.170000000000002,-0.9500000000000028,3.6299999999999955,37.459999999999994,7.5,0.35999999999999943,83.55,72.76,82.51,84.36,4.18,1,0.0,0,1,0.9009,0.21750000000000003,9,1,2985695.99,2985695.99
ENG-00485,2025-04-01,C-0026,T-0380,Data Analyst,0,81.74,83.42,87.52,94.28,69.52,70.48,0.4299999999999926,7.090000000000003,3.969999999999999,-4.069999999999993,-17.77000000000001,6.680000000000007,88.44,87.84,92.7,87.57,4.38,1,1.0,0,1,0.8108,-0.09010000000000007,10,0,2985695.99,0.0
ENG-00486,2026-02-01,C-0034,T-0121,AI Engineer,0,74.62,83.22,76.16,76.07,71.34,63.35,0.0,0.0,0.0,0.0,0.0,0.0,74.92,79.39,84.61,78.96,3.81,1,4.0,1,1,0.7395,0.0,0,9,1378513.48,12406621.32
ENG-00486,2026-03-01,C-0034,T-0121,AI Engineer,0,73.03,71.92,79.83,81.08,78.33,55.56,-1.5900000000000034,-11.299999999999997,3.6700000000000017,5.010000000000005,6.989999999999995,-7.789999999999999,72.13,71.77,72.53,76.98,3.99,1,3.0,0,1,0.5915,-0.14800000000000002,1,8,1378513.48,11028107.84
ENG-00486,2026-04-01,C-0034,T-0121,AI Engineer,0,73.88,74.74,76.89,89.23,74.08,54.28,0.8499999999999943,2.819999999999993,-2.9399999999999977,8.150000000000006,-4.25,-1.2800000000000011,78.22,62.05,68.43,79.12,3.84,1,1.0,0,1,0.4609,-0.13060000000000005,2,7,1378513.48,9649594.36
ENG-00486,2026-05-01,C-0034,T-0121,AI Engineer,0,72.2,75.31,76.78,82.77,73.03,52.52,-1.6799999999999926,0.5700000000000074,-0.10999999999999943,-6.460000000000008,-1.0499999999999972,-1.759999999999998,75.29,70.44,68.43,77.69,3.84,1,3.0,0,1,0.7456,0.28470000000000006,3,6,1378513.48,8271080.88
ENG-00486,2026-06-01,C-0034,T-0121,AI Engineer,0,76.38,77.67,84.12,90.46,68.63,58.75,4.179999999999993,2.3599999999999994,7.340000000000003,7.689999999999998,-4.400000000000006,6.229999999999997,78.82,78.39,83.7,83.13,4.21,1,0.0,0,1,0.5817,-0.16390000000000005,4,5,1378513.48,6892567.4
ENG-00486,2026-07-01,C-0034,T-0121,AI Engineer,0,76.29,79.83,86.47,94.61,66.42,50.79,-0.0899999999999892,2.1599999999999966,2.3499999999999943,4.150000000000006,-2.2099999999999937,-7.960000000000001,81.4,71.4,76.09,85.85,4.32,1,0.0,0,1,0.6941,0.11240000000000006,5,4,1378513.48,5514053.92
ENG-00486,2026-08-01,C-0034,T-0121,AI Engineer,0,77.81,77.29,81.8,95.64,82.87,52.83,1.519999999999996,-2.539999999999992,-4.670000000000002,1.0300000000000011,16.450000000000003,2.039999999999999,79.62,72.79,81.45,83.46,4.09,1,0.0,0,1,0.5938,-0.10030000000000006,6,3,1378513.48,4135540.44
ENG-00487,2024-10-01,C-0032,T-0168,Data Engineer,0,79.44,80.94,79.15,94.85,73.13,67.18,0.0,0.0,0.0,0.0,0.0,0.0,77.05,86.43,77.95,83.79,3.96,1,1.0,0,1,0.6356,0.0,0,12,1209905.2,14518862.399999999
ENG-00487,2024-11-01,C-0032,T-0168,Data Engineer,0,80.77,79.11,89.8,77.45,79.95,77.74,1.3299999999999983,-1.8299999999999983,10.649999999999991,-17.39999999999999,6.820000000000007,10.559999999999988,76.42,76.52,81.93,82.44,4.49,1,3.0,0,1,0.8964,0.2607999999999999,1,11,1209905.2,13308957.2
ENG-00487,2024-12-01,C-0032,T-0168,Data Engineer,0,78.6,85.98,92.53,67.73,76.09,68.17,-2.1700000000000017,6.8700000000000045,2.730000000000004,-9.719999999999999,-3.8599999999999994,-9.569999999999993,95.42,76.69,88.76,83.71,4.63,1,7.0,1,1,0.6009,-0.2955,2,10,1209905.2,12099052.0
ENG-00487,2025-01-01,C-0032,T-0168,Data Engineer,1,77.93,74.24,80.47,95.24,78.18,62.52,-0.6699999999999875,-11.740000000000009,-12.060000000000002,27.50999999999999,2.0900000000000034,-5.649999999999999,74.84,75.13,75.28,81.67,4.02,1,0.0,0,1,0.8789,0.278,3,9,1209905.2,10889146.799999999
ENG-00487,2025-02-01,C-0032,T-0168,Data Engineer,1,79.16,75.44,82.72,94.81,83.58,61.27,1.2299999999999898,1.2000000000000028,2.25,-0.4299999999999926,5.3999999999999915,-1.25,69.84,70.28,85.71,82.83,4.14,1,0.0,0,1,0.7651,-0.11380000000000001,4,8,1209905.2,9679241.6
ENG-00487,2025-03-01,C-0032,T-0168,Data Engineer,1,69.9,72.66,71.0,88.2,68.46,48.12,-9.259999999999991,-2.780000000000001,-11.719999999999999,-6.609999999999999,-15.120000000000005,-13.150000000000006,68.5,66.38,72.31,75.97,3.55,1,2.0,0,1,0.6231,-0.14200000000000002,5,7,1209905.2,8469336.4
ENG-00487,2025-04-01,C-0032,T-0168,Data Engineer,1,64.15,67.69,71.08,66.46,74.28,42.89,-5.75,-4.969999999999999,0.0799999999999983,-21.74000000000001,5.820000000000007,-5.229999999999997,70.92,74.89,65.93,68.57,3.55,1,4.0,1,1,0.6168,-0.006299999999999972,6,6,1209905.2,7259431.199999999
ENG-00488,2024-07-01,C-0031,T-0137,AI Engineer,0,83.3,82.93,91.26,95.85,78.5,66.84,0.0,0.0,0.0,0.0,0.0,0.0,85.89,81.53,83.95,89.08,4.56,1,0.0,0,1,0.6638,0.0,0,10,2125987.0,21259870.0
ENG-00488,2024-08-01,C-0031,T-0137,AI Engineer,0,79.96,80.49,86.85,86.45,70.82,72.77,-3.3400000000000034,-2.440000000000012,-4.410000000000011,-9.399999999999991,-7.680000000000007,5.929999999999993,83.57,77.79,82.19,84.21,4.34,1,2.0,0,1,0.4893,-0.17449999999999993,1,9,2125987.0,19133883.0
ENG-00488,2024-09-01,C-0031,T-0137,AI Engineer,0,76.74,79.74,85.51,93.39,71.59,51.41,-3.219999999999999,-0.75,-1.3399999999999892,6.939999999999998,0.7700000000000102,-21.36,81.59,83.33,84.85,85.17,4.28,1,1.0,0,1,0.5644,0.0751,2,8,2125987.0,17007896.0
ENG-00488,2024-10-01,C-0031,T-0137,AI Engineer,0,84.55,86.68,91.31,86.91,76.07,79.14,7.810000000000002,6.940000000000012,5.799999999999997,-6.480000000000004,4.47999999999999,27.730000000000004,86.48,86.04,81.53,88.36,4.57,1,2.0,0,1,0.7947,0.23029999999999995,3,7,2125987.0,14881909.0
ENG-00488,2024-11-01,C-0031,T-0137,AI Engineer,0,86.03,85.81,90.48,98.95,84.08,70.38,1.480000000000004,-0.8700000000000045,-0.8299999999999983,12.040000000000006,8.010000000000005,-8.760000000000005,96.34,89.87,85.3,90.73,4.52,1,0.0,0,1,0.726,-0.06869999999999998,4,6,2125987.0,12755922.0
ENG-00488,2024-12-01,C-0031,T-0137,AI Engineer,0,81.08,81.19,92.58,83.92,75.11,71.08,-4.950000000000003,-4.6200000000000045,2.0999999999999943,-15.030000000000001,-8.969999999999999,0.7000000000000028,87.39,71.84,88.51,85.86,4.63,1,4.0,1,1,0.5763,-0.14969999999999994,5,5,2125987.0,10629935.0
ENG-00488,2025-01-01,C-0031,T-0137,AI Engineer,0,79.29,81.57,83.98,94.44,70.88,62.9,-1.789999999999992,0.37999999999999545,-8.599999999999994,10.519999999999996,-4.230000000000004,-8.18,82.78,81.74,75.93,85.63,4.2,1,0.0,0,1,0.8822,0.30589999999999995,6,4,2125987.0,8503948.0
ENG-00488,2025-02-01,C-0031,T-0137,AI Engineer,0,80.09,81.97,83.94,88.79,72.74,70.73,0.7999999999999972,0.4000000000000057,-0.04000000000000625,-5.6499999999999915,1.8599999999999994,7.830000000000005,80.78,87.7,86.73,84.36,4.2,1,2.0,0,1,0.7129,-0.1693,7,3,2125987.0,6377961.0
ENG-00488,2025-03-01,C-0031,T-0137,AI Engineer,0,81.8,81.89,89.92,96.37,74.76,64.28,1.7099999999999937,-0.0799999999999983,5.980000000000004,7.579999999999998,2.0200000000000102,-6.450000000000003,86.05,84.79,73.29,88.32,4.5,1,0.0,0,1,0.8284,0.11550000000000005,8,2,2125987.0,4251974.0
ENG-00488,2025-04-01,C-0031,T-0137,AI Engineer,0,85.35,85.65,93.94,94.35,70.22,78.74,3.549999999999997,3.760000000000005,4.019999999999996,-2.0200000000000102,-4.540000000000006,14.459999999999994,79.87,83.49,84.48,90.73,4.7,1,0.0,0,1,0.683,-0.14539999999999997,9,1,2125987.0,2125987.0
ENG-00488,2025-05-01,C-0031,T-0137,AI Engineer,0,84.41,85.59,91.07,99.72,85.77,59.95,-0.9399999999999977,-0.060000000000002274,-2.8700000000000045,5.3700000000000045,15.549999999999997,-18.789999999999992,90.06,89.63,87.05,91.04,4.55,1,0.0,0,1,0.7919,0.1089,10,0,2125987.0,0.0
ENG-00489,2025-04-01,C-0056,T-0413,Data Engineer,0,66.29,68.42,71.81,72.8,72.93,46.63,0.0,0.0,0.0,0.0,0.0,0.0,62.7,71.42,63.18,70.7,3.59,1,4.0,1,1,0.5177,0.0,0,11,1948427.54,21432702.94
ENG-00489,2025-05-01,C-0056,T-0413,Data Engineer,0,67.52,68.32,68.64,84.76,75.71,42.02,1.2299999999999898,-0.10000000000000853,-3.1700000000000017,11.960000000000008,2.779999999999987,-4.609999999999999,59.29,65.77,76.95,72.54,3.43,1,1.0,0,1,0.593,0.07529999999999992,1,10,1948427.54,19484275.4
ENG-00489,2025-06-01,C-0056,T-0413,Data Engineer,0,60.57,67.84,68.23,51.51,65.47,49.21,-6.949999999999996,-0.47999999999998977,-0.4099999999999966,-33.25000000000001,-10.239999999999995,7.189999999999998,69.79,56.13,64.86,63.89,3.41,1,8.0,1,1,0.6919,0.09889999999999999,2,9,1948427.54,17535847.86
ENG-00489,2025-07-01,C-0056,T-0413,Data Engineer,0,67.23,71.9,72.89,75.7,71.99,43.67,6.660000000000004,4.060000000000002,4.659999999999997,24.190000000000005,6.519999999999996,-5.539999999999999,74.88,64.32,78.35,73.19,3.64,1,4.0,1,1,0.7407,0.048800000000000066,3,8,1948427.54,15587420.32
ENG-00489,2025-08-01,C-0056,T-0413,Data Engineer,0,65.75,69.52,68.72,71.95,77.06,43.37,-1.480000000000004,-2.3800000000000097,-4.170000000000002,-3.75,5.070000000000007,-0.30000000000000426,68.49,70.09,73.27,69.85,3.44,1,4.0,1,1,0.7083,-0.032399999999999984,4,7,1948427.54,13638992.780000001
ENG-00489,2025-09-01,C-0056,T-0413,Data Engineer,0,61.32,65.01,64.09,68.89,64.54,43.95,-4.43,-4.509999999999991,-4.6299999999999955,-3.0600000000000023,-12.519999999999996,0.5800000000000054,63.92,61.06,69.33,65.65,3.2,1,3.0,0,1,0.5006,-0.2077,5,6,1948427.54,11690565.24
ENG-00489,2025-10-01,C-0056,T-0413,Data Engineer,1,58.67,60.83,60.39,71.99,74.89,28.74,-2.6499999999999986,-4.180000000000007,-3.700000000000003,3.0999999999999943,10.349999999999994,-15.210000000000004,62.59,58.19,49.71,63.47,3.02,1,3.0,0,1,0.8348,0.33419999999999994,6,5,1948427.54,9742137.7
ENG-00489,2025-11-01,C-0056,T-0413,Data Engineer,1,50.08,57.64,52.89,53.97,63.43,23.95,-8.590000000000003,-3.1899999999999977,-7.5,-18.019999999999996,-11.46,-4.789999999999999,59.63,61.68,53.1,55.06,2.64,1,8.0,1,1,0.5499,-0.28489999999999993,7,4,1948427.54,7793710.16
ENG-00489,2025-12-01,C-0056,T-0413,Data Engineer,1,46.08,58.0,40.38,50.34,62.02,20.67,-4.0,0.35999999999999943,-12.509999999999998,-3.6299999999999955,-1.4099999999999966,-3.2799999999999976,58.72,56.29,51.17,49.92,2.02,1,6.0,1,1,0.4283,-0.12160000000000004,8,3,1948427.54,5845282.62
ENG-00490,2024-08-01,C-0049,T-0017,Analytics Engineer,0,74.11,77.45,71.54,85.02,70.69,64.17,0.0,0.0,0.0,0.0,0.0,0.0,79.11,84.7,84.67,77.27,3.58,1,2.0,0,1,0.6524,0.0,0,6,1069394.5,6416367.0
ENG-00490,2024-09-01,C-0049,T-0017,Analytics Engineer,0,70.22,74.47,76.27,79.04,65.57,53.55,-3.8900000000000006,-2.980000000000004,4.72999999999999,-5.97999999999999,-5.1200000000000045,-10.620000000000005,78.58,59.2,82.2,76.24,3.81,1,3.0,0,1,0.6444,-0.008000000000000007,1,5,1069394.5,5346972.5
ENG-00490,2024-10-01,C-0049,T-0017,Analytics Engineer,0,72.58,75.3,79.07,70.27,77.92,61.02,2.3599999999999994,0.8299999999999983,2.799999999999997,-8.77000000000001,12.350000000000009,7.470000000000006,70.85,70.81,67.29,75.36,3.95,1,5.0,1,1,0.7451,0.10070000000000001,2,4,1069394.5,4277578.0
ENG-00490,2024-11-01,C-0049,T-0017,Analytics Engineer,0,69.93,74.75,75.53,71.39,73.76,53.95,-2.6499999999999915,-0.5499999999999972,-3.539999999999992,1.1200000000000045,-4.159999999999997,-7.07,74.03,72.97,84.66,74.18,3.78,1,4.0,1,1,0.7033,-0.04179999999999995,3,3,1069394.5,3208183.5
ENG-00490,2024-12-01,C-0049,T-0017,Analytics Engineer,0,71.5,80.49,83.65,69.69,72.02,49.53,1.5699999999999932,5.739999999999995,8.120000000000005,-1.7000000000000028,-1.740000000000009,-4.420000000000002,76.47,69.8,66.54,78.9,4.18,1,4.0,1,1,0.562,-0.14129999999999998,4,2,1069394.5,2138789.0
ENG-00490,2025-01-01,C-0049,T-0017,Analytics Engineer,0,76.98,76.58,82.49,98.76,72.93,53.24,5.480000000000004,-3.9099999999999966,-1.1600000000000108,29.070000000000007,0.9100000000000108,3.710000000000001,77.28,83.67,77.49,84.19,4.12,1,0.0,0,1,0.5639,0.0018999999999999018,5,1,1069394.5,1069394.5
ENG-00490,2025-02-01,C-0049,T-0017,Analytics Engineer,0,73.98,77.6,79.84,88.33,61.82,58.38,-3.0,1.019999999999996,-2.6499999999999915,-10.430000000000007,-11.110000000000007,5.140000000000001,71.8,68.58,84.26,81.07,3.99,1,2.0,0,1,0.663,0.09910000000000008,6,0,1069394.5,0.0
ENG-00491,2024-07-01,C-0016,T-0177,BI Developer,0,74.08,74.66,73.31,89.38,79.35,54.88,0.0,0.0,0.0,0.0,0.0,0.0,72.99,75.77,68.91,77.87,3.67,1,0.0,0,1,0.6782,0.0,0,9,1444237.84,12998140.56
ENG-00491,2024-08-01,C-0016,T-0177,BI Developer,0,71.7,74.22,75.17,88.14,76.56,44.99,-2.3799999999999955,-0.4399999999999977,1.8599999999999994,-1.2399999999999949,-2.789999999999992,-9.89,69.12,75.59,70.97,78.03,3.76,1,2.0,0,1,0.6379,-0.0403,1,8,1444237.84,11553902.72
ENG-00491,2024-09-01,C-0016,T-0177,BI Developer,0,65.99,72.96,75.05,63.5,59.86,55.31,-5.710000000000008,-1.2600000000000051,-0.12000000000000455,-24.64,-16.700000000000003,10.32,74.2,67.55,85.25,71.33,3.75,1,6.0,1,1,0.7226,0.0847,2,7,1444237.84,10109664.88
ENG-00491,2024-10-01,C-0016,T-0177,BI Developer,0,68.75,70.77,66.78,94.14,68.63,42.9,2.760000000000005,-2.1899999999999977,-8.269999999999996,30.64,8.769999999999996,-12.410000000000004,68.68,73.03,68.96,75.22,3.34,1,0.0,0,1,0.5798,-0.14280000000000004,3,6,1444237.84,8665427.040000001
ENG-00491,2024-11-01,C-0016,T-0177,BI Developer,0,66.48,71.09,71.49,74.17,63.08,50.56,-2.269999999999996,0.3200000000000074,4.709999999999994,-19.97,-5.549999999999997,7.660000000000004,67.04,66.03,76.98,72.0,3.57,1,4.0,1,1,0.6424,0.06259999999999999,4,5,1444237.84,7221189.2
ENG-00491,2024-12-01,C-0016,T-0177,BI Developer,0,70.6,72.54,68.54,90.5,71.38,49.74,4.11999999999999,1.4500000000000028,-2.9499999999999886,16.33,8.299999999999997,-0.8200000000000003,69.93,76.93,74.41,75.63,3.43,1,0.0,0,1,0.4149,-0.22749999999999998,5,4,1444237.84,5776951.36
ENG-00491,2025-01-01,C-0016,T-0177,BI Developer,0,68.51,72.57,75.14,75.06,70.0,49.14,-2.089999999999989,0.029999999999986926,6.599999999999994,-15.439999999999998,-1.3799999999999955,-0.6000000000000014,73.3,66.47,77.85,74.09,3.76,1,4.0,1,1,0.7589,0.34400000000000003,6,3,1444237.84,4332713.5200000005
ENG-00491,2025-02-01,C-0016,T-0177,BI Developer,0,71.55,70.51,67.43,94.53,74.25,51.97,3.039999999999992,-2.059999999999988,-7.709999999999994,19.47,4.25,2.8299999999999983,72.49,67.67,60.95,75.43,3.37,1,0.0,0,1,0.6294,-0.12950000000000006,7,2,1444237.84,2888475.68
ENG-00491,2025-03-01,C-0016,T-0177,BI Developer,0,68.44,77.49,73.15,71.02,67.11,50.84,-3.1099999999999994,6.97999999999999,5.719999999999999,-23.510000000000005,-7.140000000000001,-1.1299999999999955,73.76,75.31,84.14,74.35,3.66,1,5.0,1,1,0.5731,-0.056299999999999906,8,1,1444237.84,1444237.84
ENG-00491,2025-04-01,C-0016,T-0177,BI Developer,0,69.03,66.68,72.77,88.85,67.09,49.85,0.5900000000000034,-10.809999999999988,-0.38000000000000966,17.83,-0.01999999999999602,-0.990000000000002,71.59,65.74,58.4,74.35,3.64,1,1.0,0,1,0.6409,0.06779999999999997,9,0,1444237.84,0.0
ENG-00492,2024-12-01,C-0022,T-0140,Data Engineer,0,77.45,76.74,76.1,96.82,82.82,56.29,0.0,0.0,0.0,0.0,0.0,0.0,78.54,64.61,79.86,81.53,3.8,1,0.0,0,1,0.6553,0.0,0,6,1053280.77,6319684.62
ENG-00492,2025-01-01,C-0022,T-0140,Data Engineer,0,79.19,77.31,82.05,100.0,71.37,63.75,1.7399999999999949,0.5700000000000074,5.950000000000003,3.180000000000007,-11.449999999999989,7.460000000000001,78.48,71.17,80.57,84.64,4.1,1,0.0,0,1,0.486,-0.1693,1,5,1053280.77,5266403.85
ENG-00492,2025-02-01,C-0022,T-0140,Data Engineer,0,80.31,77.6,88.59,93.97,83.71,59.22,1.1200000000000045,0.28999999999999204,6.540000000000006,-6.030000000000001,12.33999999999999,-4.530000000000001,74.03,79.55,77.1,85.54,4.43,1,0.0,0,1,0.521,0.03500000000000003,2,4,1053280.77,4213123.08
ENG-00492,2025-03-01,C-0022,T-0140,Data Engineer,0,77.25,74.4,90.25,90.88,69.34,60.09,-3.0600000000000023,-3.1999999999999886,1.6599999999999966,-3.0900000000000034,-14.36999999999999,0.8700000000000045,72.21,73.85,70.85,84.07,4.51,1,2.0,0,1,0.7342,0.21319999999999995,3,3,1053280.77,3159842.31
ENG-00492,2025-04-01,C-0022,T-0140,Data Engineer,0,74.32,80.34,81.47,85.63,65.91,54.64,-2.930000000000007,5.939999999999998,-8.780000000000001,-5.25,-3.430000000000007,-5.450000000000003,79.62,76.98,84.51,82.06,4.07,1,2.0,0,1,0.6464,-0.08779999999999999,4,2,1053280.77,2106561.54
ENG-00492,2025-05-01,C-0022,T-0140,Data Engineer,0,71.91,77.15,78.48,77.15,71.47,53.89,-2.4099999999999966,-3.1899999999999977,-2.989999999999995,-8.47999999999999,5.560000000000002,-0.75,78.72,82.38,76.87,77.61,3.92,1,4.0,1,1,0.5748,-0.0716,5,1,1053280.77,1053280.77
ENG-00492,2025-06-01,C-0022,T-0140,Data Engineer,0,81.31,85.94,80.96,95.4,72.34,68.52,9.400000000000006,8.789999999999992,2.4799999999999898,18.25,0.8700000000000045,14.629999999999995,79.24,88.91,89.59,86.56,4.05,1,0.0,0,1,0.6069,0.03210000000000002,6,0,1053280.77,0.0
ENG-00493,2024-07-01,C-0041,T-0137,AI Engineer,0,71.42,77.06,83.14,61.73,73.17,61.04,0.0,0.0,0.0,0.0,0.0,0.0,77.23,68.72,75.56,75.35,4.16,1,7.0,1,1,0.7325,0.0,0,8,884892.2,7079137.6
ENG-00493,2024-08-01,C-0041,T-0137,AI Engineer,0,78.11,82.64,91.13,81.85,79.01,55.02,6.689999999999998,5.579999999999998,7.989999999999995,20.119999999999997,5.840000000000003,-6.019999999999996,86.79,85.36,91.98,85.41,4.56,1,3.0,0,1,0.6637,-0.06880000000000008,1,7,884892.2,6194245.399999999
ENG-00493,2024-09-01,C-0041,T-0137,AI Engineer,0,79.63,77.22,81.23,98.12,77.88,63.87,1.519999999999996,-5.420000000000002,-9.899999999999991,16.27000000000001,-1.1300000000000097,8.849999999999994,77.82,82.25,82.87,83.85,4.06,1,0.0,0,1,0.6531,-0.010599999999999943,2,6,884892.2,5309353.199999999
