engagement_id,as_of_date,behs,health_band,client_id,client_name,industry,talent_id,role,monthly_contract_value,risk_probability,risk_band,contract_exposure,risk_adjusted_exposure
ENG-00355,2026-08-01,84.42,Healthy,C-0005,Client 005,Healthcare,T-0257,Data Analyst,1377913.49,0.0378845603291525,Low,5511653.96,208806.5869610323
ENG-00356,2026-05-01,77.56,Watch,C-0028,Client 028,Energy,T-0162,AI Engineer,2500057.91,0.0497043081625387,Low,0.0,0.0
ENG-00357,2025-06-01,72.92,Watch,C-0055,Client 055,Healthcare,T-0002,Analytics Engineer,2749511.18,0.0351297081032131,Low,0.0,0.0
ENG-00358,2026-01-01,73.68,Watch,C-0056,Client 056,FinTech,T-0240,Data Analyst,2695214.93,0.1974033468901575,Low,0.0,0.0
ENG-00359,2025-11-01,66.87,Watch,C-0013,Client 013,Insurance,T-0076,Analytics Engineer,1310598.95,0.4332659354388488,Watch,0.0,0.0
ENG-00360,2025-01-01,84.49,Healthy,C-0024,Client 024,Logistics,T-0490,Analytics Engineer,1561087.23,0.0007177271809776,Low,0.0,0.0
ENG-00361,2025-02-01,79.51,Watch,C-0025,Client 025,Energy,T-0146,Data Analyst,1352007.98,0.0080202634192781,Low,0.0,0.0
ENG-00362,2025-04-01,54.57,Critical,C-0034,Client 034,Retail,T-0238,Data Analyst,3168947.37,0.9981141484784736,Critical,9506842.11,9488913.617341945
ENG-00363,2024-10-01,74.84,Watch,C-0033,Client 033,FinTech,T-0010,Data Analyst,3074255.61,0.4928479503006619,Watch,0.0,0.0
ENG-00364,2026-10-01,47.2,Critical,C-0007,Client 007,FinTech,T-0066,Data Analyst,1535586.37,0.9984632110233468,Critical,3071172.74,3066452.9955877704
ENG-00365,2026-08-01,64.53,Watch,C-0046,Client 046,Logistics,T-0104,ML Engineer,2819803.11,0.2529491268261612,Low,31017834.209999997,7845934.079458131
ENG-00366,2026-07-01,48.77,Critical,C-0014,Client 014,Energy,T-0026,Analytics Engineer,923377.15,0.99415003198932,Critical,1846754.3,1835950.8464214143
ENG-00367,2026-08-01,71.14,Watch,C-0019,Client 019,Energy,T-0363,AI Engineer,867171.69,0.1153202717861627,Low,1734343.38,200004.94995213204
ENG-00368,2025-05-01,77.24,Watch,C-0051,Client 051,Energy,T-0473,AI Engineer,1710551.74,0.1065868010482177,Low,0.0,0.0
ENG-00369,2026-08-01,69.97,Watch,C-0042,Client 042,Energy,T-0493,BI Developer,3309608.0,0.1047729304718915,Low,0.0,0.0
ENG-00370,2026-05-01,77.19,Watch,C-0024,Client 024,Logistics,T-0133,Data Scientist,1618133.16,0.0216778114422338,Low,0.0,0.0
ENG-00371,2026-08-01,73.08,Watch,C-0055,Client 055,Healthcare,T-0395,Data Engineer,2321285.96,0.0721650155700442,Low,18570287.68,1340125.0995674
ENG-00372,2025-05-01,73.67,Watch,C-0024,Client 024,Logistics,T-0253,AI Engineer,2335518.72,0.2180642886282252,Low,0.0,0.0
ENG-00373,2026-08-01,76.51,Watch,C-0034,Client 034,Retail,T-0023,Data Scientist,2262391.72,0.0210316312897185,Low,6787175.16,142745.36546385617
ENG-00374,2026-08-01,76.45,Watch,C-0015,Client 015,Insurance,T-0046,BI Developer,1941061.11,0.0196891210176689,Low,3882122.22,76435.57419496146
ENG-00375,2026-08-01,70.45,Watch,C-0011,Client 011,Retail,T-0274,AI Engineer,1263593.83,0.7480681775530095,Critical,11372344.47,8507289.002177946
ENG-00376,2024-10-01,53.07,Critical,C-0030,Client 030,Healthcare,T-0212,BI Developer,1673779.66,0.9891011908778048,Critical,11716457.62,11588762.18481133
ENG-00377,2026-06-01,61.11,Watch,C-0034,Client 034,Retail,T-0005,Analytics Engineer,1042059.78,0.2903936404065975,Low,0.0,0.0
ENG-00378,2025-05-01,80.89,Healthy,C-0049,Client 049,Insurance,T-0466,ML Engineer,1414580.67,0.0195151931843589,Low,0.0,0.0
ENG-00379,2026-08-01,65.82,Watch,C-0024,Client 024,Logistics,T-0366,ML Engineer,905929.15,0.5480052421202425,Watch,9059291.5,4964539.231895355
ENG-00380,2026-03-01,84.14,Healthy,C-0054,Client 054,Healthcare,T-0252,BI Developer,1654381.92,0.0067435890118836,Low,0.0,0.0
ENG-00381,2025-01-01,63.84,Watch,C-0037,Client 037,Energy,T-0494,AI Engineer,809356.06,0.6266948121282463,Watch,0.0,0.0
ENG-00382,2025-06-01,72.97,Watch,C-0005,Client 005,Healthcare,T-0486,Data Analyst,1878088.03,0.1421755865373334,Low,0.0,0.0
ENG-00383,2026-08-01,56.49,Critical,C-0045,Client 045,FinTech,T-0487,AI Engineer,1680523.79,0.9754564357440448,Critical,0.0,0.0
ENG-00384,2026-08-01,81.83,Healthy,C-0035,Client 035,Logistics,T-0130,AI Engineer,1611676.2,0.0189826759262538,Low,8058381.0,152969.63501328102
ENG-00385,2025-03-01,60.1,Watch,C-0024,Client 024,Logistics,T-0441,AI Engineer,928693.37,0.977620260359583,Critical,1857386.74,1815818.9083472372
ENG-00386,2026-08-01,77.92,Watch,C-0029,Client 029,Retail,T-0253,AI Engineer,2146330.1,0.0196651248651693,Low,6438990.300000001,126623.54825511394
ENG-00387,2026-08-01,80.43,Healthy,C-0019,Client 019,Energy,T-0364,Data Analyst,3346883.33,0.073155191443362,Low,13387533.32,979367.5629789876
ENG-00388,2024-08-01,66.61,Watch,C-0037,Client 037,Energy,T-0430,Data Analyst,2571102.65,0.8359145191743329,Critical,5142205.3,4298444.070845206
ENG-00389,2024-12-01,45.24,Critical,C-0035,Client 035,Logistics,T-0082,Data Analyst,1350937.16,0.999819099041488,Critical,10807497.28,10805542.193382932
ENG-00390,2024-04-01,54.76,Critical,C-0027,Client 027,Healthcare,T-0225,Data Analyst,2954633.1,0.9973840734130378,Critical,8863899.3,8840711.990156975
ENG-00391,2025-09-01,79.86,Watch,C-0018,Client 018,Banking,T-0065,ML Engineer,3262711.86,0.0063250815801222,Low,0.0,0.0
ENG-00392,2025-07-01,84.09,Healthy,C-0024,Client 024,Logistics,T-0140,Data Engineer,2675804.6,0.0103754052202955,Low,0.0,0.0
ENG-00393,2026-09-01,42.53,Critical,C-0030,Client 030,Healthcare,T-0207,Data Scientist,1041815.69,0.999705242898802,Critical,3125447.07,3124525.822281699
ENG-00394,2025-12-01,49.63,Critical,C-0029,Client 029,Retail,T-0428,BI Developer,2726625.69,0.9994703486056276,Critical,10906502.76,10900726.115605438
ENG-00395,2026-08-01,79.39,Watch,C-0019,Client 019,Energy,T-0432,Analytics Engineer,1038077.83,0.0064731214385644,Low,9342700.469999999,60476.43470644269
ENG-00396,2027-02-01,56.08,Critical,C-0035,Client 035,Logistics,T-0195,ML Engineer,1967400.67,0.9668705309260174,Critical,7869602.68,7608886.921388409
ENG-00397,2025-07-01,49.45,Critical,C-0014,Client 014,Energy,T-0165,ML Engineer,888258.51,0.9955445242326816,Critical,3553034.04,3537203.5829343228
ENG-00398,2024-06-01,46.99,Critical,C-0031,Client 031,Healthcare,T-0266,ML Engineer,2572279.78,0.999523659339374,Critical,15433678.68,15426326.99130168
ENG-00399,2026-05-01,67.29,Watch,C-0008,Client 008,Insurance,T-0456,Data Engineer,2758535.5,0.2735610936950857,Low,0.0,0.0
ENG-00400,2026-08-01,69.87,Watch,C-0029,Client 029,Retail,T-0489,ML Engineer,1159518.9,0.2279184426862583,Low,6957113.399999999,1585654.4517196994
ENG-00401,2025-03-01,76.38,Watch,C-0048,Client 048,Logistics,T-0114,ML Engineer,1356792.51,0.0444156294218111,Low,0.0,0.0
ENG-00402,2026-06-01,80.26,Healthy,C-0050,Client 050,Energy,T-0094,AI Engineer,1374337.63,0.031672967568516,Low,0.0,0.0
ENG-00403,2026-08-01,72.97,Watch,C-0042,Client 042,Energy,T-0354,BI Developer,2133000.35,0.0121639988814925,Low,6399001.050000001,77837.44161486934
ENG-00404,2025-12-01,80.24,Healthy,C-0045,Client 045,FinTech,T-0151,AI Engineer,2610632.84,0.0043341612091448,Low,0.0,0.0
ENG-00405,2025-07-01,69.44,Watch,C-0004,Client 004,Healthcare,T-0100,BI Developer,2351060.33,0.167224539732371,Low,0.0,0.0
ENG-00406,2026-05-01,63.5,Watch,C-0021,Client 021,Retail,T-0016,Data Engineer,818496.25,0.3849789910219026,Watch,0.0,0.0
ENG-00407,2026-02-01,78.36,Watch,C-0040,Client 040,Insurance,T-0202,Data Scientist,2135550.3,0.0129602772697722,Low,0.0,0.0
ENG-00408,2026-08-01,82.21,Healthy,C-0049,Client 049,Insurance,T-0196,Data Analyst,2015291.69,0.0055379893855604,Low,4030583.38,22321.32797605616
ENG-00409,2026-04-01,57.02,Critical,C-0035,Client 035,Logistics,T-0282,Data Engineer,2214098.71,0.9962391379180788,Critical,13284592.26,13234630.740695583
ENG-00410,2024-10-01,80.61,Healthy,C-0052,Client 052,Banking,T-0101,Analytics Engineer,898177.03,0.0008176985826107,Low,0.0,0.0
ENG-00411,2025-11-01,79.52,Watch,C-0017,Client 017,Retail,T-0358,AI Engineer,2377163.38,0.0255057934913133,Low,0.0,0.0
ENG-00412,2025-03-01,52.63,Critical,C-0010,Client 010,FinTech,T-0341,Data Analyst,2141505.61,0.9949323674229008,Critical,8566022.44,8522612.985626893
ENG-00413,2026-08-01,71.76,Watch,C-0006,Client 006,Energy,T-0232,AI Engineer,1275146.25,0.1242269144627347,Low,8926023.75,1108852.3888835884
ENG-00414,2026-02-01,74.11,Watch,C-0035,Client 035,Logistics,T-0091,ML Engineer,3206008.56,0.2611563845340869,Low,0.0,0.0
ENG-00415,2024-10-01,75.02,Watch,C-0040,Client 040,Insurance,T-0254,Analytics Engineer,811225.81,0.032614579883662,Low,0.0,0.0
ENG-00416,2025-04-01,72.39,Watch,C-0018,Client 018,Banking,T-0338,ML Engineer,2428666.96,0.140495362599827,Low,0.0,0.0
ENG-00417,2026-02-01,69.29,Watch,C-0048,Client 048,Logistics,T-0187,BI Developer,1067940.88,0.1079683918791317,Low,0.0,0.0
ENG-00418,2026-07-01,56.24,Critical,C-0045,Client 045,FinTech,T-0132,Analytics Engineer,2779993.11,0.7204768035423953,Critical,0.0,0.0
ENG-00419,2024-09-01,75.97,Watch,C-0022,Client 022,Telecom,T-0254,Analytics Engineer,912746.64,0.075109447464909,Low,0.0,0.0
ENG-00420,2026-04-01,51.86,Critical,C-0015,Client 015,Insurance,T-0178,Data Analyst,3458317.07,0.99195355591187,Critical,10374951.209999999,10291469.745171657
ENG-00421,2025-05-01,55.66,Critical,C-0045,Client 045,FinTech,T-0201,BI Developer,922499.77,0.8798431379034483,Critical,4612498.85,4058275.461760046
ENG-00422,2026-07-01,76.32,Watch,C-0041,Client 041,Banking,T-0175,Data Analyst,1769898.69,0.0398420817664635,Low,0.0,0.0
ENG-00423,2026-04-01,72.09,Watch,C-0011,Client 011,Retail,T-0152,Data Engineer,3103884.01,0.2954866010261491,Low,0.0,0.0
ENG-00424,2024-06-01,52.35,Critical,C-0016,Client 016,Energy,T-0359,Analytics Engineer,1326783.72,0.9984093332026924,Critical,6633918.6,6623366.245946938
ENG-00425,2025-11-01,69.36,Watch,C-0030,Client 030,Healthcare,T-0231,AI Engineer,2295634.9,0.1967464450290939,Low,0.0,0.0
ENG-00426,2026-08-01,78.0,Watch,C-0031,Client 031,Healthcare,T-0234,ML Engineer,2751859.79,0.0203278338893023,Low,11007439.16,223757.39479108123
ENG-00427,2025-12-01,65.88,Watch,C-0010,Client 010,FinTech,T-0327,Data Engineer,1769694.36,0.6502381501748253,Critical,0.0,0.0
ENG-00428,2026-11-01,49.32,Critical,C-0057,Client 057,Retail,T-0181,BI Developer,1034903.59,0.9448259149656386,Critical,2069807.18,1955607.4626459482
ENG-00429,2026-08-01,84.85,Healthy,C-0024,Client 024,Logistics,T-0051,AI Engineer,1745249.58,0.0112263494174424,Low,0.0,0.0
ENG-00430,2025-03-01,53.83,Critical,C-0023,Client 023,Banking,T-0427,ML Engineer,2047961.73,0.9739876490130636,Critical,8191846.92,7978757.722685706
ENG-00431,2024-12-01,71.89,Watch,C-0004,Client 004,Healthcare,T-0028,Data Scientist,1265228.94,0.1894856289564495,Low,0.0,0.0
ENG-00432,2026-08-01,72.11,Watch,C-0053,Client 053,Telecom,T-0286,Data Scientist,1798781.72,0.2211363132161498,Low,14390253.76,3182207.6627312372
ENG-00433,2026-07-01,83.76,Healthy,C-0015,Client 015,Insurance,T-0133,Data Scientist,1318124.31,0.0080235799140794,Low,0.0,0.0
ENG-00434,2026-08-01,45.74,Critical,C-0060,Client 060,Insurance,T-0107,BI Developer,838224.17,0.9266056554780214,Critical,6705793.36,6213626.051842964
ENG-00435,2026-07-01,62.99,Watch,C-0030,Client 030,Healthcare,T-0021,AI Engineer,1557906.6,0.6380910700863789,Watch,0.0,0.0
ENG-00436,2026-08-01,65.18,Watch,C-0053,Client 053,Telecom,T-0451,BI Developer,3456499.32,0.7352616701626908,Critical,6912998.64,5082862.92587881
ENG-00437,2025-02-01,75.1,Watch,C-0011,Client 011,Retail,T-0215,Analytics Engineer,1750291.04,0.6147683890840077,Watch,0.0,0.0
ENG-00438,2026-08-01,76.34,Watch,C-0010,Client 010,FinTech,T-0172,Data Engineer,2258044.55,0.1308356025173517,Low,4516089.1,590865.2384205445
ENG-00439,2026-03-01,82.07,Healthy,C-0049,Client 049,Insurance,T-0371,AI Engineer,2129995.29,0.0082890864327927,Low,0.0,0.0
ENG-00440,2025-07-01,82.13,Healthy,C-0050,Client 050,Energy,T-0020,Analytics Engineer,1475245.25,0.005495723919325,Low,0.0,0.0
ENG-00441,2026-06-01,72.32,Watch,C-0033,Client 033,FinTech,T-0283,Data Engineer,3441853.65,0.038269282348963,Low,0.0,0.0
ENG-00442,2024-10-01,79.72,Watch,C-0002,Client 002,Energy,T-0248,ML Engineer,1769418.86,0.0096540247001438,Low,0.0,0.0
ENG-00443,2026-03-01,72.51,Watch,C-0057,Client 057,Retail,T-0277,BI Developer,1781068.18,0.2119236452567423,Low,0.0,0.0
ENG-00444,2025-11-01,81.37,Healthy,C-0024,Client 024,Logistics,T-0062,AI Engineer,1094319.0,0.1102798084757973,Low,0.0,0.0
ENG-00445,2026-08-01,81.81,Healthy,C-0057,Client 057,Retail,T-0477,ML Engineer,2282083.88,0.0016098288628235,Low,22820838.799999997,36737.6449740824
ENG-00446,2026-01-01,54.91,Critical,C-0053,Client 053,Telecom,T-0120,AI Engineer,1195317.99,0.9911773403600086,Critical,8367225.93,8293404.743488699
ENG-00447,2026-05-01,79.84,Watch,C-0052,Client 052,Banking,T-0340,Data Analyst,896485.18,0.0357969615626834,Low,0.0,0.0
ENG-00448,2026-04-01,80.44,Healthy,C-0042,Client 042,Energy,T-0374,Data Scientist,2388682.13,0.0032008787253857,Low,0.0,0.0
ENG-00449,2026-08-01,78.34,Watch,C-0041,Client 041,Banking,T-0172,Data Engineer,973268.51,0.0104360863817315,Low,8759416.59,91414.02818681196
ENG-00450,2026-01-01,51.69,Critical,C-0032,Client 032,Banking,T-0066,Data Analyst,1522508.21,0.9934995989876972,Critical,3045016.42,3025222.5921809534
ENG-00451,2025-10-01,53.78,Critical,C-0002,Client 002,Energy,T-0149,BI Developer,2363878.21,0.9826221275940652,Critical,18911025.68,18582392.288667604
ENG-00452,2026-06-01,82.5,Healthy,C-0024,Client 024,Logistics,T-0404,ML Engineer,2203634.37,0.0220976343341973,Low,0.0,0.0
ENG-00453,2025-01-01,67.86,Watch,C-0044,Client 044,Telecom,T-0454,BI Developer,3216010.79,0.3882019401689089,Watch,0.0,0.0
ENG-00454,2026-04-01,79.94,Watch,C-0049,Client 049,Insurance,T-0469,ML Engineer,1261803.76,0.0058876697233362,Low,0.0,0.0
ENG-00455,2026-06-01,57.65,Critical,C-0034,Client 034,Retail,T-0114,ML Engineer,1971534.64,0.8307370226518823,Critical,3943069.28,3275653.6337773013
ENG-00456,2025-08-01,78.28,Watch,C-0043,Client 043,Insurance,T-0304,Data Engineer,3596583.53,0.0190075219199078,Low,0.0,0.0
ENG-00457,2025-05-01,76.55,Watch,C-0002,Client 002,Energy,T-0076,Analytics Engineer,787381.09,0.0530753238731291,Low,0.0,0.0
ENG-00458,2026-07-01,77.37,Watch,C-0029,Client 029,Retail,T-0356,AI Engineer,1257230.66,0.0364670135828413,Low,0.0,0.0
ENG-00459,2024-12-01,78.91,Watch,C-0031,Client 031,Healthcare,T-0208,BI Developer,2213749.99,0.0081304725057048,Low,0.0,0.0
ENG-00460,2025-12-01,66.47,Watch,C-0054,Client 054,Healthcare,T-0357,Analytics Engineer,994284.73,0.119328553360919,Low,0.0,0.0
ENG-00461,2025-07-01,70.89,Watch,C-0019,Client 019,Energy,T-0343,Data Analyst,1522492.36,0.0397478163881602,Low,0.0,0.0
ENG-00462,2026-08-01,77.8,Watch,C-0014,Client 014,Energy,T-0497,AI Engineer,1275837.99,0.0793479865082461,Low,1275837.99,101235.17561722781
ENG-00463,2026-04-01,76.4,Watch,C-0022,Client 022,Telecom,T-0245,ML Engineer,986502.73,0.0631161528517106,Low,0.0,0.0
ENG-00464,2026-05-01,75.5,Watch,C-0011,Client 011,Retail,T-0171,Data Engineer,2595254.08,0.105887963994678,Low,0.0,0.0
ENG-00465,2026-08-01,77.14,Watch,C-0034,Client 034,Retail,T-0264,BI Developer,2954444.04,0.0219614128201703,Low,2954444.04,64883.765216531734
ENG-00466,2024-06-01,53.6,Critical,C-0039,Client 039,Telecom,T-0082,Data Analyst,2745350.72,0.9958532401806244,Critical,8236052.16,8201899.229832631
ENG-00467,2025-05-01,73.78,Watch,C-0049,Client 049,Insurance,T-0056,ML Engineer,2066001.05,0.055304929632537,Low,0.0,0.0
ENG-00468,2026-05-01,65.85,Watch,C-0059,Client 059,Insurance,T-0260,Data Scientist,930066.79,0.7341574661724181,Critical,0.0,0.0
ENG-00469,2026-08-01,74.96,Watch,C-0005,Client 005,Healthcare,T-0413,Data Engineer,2824296.75,0.0199754522521589,Low,2824296.75,56416.60487555256
ENG-00470,2024-09-01,71.78,Watch,C-0015,Client 015,Insurance,T-0267,ML Engineer,2016081.79,0.0546984517370599,Low,0.0,0.0
ENG-00471,2026-08-01,75.45,Watch,C-0019,Client 019,Energy,T-0391,AI Engineer,1866170.47,0.1448513725411424,Low,9330852.35,1351586.7698762438
ENG-00472,2025-02-01,65.04,Watch,C-0015,Client 015,Insurance,T-0089,Data Analyst,983001.75,0.9538829565370828,Critical,1966003.5,1875337.2311422527
ENG-00473,2025-05-01,79.03,Watch,C-0050,Client 050,Energy,T-0225,Data Analyst,1355541.83,0.0586680341944501,Low,0.0,0.0
ENG-00474,2025-11-01,78.13,Watch,C-0009,Client 009,Banking,T-0307,ML Engineer,1565577.76,0.0282661366104253,Low,0.0,0.0
ENG-00475,2025-10-01,71.69,Watch,C-0002,Client 002,Energy,T-0174,Data Analyst,1028534.17,0.0102209463999064,Low,0.0,0.0
ENG-00476,2025-09-01,54.54,Critical,C-0052,Client 052,Banking,T-0008,Data Scientist,2576211.63,0.986826655867272,Critical,15457269.78,15253645.845835643
ENG-00477,2025-07-01,73.63,Watch,C-0058,Client 058,Banking,T-0037,ML Engineer,2160807.77,0.0322842631361793,Low,0.0,0.0
ENG-00478,2025-02-01,58.24,Critical,C-0014,Client 014,Energy,T-0464,Data Engineer,826085.25,0.8674045961454364,Critical,1652170.5,1433100.2853159038
ENG-00479,2026-08-01,75.29,Watch,C-0020,Client 020,Healthcare,T-0303,Data Engineer,1104218.4,0.5934710243830325,Watch,0.0,0.0
ENG-00480,2026-08-01,84.61,Healthy,C-0031,Client 031,Healthcare,T-0133,Data Scientist,922388.9,0.0147926615946329,Low,7379111.2,109156.6948507655
ENG-00481,2026-11-01,49.69,Critical,C-0032,Client 032,Banking,T-0130,AI Engineer,2536335.95,0.996664599272273,Critical,20290687.6,20223010.02581288
ENG-00482,2026-08-01,68.85,Watch,C-0060,Client 060,Insurance,T-0020,Analytics Engineer,1207827.53,0.0416876169345028,Low,10870447.77,453163.0625422802
ENG-00483,2025-02-01,46.43,Critical,C-0025,Client 025,Energy,T-0473,AI Engineer,898607.0,0.9958685673804852,Critical,3594428.0,3579577.862912303
ENG-00484,2025-05-01,80.25,Healthy,C-0001,Client 001,FinTech,T-0055,ML Engineer,1527641.17,0.0046644628933062,Low,0.0,0.0
ENG-00485,2025-04-01,81.74,Healthy,C-0026,Client 026,Insurance,T-0380,Data Analyst,2985695.99,0.0011451243007387,Low,0.0,0.0
ENG-00486,2026-08-01,77.81,Watch,C-0034,Client 034,Retail,T-0121,AI Engineer,1378513.48,0.1832676428403841,Low,4135540.44,757910.7483098849
ENG-00487,2025-04-01,64.15,Watch,C-0032,Client 032,Banking,T-0168,Data Engineer,1209905.2,0.8198607361781871,Critical,7259431.199999999,5951722.6078669
ENG-00488,2025-05-01,84.41,Healthy,C-0031,Client 031,Healthcare,T-0137,AI Engineer,2125987.0,0.0178773700147963,Low,0.0,0.0
ENG-00489,2025-12-01,46.08,Critical,C-0056,Client 056,FinTech,T-0413,Data Engineer,1948427.54,0.9991806217657166,Critical,5845282.62,5840493.122647937
ENG-00490,2025-02-01,73.98,Watch,C-0049,Client 049,Insurance,T-0017,Analytics Engineer,1069394.5,0.057605689486884,Low,0.0,0.0
ENG-00491,2025-04-01,69.03,Watch,C-0016,Client 016,Energy,T-0177,BI Developer,1444237.84,0.5061408951108805,Watch,0.0,0.0
ENG-00492,2025-06-01,81.31,Healthy,C-0022,Client 022,Telecom,T-0140,Data Engineer,1053280.77,0.0022411591686094,Low,0.0,0.0
ENG-00493,2025-03-01,79.64,Watch,C-0041,Client 041,Banking,T-0137,AI Engineer,884892.2,0.0179324334174177,Low,0.0,0.0
ENG-00494,2026-07-01,79.09,Watch,C-0025,Client 025,Energy,T-0097,BI Developer,1178494.16,0.0214751163354725,Low,0.0,0.0
ENG-00495,2025-07-01,83.95,Healthy,C-0026,Client 026,Insurance,T-0457,AI Engineer,2579442.83,0.0055916925451868,Low,0.0,0.0
ENG-00496,2026-08-01,79.38,Watch,C-0011,Client 011,Retail,T-0190,AI Engineer,2263012.26,0.0269401170885872,Low,13578073.559999999,365794.89154385
ENG-00497,2027-02-01,63.69,Watch,C-0016,Client 016,Energy,T-0210,Data Scientist,1307877.29,0.872604785723967,Critical,2615754.58,2282519.9647873854
ENG-00498,2026-08-01,80.88,Healthy,C-0045,Client 045,FinTech,T-0193,AI Engineer,870590.97,0.0285820123188306,Low,8705909.7,248832.4182920268
ENG-00499,2025-12-01,84.09,Healthy,C-0051,Client 051,Energy,T-0491,AI Engineer,2111712.52,0.0072489866710951,Low,0.0,0.0
ENG-00500,2025-09-01,71.2,Watch,C-0048,Client 048,Logistics,T-0170,Data Analyst,2352328.14,0.1105076902109917,Low,0.0,0.0
ENG-00501,2026-06-01,46.46,Critical,C-0019,Client 019,Energy,T-0171,Data Engineer,958964.4,0.9985018281699832,Critical,1917928.8,1915055.4130998622
ENG-00502,2024-05-01,46.1,Critical,C-0009,Client 009,Banking,T-0164,BI Developer,1066910.14,0.9893003443503556,Critical,2133820.28,2110989.137785772
ENG-00503,2026-06-01,86.59,Healthy,C-0010,Client 010,FinTech,T-0164,BI Developer,1717913.44,0.0002683918762192,Low,0.0,0.0
ENG-00504,2026-08-01,78.64,Watch,C-0024,Client 024,Logistics,T-0045,ML Engineer,2715362.46,0.0142674701231179,Low,27153624.6,387413.5277148593
ENG-00505,2025-05-01,45.75,Critical,C-0032,Client 032,Banking,T-0303,Data Engineer,1943015.09,0.998483223780015,Critical,5829045.2700000005,5820203.912749249
ENG-00506,2026-07-01,61.2,Watch,C-0054,Client 054,Healthcare,T-0013,Data Engineer,1837514.59,0.9887222915048188,Critical,3675029.18,3633583.2721966757
ENG-00507,2024-12-01,71.78,Watch,C-0054,Client 054,Healthcare,T-0113,Data Scientist,833630.71,0.0970615425565852,Low,0.0,0.0
ENG-00508,2026-01-01,74.2,Watch,C-0001,Client 001,FinTech,T-0102,Data Scientist,998537.93,0.4028316175313732,Watch,0.0,0.0
ENG-00509,2026-01-01,78.48,Watch,C-0043,Client 043,Insurance,T-0146,Data Analyst,1090068.22,0.1431603890951433,Low,0.0,0.0
ENG-00510,2025-07-01,51.29,Critical,C-0018,Client 018,Banking,T-0379,Data Analyst,2563402.05,0.9874541453478148,Critical,7690206.149999999,7593725.941396759
ENG-00511,2026-08-01,70.37,Watch,C-0012,Client 012,Logistics,T-0300,Data Analyst,2262115.85,0.1161446408337862,Low,9048463.4,1050930.53169066
ENG-00512,2025-12-01,75.54,Watch,C-0034,Client 034,Retail,T-0496,Analytics Engineer,1798513.26,0.0155685197935052,Low,0.0,0.0
ENG-00513,2026-02-01,48.84,Critical,C-0003,Client 003,Insurance,T-0176,Analytics Engineer,1809106.65,0.9979863383747882,Critical,7236426.6,7221854.885451918
ENG-00514,2026-08-01,79.8,Watch,C-0021,Client 021,Retail,T-0465,Data Analyst,2082319.86,0.0017687815361171,Low,0.0,0.0
ENG-00515,2026-01-01,46.96,Critical,C-0034,Client 034,Retail,T-0023,Data Scientist,1186579.59,0.9994816407628486,Critical,3559738.7700000005,3557893.546526725
ENG-00516,2025-12-01,84.93,Healthy,C-0017,Client 017,Retail,T-0253,AI Engineer,1762428.21,0.0020688769657309,Low,0.0,0.0
ENG-00517,2025-04-01,74.64,Watch,C-0036,Client 036,FinTech,T-0400,BI Developer,2266959.68,0.0082833312685715,Low,0.0,0.0
ENG-00518,2024-12-01,79.03,Watch,C-0028,Client 028,Energy,T-0266,ML Engineer,1911843.17,0.0389699808380522,Low,0.0,0.0
ENG-00519,2025-10-01,83.16,Healthy,C-0048,Client 048,Logistics,T-0467,Data Analyst,1075398.59,0.0012912133823978,Low,0.0,0.0
ENG-00520,2026-03-01,78.57,Watch,C-0011,Client 011,Retail,T-0158,Data Engineer,1812319.28,0.0536315837445213,Low,0.0,0.0
ENG-00521,2024-10-01,78.39,Watch,C-0004,Client 004,Healthcare,T-0017,Analytics Engineer,835272.02,0.0042064553793724,Low,0.0,0.0
ENG-00522,2026-05-01,69.65,Watch,C-0032,Client 032,Banking,T-0387,Data Scientist,1581704.48,0.2695813389006661,Low,0.0,0.0
ENG-00523,2024-09-01,57.88,Critical,C-0016,Client 016,Energy,T-0035,Data Scientist,1456833.01,0.8166298392591153,Critical,0.0,0.0
ENG-00524,2026-08-01,73.89,Watch,C-0043,Client 043,Insurance,T-0383,Data Engineer,1086166.37,0.1807189107241935,Low,1086166.37,196290.80325165135
ENG-00525,2025-09-01,74.39,Watch,C-0006,Client 006,Energy,T-0367,Data Scientist,1038322.55,0.2904524395620487,Low,0.0,0.0
ENG-00526,2026-08-01,74.65,Watch,C-0035,Client 035,Logistics,T-0423,Data Analyst,3538596.68,0.0425126128461813,Low,7077193.36,300869.98135124496
ENG-00527,2025-08-01,58.77,Critical,C-0060,Client 060,Insurance,T-0240,Data Analyst,1626223.13,0.9878097622412474,Critical,6504892.52,6425596.333586068
ENG-00528,2026-01-01,68.71,Watch,C-0006,Client 006,Energy,T-0448,Analytics Engineer,940895.92,0.6437076340148806,Watch,0.0,0.0
ENG-00529,2026-08-01,80.14,Healthy,C-0019,Client 019,Energy,T-0085,BI Developer,3298319.26,0.011020084503863,Low,3298319.26,36347.756965918874
ENG-00530,2025-12-01,84.07,Healthy,C-0051,Client 051,Energy,T-0218,Analytics Engineer,1402295.73,0.0212768560078753,Low,0.0,0.0
ENG-00531,2026-08-01,67.83,Watch,C-0033,Client 033,FinTech,T-0061,Data Scientist,2030814.6,0.3842400670838291,Watch,4061629.2,1560640.676277639
ENG-00532,2024-05-01,53.01,Critical,C-0011,Client 011,Retail,T-0384,Data Scientist,1632753.29,0.9969318555721032,Critical,3265506.58,3255487.5341823124
