engagement_id,as_of_date,monthly_contract_value,remaining_months,contract_exposure,risk_probability,risk_adjusted_exposure,client_name,client_id,talent_id,role
ENG-00435,2026-07-01,1557906.6,0,0.0,0.6380910700863789,0.0,Client 030,C-0030,T-0021,AI Engineer
ENG-00436,2026-08-01,3456499.32,2,6912998.64,0.7352616701626908,5082862.92587881,Client 053,C-0053,T-0451,BI Developer
ENG-00437,2025-02-01,1750291.04,0,0.0,0.6147683890840077,0.0,Client 011,C-0011,T-0215,Analytics Engineer
ENG-00438,2026-08-01,2258044.55,2,4516089.1,0.1308356025173517,590865.2384205445,Client 010,C-0010,T-0172,Data Engineer
ENG-00439,2026-03-01,2129995.29,0,0.0,0.0082890864327927,0.0,Client 049,C-0049,T-0371,AI Engineer
ENG-00440,2025-07-01,1475245.25,0,0.0,0.005495723919325,0.0,Client 050,C-0050,T-0020,Analytics Engineer
ENG-00441,2026-06-01,3441853.65,0,0.0,0.038269282348963,0.0,Client 033,C-0033,T-0283,Data Engineer
ENG-00442,2024-10-01,1769418.86,0,0.0,0.0096540247001438,0.0,Client 002,C-0002,T-0248,ML Engineer
ENG-00443,2026-03-01,1781068.18,0,0.0,0.2119236452567423,0.0,Client 057,C-0057,T-0277,BI Developer
ENG-00444,2025-11-01,1094319.0,0,0.0,0.1102798084757973,0.0,Client 024,C-0024,T-0062,AI Engineer
ENG-00445,2026-08-01,2282083.88,10,22820838.799999997,0.0016098288628235,36737.6449740824,Client 057,C-0057,T-0477,ML Engineer
ENG-00446,2026-01-01,1195317.99,7,8367225.93,0.9911773403600086,8293404.743488699,Client 053,C-0053,T-0120,AI Engineer
ENG-00447,2026-05-01,896485.18,0,0.0,0.0357969615626834,0.0,Client 052,C-0052,T-0340,Data Analyst
ENG-00448,2026-04-01,2388682.13,0,0.0,0.0032008787253857,0.0,Client 042,C-0042,T-0374,Data Scientist
ENG-00449,2026-08-01,973268.51,9,8759416.59,0.0104360863817315,91414.02818681196,Client 041,C-0041,T-0172,Data Engineer
ENG-00450,2026-01-01,1522508.21,2,3045016.42,0.9934995989876972,3025222.5921809534,Client 032,C-0032,T-0066,Data Analyst
ENG-00451,2025-10-01,2363878.21,8,18911025.68,0.9826221275940652,18582392.288667604,Client 002,C-0002,T-0149,BI Developer
ENG-00452,2026-06-01,2203634.37,0,0.0,0.0220976343341973,0.0,Client 024,C-0024,T-0404,ML Engineer
ENG-00453,2025-01-01,3216010.79,0,0.0,0.3882019401689089,0.0,Client 044,C-0044,T-0454,BI Developer
ENG-00454,2026-04-01,1261803.76,0,0.0,0.0058876697233362,0.0,Client 049,C-0049,T-0469,ML Engineer
ENG-00455,2026-06-01,1971534.64,2,3943069.28,0.8307370226518823,3275653.6337773013,Client 034,C-0034,T-0114,ML Engineer
ENG-00456,2025-08-01,3596583.53,0,0.0,0.0190075219199078,0.0,Client 043,C-0043,T-0304,Data Engineer
ENG-00457,2025-05-01,787381.09,0,0.0,0.0530753238731291,0.0,Client 002,C-0002,T-0076,Analytics Engineer
ENG-00458,2026-07-01,1257230.66,0,0.0,0.0364670135828413,0.0,Client 029,C-0029,T-0356,AI Engineer
ENG-00459,2024-12-01,2213749.99,0,0.0,0.0081304725057048,0.0,Client 031,C-0031,T-0208,BI Developer
ENG-00460,2025-12-01,994284.73,0,0.0,0.119328553360919,0.0,Client 054,C-0054,T-0357,Analytics Engineer
ENG-00461,2025-07-01,1522492.36,0,0.0,0.0397478163881602,0.0,Client 019,C-0019,T-0343,Data Analyst
ENG-00462,2026-08-01,1275837.99,1,1275837.99,0.0793479865082461,101235.17561722781,Client 014,C-0014,T-0497,AI Engineer
ENG-00463,2026-04-01,986502.73,0,0.0,0.0631161528517106,0.0,Client 022,C-0022,T-0245,ML Engineer
ENG-00464,2026-05-01,2595254.08,0,0.0,0.105887963994678,0.0,Client 011,C-0011,T-0171,Data Engineer
ENG-00465,2026-08-01,2954444.04,1,2954444.04,0.0219614128201703,64883.765216531734,Client 034,C-0034,T-0264,BI Developer
ENG-00466,2024-06-01,2745350.72,3,8236052.16,0.9958532401806244,8201899.229832631,Client 039,C-0039,T-0082,Data Analyst
ENG-00467,2025-05-01,2066001.05,0,0.0,0.055304929632537,0.0,Client 049,C-0049,T-0056,ML Engineer
ENG-00468,2026-05-01,930066.79,0,0.0,0.7341574661724181,0.0,Client 059,C-0059,T-0260,Data Scientist
ENG-00469,2026-08-01,2824296.75,1,2824296.75,0.0199754522521589,56416.60487555256,Client 005,C-0005,T-0413,Data Engineer
ENG-00470,2024-09-01,2016081.79,0,0.0,0.0546984517370599,0.0,Client 015,C-0015,T-0267,ML Engineer
ENG-00471,2026-08-01,1866170.47,5,9330852.35,0.1448513725411424,1351586.7698762438,Client 019,C-0019,T-0391,AI Engineer
ENG-00472,2025-02-01,983001.75,2,1966003.5,0.9538829565370828,1875337.2311422527,Client 015,C-0015,T-0089,Data Analyst
ENG-00473,2025-05-01,1355541.83,0,0.0,0.0586680341944501,0.0,Client 050,C-0050,T-0225,Data Analyst
ENG-00474,2025-11-01,1565577.76,0,0.0,0.0282661366104253,0.0,Client 009,C-0009,T-0307,ML Engineer
ENG-00475,2025-10-01,1028534.17,0,0.0,0.0102209463999064,0.0,Client 002,C-0002,T-0174,Data Analyst
ENG-00476,2025-09-01,2576211.63,6,15457269.78,0.986826655867272,15253645.845835643,Client 052,C-0052,T-0008,Data Scientist
ENG-00477,2025-07-01,2160807.77,0,0.0,0.0322842631361793,0.0,Client 058,C-0058,T-0037,ML Engineer
ENG-00478,2025-02-01,826085.25,2,1652170.5,0.8674045961454364,1433100.2853159038,Client 014,C-0014,T-0464,Data Engineer
ENG-00479,2026-08-01,1104218.4,0,0.0,0.5934710243830325,0.0,Client 020,C-0020,T-0303,Data Engineer
ENG-00480,2026-08-01,922388.9,8,7379111.2,0.0147926615946329,109156.6948507655,Client 031,C-0031,T-0133,Data Scientist
ENG-00481,2026-11-01,2536335.95,8,20290687.6,0.996664599272273,20223010.02581288,Client 032,C-0032,T-0130,AI Engineer
ENG-00482,2026-08-01,1207827.53,9,10870447.77,0.0416876169345028,453163.0625422802,Client 060,C-0060,T-0020,Analytics Engineer
ENG-00483,2025-02-01,898607.0,4,3594428.0,0.9958685673804852,3579577.862912303,Client 025,C-0025,T-0473,AI Engineer
ENG-00484,2025-05-01,1527641.17,0,0.0,0.0046644628933062,0.0,Client 001,C-0001,T-0055,ML Engineer
ENG-00485,2025-04-01,2985695.99,0,0.0,0.0011451243007387,0.0,Client 026,C-0026,T-0380,Data Analyst
ENG-00486,2026-08-01,1378513.48,3,4135540.44,0.1832676428403841,757910.7483098849,Client 034,C-0034,T-0121,AI Engineer
ENG-00487,2025-04-01,1209905.2,6,7259431.199999999,0.8198607361781871,5951722.6078669,Client 032,C-0032,T-0168,Data Engineer
ENG-00488,2025-05-01,2125987.0,0,0.0,0.0178773700147963,0.0,Client 031,C-0031,T-0137,AI Engineer
ENG-00489,2025-12-01,1948427.54,3,5845282.62,0.9991806217657166,5840493.122647937,Client 056,C-0056,T-0413,Data Engineer
ENG-00490,2025-02-01,1069394.5,0,0.0,0.057605689486884,0.0,Client 049,C-0049,T-0017,Analytics Engineer
ENG-00491,2025-04-01,1444237.84,0,0.0,0.5061408951108805,0.0,Client 016,C-0016,T-0177,BI Developer
ENG-00492,2025-06-01,1053280.77,0,0.0,0.0022411591686094,0.0,Client 022,C-0022,T-0140,Data Engineer
ENG-00493,2025-03-01,884892.2,0,0.0,0.0179324334174177,0.0,Client 041,C-0041,T-0137,AI Engineer
ENG-00494,2026-07-01,1178494.16,0,0.0,0.0214751163354725,0.0,Client 025,C-0025,T-0097,BI Developer
ENG-00495,2025-07-01,2579442.83,0,0.0,0.0055916925451868,0.0,Client 026,C-0026,T-0457,AI Engineer
ENG-00496,2026-08-01,2263012.26,6,13578073.559999999,0.0269401170885872,365794.89154385,Client 011,C-0011,T-0190,AI Engineer
ENG-00497,2027-02-01,1307877.29,2,2615754.58,0.872604785723967,2282519.9647873854,Client 016,C-0016,T-0210,Data Scientist
ENG-00498,2026-08-01,870590.97,10,8705909.7,0.0285820123188306,248832.4182920268,Client 045,C-0045,T-0193,AI Engineer
ENG-00499,2025-12-01,2111712.52,0,0.0,0.0072489866710951,0.0,Client 051,C-0051,T-0491,AI Engineer
ENG-00500,2025-09-01,2352328.14,0,0.0,0.1105076902109917,0.0,Client 048,C-0048,T-0170,Data Analyst
ENG-00501,2026-06-01,958964.4,2,1917928.8,0.9985018281699832,1915055.4130998622,Client 019,C-0019,T-0171,Data Engineer
ENG-00502,2024-05-01,1066910.14,2,2133820.28,0.9893003443503556,2110989.137785772,Client 009,C-0009,T-0164,BI Developer
ENG-00503,2026-06-01,1717913.44,0,0.0,0.0002683918762192,0.0,Client 010,C-0010,T-0164,BI Developer
ENG-00504,2026-08-01,2715362.46,10,27153624.6,0.0142674701231179,387413.5277148593,Client 024,C-0024,T-0045,ML Engineer
ENG-00505,2025-05-01,1943015.09,3,5829045.2700000005,0.998483223780015,5820203.912749249,Client 032,C-0032,T-0303,Data Engineer
ENG-00506,2026-07-01,1837514.59,2,3675029.18,0.9887222915048188,3633583.2721966757,Client 054,C-0054,T-0013,Data Engineer
ENG-00507,2024-12-01,833630.71,0,0.0,0.0970615425565852,0.0,Client 054,C-0054,T-0113,Data Scientist
ENG-00508,2026-01-01,998537.93,0,0.0,0.4028316175313732,0.0,Client 001,C-0001,T-0102,Data Scientist
ENG-00509,2026-01-01,1090068.22,0,0.0,0.1431603890951433,0.0,Client 043,C-0043,T-0146,Data Analyst
ENG-00510,2025-07-01,2563402.05,3,7690206.149999999,0.9874541453478148,7593725.941396759,Client 018,C-0018,T-0379,Data Analyst
ENG-00511,2026-08-01,2262115.85,4,9048463.4,0.1161446408337862,1050930.53169066,Client 012,C-0012,T-0300,Data Analyst
ENG-00512,2025-12-01,1798513.26,0,0.0,0.0155685197935052,0.0,Client 034,C-0034,T-0496,Analytics Engineer
ENG-00513,2026-02-01,1809106.65,4,7236426.6,0.9979863383747882,7221854.885451918,Client 003,C-0003,T-0176,Analytics Engineer
ENG-00514,2026-08-01,2082319.86,0,0.0,0.0017687815361171,0.0,Client 021,C-0021,T-0465,Data Analyst
ENG-00515,2026-01-01,1186579.59,3,3559738.7700000005,0.9994816407628486,3557893.546526725,Client 034,C-0034,T-0023,Data Scientist
ENG-00516,2025-12-01,1762428.21,0,0.0,0.0020688769657309,0.0,Client 017,C-0017,T-0253,AI Engineer
ENG-00517,2025-04-01,2266959.68,0,0.0,0.0082833312685715,0.0,Client 036,C-0036,T-0400,BI Developer
ENG-00518,2024-12-01,1911843.17,0,0.0,0.0389699808380522,0.0,Client 028,C-0028,T-0266,ML Engineer
ENG-00519,2025-10-01,1075398.59,0,0.0,0.0012912133823978,0.0,Client 048,C-0048,T-0467,Data Analyst
ENG-00520,2026-03-01,1812319.28,0,0.0,0.0536315837445213,0.0,Client 011,C-0011,T-0158,Data Engineer
ENG-00521,2024-10-01,835272.02,0,0.0,0.0042064553793724,0.0,Client 004,C-0004,T-0017,Analytics Engineer
ENG-00522,2026-05-01,1581704.48,0,0.0,0.2695813389006661,0.0,Client 032,C-0032,T-0387,Data Scientist
ENG-00523,2024-09-01,1456833.01,0,0.0,0.8166298392591153,0.0,Client 016,C-0016,T-0035,Data Scientist
ENG-00524,2026-08-01,1086166.37,1,1086166.37,0.1807189107241935,196290.80325165135,Client 043,C-0043,T-0383,Data Engineer
ENG-00525,2025-09-01,1038322.55,0,0.0,0.2904524395620487,0.0,Client 006,C-0006,T-0367,Data Scientist
ENG-00526,2026-08-01,3538596.68,2,7077193.36,0.0425126128461813,300869.98135124496,Client 035,C-0035,T-0423,Data Analyst
ENG-00527,2025-08-01,1626223.13,4,6504892.52,0.9878097622412474,6425596.333586068,Client 060,C-0060,T-0240,Data Analyst
ENG-00528,2026-01-01,940895.92,0,0.0,0.6437076340148806,0.0,Client 006,C-0006,T-0448,Analytics Engineer
ENG-00529,2026-08-01,3298319.26,1,3298319.26,0.011020084503863,36347.756965918874,Client 019,C-0019,T-0085,BI Developer
ENG-00530,2025-12-01,1402295.73,0,0.0,0.0212768560078753,0.0,Client 051,C-0051,T-0218,Analytics Engineer
ENG-00531,2026-08-01,2030814.6,2,4061629.2,0.3842400670838291,1560640.676277639,Client 033,C-0033,T-0061,Data Scientist
ENG-00532,2024-05-01,1632753.29,2,3265506.58,0.9969318555721032,3255487.5341823124,Client 011,C-0011,T-0384,Data Scientist
ENG-00533,2025-02-01,1018606.33,0,0.0,0.0020925017443195,0.0,Client 013,C-0013,T-0358,AI Engineer
ENG-00534,2026-08-01,2776899.48,9,24992095.32,0.9825953467997816,24557116.568208598,Client 046,C-0046,T-0404,ML Engineer
ENG-00535,2024-12-01,2628347.03,0,0.0,0.0244618572080509,0.0,Client 052,C-0052,T-0383,Data Engineer
ENG-00536,2025-12-01,1605450.27,0,0.0,0.0327282585023068,0.0,Client 022,C-0022,T-0155,AI Engineer
ENG-00537,2026-08-01,2419915.86,2,4839831.72,0.3966736606169899,1919833.7651426224,Client 029,C-0029,T-0035,Data Scientist
ENG-00538,2026-07-01,1074357.82,0,0.0,0.0965508733097606,0.0,Client 047,C-0047,T-0465,Data Analyst
ENG-00539,2026-02-01,1037333.0,0,0.0,0.0002673050951806,0.0,Client 011,C-0011,T-0247,Data Scientist
ENG-00540,2026-04-01,779239.18,7,5454674.260000001,0.9985503771772692,5446767.039702143,Client 013,C-0013,T-0048,Analytics Engineer
ENG-00541,2025-03-01,2734726.97,4,10938907.88,0.9981333250507296,10918488.494688028,Client 047,C-0047,T-0464,Data Engineer
ENG-00542,2026-06-01,810119.06,0,0.0,0.0939354691118028,0.0,Client 012,C-0012,T-0498,Data Scientist
ENG-00543,2026-04-01,2588707.86,0,0.0,0.0012632983616837,0.0,Client 047,C-0047,T-0223,AI Engineer
ENG-00544,2025-09-01,1746851.99,4,6987407.96,0.9947100617325216,6950445.003241913,Client 030,C-0030,T-0386,Data Engineer
ENG-00545,2025-03-01,3148965.39,0,0.0,0.0582327209367194,0.0,Client 060,C-0060,T-0019,Data Engineer
ENG-00546,2027-03-01,1637413.63,4,6549654.52,0.9753436907648522,6388164.212771496,Client 002,C-0002,T-0047,Data Engineer
ENG-00547,2026-08-01,1641651.32,1,1641651.32,0.004681433871,7685.28209381986,Client 057,C-0057,T-0139,Data Scientist
ENG-00548,2026-08-01,774993.44,4,3099973.76,0.1310663876076179,406302.36240160465,Client 014,C-0014,T-0329,Analytics Engineer
ENG-00549,2025-09-01,1797593.06,0,0.0,0.055675159399622,0.0,Client 003,C-0003,T-0067,Data Scientist
ENG-00550,2025-06-01,1504019.35,0,0.0,0.0901000934167658,0.0,Client 044,C-0044,T-0018,Data Analyst
ENG-00551,2025-10-01,936437.18,4,3745748.72,0.9732440167543552,3645527.530005285,Client 032,C-0032,T-0335,Data Analyst
ENG-00552,2025-03-01,1463324.71,3,4389974.13,0.9827898354357916,4314421.952790082,Client 051,C-0051,T-0386,Data Engineer
ENG-00553,2025-02-01,1631483.19,0,0.0,0.0277844137550768,0.0,Client 007,C-0007,T-0370,BI Developer
ENG-00554,2025-05-01,2263056.41,0,0.0,0.0918410333066618,0.0,Client 005,C-0005,T-0400,BI Developer
ENG-00555,2026-08-01,3569465.29,11,39264118.19,0.0065548894118462,257371.95258910875,Client 035,C-0035,T-0402,BI Developer
ENG-00556,2026-08-01,1341932.11,6,8051592.66,0.4847016336886964,3902620.116097917,Client 053,C-0053,T-0302,Data Analyst
ENG-00557,2026-02-01,3520077.39,6,21120464.34,0.7568656603547459,15985354.189692963,Client 025,C-0025,T-0260,Data Scientist
ENG-00558,2025-08-01,2905087.26,0,0.0,0.416870446615849,0.0,Client 048,C-0048,T-0429,BI Developer
ENG-00559,2026-01-01,2367260.38,0,0.0,0.0887280236473985,0.0,Client 055,C-0055,T-0175,Data Analyst
ENG-00560,2026-09-01,1414665.46,2,2829330.92,0.9988346972829808,2826033.8929915773,Client 053,C-0053,T-0049,ML Engineer
ENG-00561,2026-05-01,1021911.15,0,0.0,0.0114226415897364,0.0,Client 031,C-0031,T-0376,Analytics Engineer
ENG-00562,2024-10-01,2362632.55,0,0.0,0.3590292272709909,0.0,Client 042,C-0042,T-0138,AI Engineer
ENG-00563,2025-06-01,1014168.37,0,0.0,0.023066241824046,0.0,Client 032,C-0032,T-0490,Analytics Engineer
ENG-00564,2026-08-01,1319364.57,4,5277458.28,0.0365930974903059,193118.5453410621,Client 041,C-0041,T-0208,BI Developer
ENG-00565,2026-06-01,2879854.66,0,0.0,0.1477553186314456,0.0,Client 035,C-0035,T-0426,Analytics Engineer
ENG-00566,2026-08-01,1390826.03,0,0.0,0.2080677846323911,0.0,Client 032,C-0032,T-0022,Data Engineer
ENG-00567,2024-11-01,2238847.73,0,0.0,0.0142622766699226,0.0,Client 027,C-0027,T-0330,ML Engineer
ENG-00568,2026-08-01,1475692.95,10,14756929.5,0.0066522609843483,98166.94636162846,Client 040,C-0040,T-0225,Data Analyst
ENG-00569,2026-08-01,2310076.68,0,0.0,0.0003591243758999,0.0,Client 046,C-0046,T-0232,AI Engineer
ENG-00570,2026-04-01,1333036.0,0,0.0,0.0345316972930812,0.0,Client 056,C-0056,T-0133,Data Scientist
ENG-00571,2025-10-01,1075550.33,0,0.0,0.1462422369747725,0.0,Client 037,C-0037,T-0486,Data Analyst
ENG-00572,2026-08-01,1423268.39,4,5693073.56,0.5579726099196601,3176579.1127378107,Client 007,C-0007,T-0197,ML Engineer
ENG-00573,2024-11-01,909266.28,0,0.0,0.0084648423309573,0.0,Client 036,C-0036,T-0426,Analytics Engineer
ENG-00574,2025-05-01,1557102.75,5,7785513.75,0.9996898187743084,7783098.829802386,Client 019,C-0019,T-0213,ML Engineer
ENG-00575,2026-08-01,3295704.57,8,26365636.56,0.0026161750974218,68977.12179594577,Client 002,C-0002,T-0025,BI Developer
ENG-00576,2025-07-01,2394318.95,0,0.0,0.0085515116948082,0.0,Client 005,C-0005,T-0440,BI Developer
ENG-00577,2025-08-01,1033667.85,4,4134671.4,0.9546827860337368,3947299.6114860107,Client 036,C-0036,T-0093,Data Scientist
ENG-00578,2026-08-01,3549312.25,2,7098624.5,0.0750949309114323,533070.7163937006,Client 057,C-0057,T-0136,Data Analyst
ENG-00579,2025-07-01,2357387.19,0,0.0,0.0011872319682111,0.0,Client 031,C-0031,T-0431,BI Developer
ENG-00580,2025-07-01,847904.56,3,2543713.68,0.9659597992458104,2457125.1556716217,Client 027,C-0027,T-0447,Data Scientist
ENG-00581,2026-08-01,3048637.77,1,3048637.77,0.6799826744352534,2073020.8642289268,Client 006,C-0006,T-0459,Data Analyst
ENG-00582,2024-12-01,1016287.58,0,0.0,0.0413761045647805,0.0,Client 041,C-0041,T-0213,ML Engineer
ENG-00583,2026-08-01,2936708.18,2,5873416.36,0.0402790234017499,236575.47501266073,Client 004,C-0004,T-0379,Data Analyst
ENG-00584,2025-09-01,2389306.89,0,0.0,0.0459280344792673,0.0,Client 051,C-0051,T-0164,BI Developer
ENG-00585,2025-09-01,3280313.81,0,0.0,0.0225551105674334,0.0,Client 049,C-0049,T-0371,AI Engineer
ENG-00586,2025-08-01,2718074.4,0,0.0,0.2010402444622662,0.0,Client 060,C-0060,T-0252,BI Developer
ENG-00587,2025-10-01,2692202.5,0,0.0,0.0803915061028989,0.0,Client 018,C-0018,T-0026,Analytics Engineer
ENG-00588,2026-07-01,3098351.53,0,0.0,0.0602800317059799,0.0,Client 010,C-0010,T-0209,ML Engineer
ENG-00589,2025-02-01,2362415.62,0,0.0,0.0014694207806729,0.0,Client 018,C-0018,T-0234,ML Engineer
ENG-00590,2026-05-01,1746898.54,0,0.0,0.4713652743822471,0.0,Client 048,C-0048,T-0129,Data Analyst
ENG-00591,2024-12-01,1254752.95,0,0.0,0.1234545028149828,0.0,Client 014,C-0014,T-0188,AI Engineer
ENG-00592,2026-06-01,2258012.64,0,0.0,0.1182159212715684,0.0,Client 054,C-0054,T-0252,BI Developer
ENG-00593,2026-08-01,2578680.72,10,25786807.200000003,0.0089629518929452,231125.91240625296,Client 010,C-0010,T-0025,BI Developer
ENG-00594,2024-12-01,1027292.82,0,0.0,0.4779680717550442,0.0,Client 003,C-0003,T-0076,Analytics Engineer
ENG-00595,2024-10-01,1755593.29,4,7022373.16,0.994818644711587,6985987.749690224,Client 014,C-0014,T-0384,Data Scientist
ENG-00596,2026-03-01,3146132.61,0,0.0,0.0131868583364862,0.0,Client 046,C-0046,T-0176,Analytics Engineer
ENG-00597,2024-08-01,1213289.61,0,0.0,0.0769138787327856,0.0,Client 037,C-0037,T-0305,AI Engineer
ENG-00598,2025-03-01,2197323.74,2,4394647.48,0.9982398541479488,4386912.259466851,Client 022,C-0022,T-0283,Data Engineer
ENG-00599,2025-04-01,1515481.21,0,0.0,0.5732367354023723,0.0,Client 040,C-0040,T-0276,Data Analyst
ENG-00600,2024-07-01,3540692.71,7,24784848.97,0.995151572681076,24664681.431158446,Client 039,C-0039,T-0207,Data Scientist
ENG-00601,2026-08-01,2862284.05,1,2862284.05,0.5336895444859762,1527571.070833975,Client 034,C-0034,T-0242,AI Engineer
ENG-00602,2025-12-01,905821.76,0,0.0,0.0149880574587322,0.0,Client 031,C-0031,T-0412,Analytics Engineer
ENG-00603,2026-05-01,1309772.94,4,5239091.76,0.9921544857756016,5197988.391073992,Client 007,C-0007,T-0483,AI Engineer
ENG-00604,2026-01-01,1268569.91,0,0.0,0.0996759202926987,0.0,Client 016,C-0016,T-0129,Data Analyst
ENG-00605,2026-02-01,1570695.55,3,4712086.65,0.9934033081796328,4681002.466539084,Client 032,C-0032,T-0335,Data Analyst
ENG-00606,2025-05-01,2277196.37,0,0.0,0.0096962991603634,0.0,Client 009,C-0009,T-0485,AI Engineer
ENG-00607,2026-07-01,1399537.51,8,11196300.08,0.8930253001342359,9998579.239334969,Client 029,C-0029,T-0004,Analytics Engineer
ENG-00608,2026-05-01,1129088.74,0,0.0,0.0634960094055462,0.0,Client 008,C-0008,T-0393,ML Engineer
ENG-00609,2024-11-01,1358572.52,7,9510007.64,0.8538927739517403,8120526.804021845,Client 048,C-0048,T-0249,AI Engineer
ENG-00610,2025-02-01,1307108.98,2,2614217.96,0.6896927379299107,1803007.1423779458,Client 007,C-0007,T-0484,Data Analyst
ENG-00611,2025-12-01,879366.3,5,4396831.5,0.990117190443749,4353378.451634575,Client 006,C-0006,T-0290,BI Developer
ENG-00612,2024-11-01,1453725.48,0,0.0,0.2557352477589443,0.0,Client 039,C-0039,T-0420,Data Scientist
ENG-00613,2025-03-01,1699568.41,0,0.0,0.0708323681686196,0.0,Client 014,C-0014,T-0084,BI Developer
ENG-00614,2024-09-01,3262444.11,0,0.0,0.0004549498808714,0.0,Client 022,C-0022,T-0072,Analytics Engineer
ENG-00615,2026-08-01,813481.2,9,7321330.8,0.9984179708478408,7309748.241241799,Client 019,C-0019,T-0464,Data Engineer
ENG-00616,2024-11-01,2177896.74,0,0.0,0.2397858487077599,0.0,Client 013,C-0013,T-0264,BI Developer
ENG-00617,2025-01-01,2599571.62,0,0.0,0.0027037705007398,0.0,Client 046,C-0046,T-0280,Analytics Engineer
ENG-00618,2025-04-01,1739677.79,0,0.0,0.001510959444585,0.0,Client 042,C-0042,T-0085,BI Developer
ENG-00619,2026-09-01,858078.05,5,4290390.25,0.999848689236073,4289741.067773728,Client 015,C-0015,T-0114,ML Engineer
ENG-00620,2025-04-01,2117804.7,0,0.0,0.5202961681878254,0.0,Client 042,C-0042,T-0410,AI Engineer
ENG-00621,2026-02-01,1515897.37,0,0.0,0.73611470703286,0.0,Client 043,C-0043,T-0152,Data Engineer
ENG-00622,2026-08-01,2921257.45,11,32133831.950000003,0.0372088092559813,1195661.6236913078,Client 033,C-0033,T-0293,Data Engineer
ENG-00623,2026-08-01,2797660.35,3,8392981.05,0.3607535554670272,3027797.7547548832,Client 035,C-0035,T-0159,Data Engineer
ENG-00624,2025-01-01,2738680.22,0,0.0,0.0273061601224418,0.0,Client 057,C-0057,T-0132,Analytics Engineer
ENG-00625,2024-12-01,1672009.7,0,0.0,0.0222551379273023,0.0,Client 028,C-0028,T-0084,BI Developer
ENG-00626,2025-01-01,2250404.48,8,18003235.84,0.8956585533802599,16124752.168618048,Client 024,C-0024,T-0465,Data Analyst
ENG-00627,2027-02-01,1055696.63,2,2111393.26,0.5943051331342749,1254811.8524831105,Client 033,C-0033,T-0471,Analytics Engineer
ENG-00628,2025-05-01,1925242.98,0,0.0,0.7120576985989642,0.0,Client 051,C-0051,T-0058,ML Engineer
ENG-00629,2026-05-01,3527954.16,0,0.0,0.0486536419730542,0.0,Client 043,C-0043,T-0177,BI Developer
ENG-00630,2025-03-01,2424523.32,0,0.0,0.0122638850804681,0.0,Client 005,C-0005,T-0282,Data Engineer
ENG-00631,2025-08-01,2153587.28,0,0.0,0.2500549085673729,0.0,Client 028,C-0028,T-0192,AI Engineer
ENG-00632,2026-08-01,3416870.62,4,13667482.48,0.2989512176291622,4085910.5293212417,Client 045,C-0045,T-0361,Analytics Engineer
ENG-00633,2026-05-01,2684333.9,0,0.0,0.1346362946203973,0.0,Client 014,C-0014,T-0131,Data Scientist
ENG-00634,2026-08-01,2515695.49,4,10062781.96,0.011269460687728,113402.12570739852,Client 060,C-0060,T-0030,Analytics Engineer
ENG-00635,2026-07-01,848286.05,0,0.0,0.0364720357166611,0.0,Client 049,C-0049,T-0169,BI Developer
ENG-00636,2026-05-01,1757845.97,0,0.0,0.0001856570738602,0.0,Client 051,C-0051,T-0299,ML Engineer
ENG-00637,2026-08-01,3527926.12,0,0.0,0.3044650954858929,0.0,Client 005,C-0005,T-0091,ML Engineer
ENG-00638,2025-07-01,2236906.13,0,0.0,0.0514219679387135,0.0,Client 035,C-0035,T-0408,ML Engineer
ENG-00639,2026-08-01,1110891.64,0,0.0,0.8759115355929507,0.0,Client 032,C-0032,T-0007,AI Engineer
ENG-00640,2026-08-01,1075955.05,2,2151910.1,0.0177708071595764,38241.17941184477,Client 038,C-0038,T-0034,BI Developer
ENG-00641,2026-04-01,1275717.81,0,0.0,0.9053085877139398,0.0,Client 052,C-0052,T-0255,Data Scientist
ENG-00642,2025-07-01,2281194.04,0,0.0,0.022153803347565,0.0,Client 022,C-0022,T-0257,Data Analyst
ENG-00643,2026-04-01,2685489.94,0,0.0,0.057068791713735,0.0,Client 033,C-0033,T-0148,AI Engineer
ENG-00644,2026-08-01,902939.69,11,9932336.59,0.2389512517402227,2373344.260885715,Client 041,C-0041,T-0130,AI Engineer
ENG-00645,2025-07-01,1052326.49,0,0.0,0.8757331444830574,0.0,Client 046,C-0046,T-0035,Data Scientist
ENG-00646,2025-06-01,2912973.42,4,11651893.68,0.9327643618907876,10868471.1732445,Client 047,C-0047,T-0332,Data Scientist
ENG-00647,2026-04-01,3469612.25,0,0.0,0.0006696816827343,0.0,Client 021,C-0021,T-0190,AI Engineer
ENG-00648,2026-08-01,1120258.32,8,8962066.56,0.1192338904499186,1068582.0624199188,Client 060,C-0060,T-0060,Data Analyst
ENG-00649,2026-05-01,2141048.41,0,0.0,0.0179493817785837,0.0,Client 001,C-0001,T-0200,Data Scientist
ENG-00650,2026-08-01,2825123.87,10,28251238.700000003,0.8815028928774321,24903548.641420867,Client 030,C-0030,T-0469,ML Engineer
ENG-00651,2025-08-01,811480.27,0,0.0,0.0719103458743647,0.0,Client 037,C-0037,T-0131,Data Scientist
ENG-00652,2026-01-01,2298091.93,0,0.0,0.0236774695031624,0.0,Client 004,C-0004,T-0448,Analytics Engineer
ENG-00653,2025-06-01,3162850.18,0,0.0,0.8888620564487856,0.0,Client 028,C-0028,T-0130,AI Engineer
